NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
NUBP2	1	NUBP2	
KRTAP21-2	1	KRTAP21-2	
KRTAP20-3	1	KRTAP20-3	
GOLGA7	1	GOLGA7	
RGS21	1	RGS21	
CFAP97D2	1	CFAP97D2	
AP1S2	1	AP1S2	
AP1S3	1	AP1S3	
SCP2D1	1	SCP2D1	
CYB5A	1	CYB5A	
ARL17A	1	ARL17A	
NPC2	1	NPC2	
KRTAP1-1	1	KRTAP1-1	
KRTAP11-1	1	KRTAP11-1	
SRXN1	1	SRXN1	
STH	1	STH	
MRPS16	1	MRPS16	
THY1	1	THY1	
EIF4EBP3	1	EIF4EBP3	
SKA2	1	SKA2	
ARL5B	1	ARL5B	
RMI2	1	RMI2	
REG1A	1	REG1A	
NDUFA6	1	NDUFA6	
NDUFS5	1	NDUFS5	
MRPS18C	1	MRPS18C	
PGPEP1L	1	PGPEP1L	
GOLGA7B	1	GOLGA7B	
MRPL23	1	MRPL23	
PSMD4	1	PSMD4	
ZBTB25	1	ZBTB25	
CHIC2	1	CHIC2	
SPINK13	1	SPINK13	
TRBV20-1	1	TRBV20-1	
IGLV3-19	1	IGLV3-19	
IGHV3-21	1	IGHV3-21	
IGHV3-38	1	IGHV3-38	
IGHV3-66	1	IGHV3-66	
IGHV3-73	1	IGHV3-73	
IGHV3-74	1	IGHV3-74	
IGHV3-43	1	IGHV3-43	
IGHV3-49	1	IGHV3-49	
TRBV5-1	1	TRBV5-1	
MIF	1	MIF	
LAMTOR2	1	LAMTOR2	
KRTAP25-1	1	KRTAP25-1	
IGLV1-36	1	IGLV1-36	
IGLV1-40	1	IGLV1-40	
CCL14	1	CCL14	
CCL17	1	CCL17	
IGHV1-69D	1	IGHV1-69D	
IGLV3-1	1	IGLV3-1	
IGLV3-9	1	IGLV3-9	
IGHV1-45	1	IGHV1-45	
IGKV5-2	1	IGKV5-2	
LGALS14	1	LGALS14	
IGLV2-8	1	IGLV2-8	
TRAV40	1	TRAV40	
IGHV6-1	1	IGHV6-1	
SS18L2	1	SS18L2	
DEFB130A	1	DEFB130A	
DEFB130B	1	DEFB130B	
TRBV29-1	1	TRBV29-1	
IGKV1D-16	1	IGKV1D-16	
IGHV1-2	1	IGHV1-2	
SCYGR3	1	SCYGR3	
SCYGR4	1	SCYGR4	
ADIRF	1	ADIRF	
EIF3K	1	EIF3K	
RAB7B	1	RAB7B	
MAD2L1	1	MAD2L1	
NUDT1	1	NUDT1	
COMMD7	1	COMMD7	
PCMT1	1	PCMT1	
METTL26	1	METTL26	
IGHV3-72	1	IGHV3-72	
IGKV1-16	1	IGKV1-16	
IGHV1-69	1	IGHV1-69	
PHPT1	1	PHPT1	
LGALS13	1	LGALS13	
COMMD6	1	COMMD6	
GNGT1	1	GNGT1	
TRBV23-1	1	TRBV23-1	
IGFL4	1	IGFL4	
TRBV10-1	1	TRBV10-1	
IGLV4-69	1	IGLV4-69	
IGLV10-54	1	IGLV10-54	
TRAPPC2L	1	TRAPPC2L	
CKS2	1	CKS2	
IGLV3-22	1	IGLV3-22	
CMC1	1	CMC1	
TRBV7-1	1	TRBV7-1	
CXCL10	1	CXCL10	
KRTAP2-2	1	KRTAP2-2	
CCL27	1	CCL27	
CDKN2AIPNL	1	CDKN2AIPNL	
MRPS21	1	MRPS21	
IGKV1-39	1	IGKV1-39	
IGKV1-37	1	IGKV1-37	
IGKV1-33	1	IGKV1-33	
IGKV1-12	1	IGKV1-12	
IGKV2D-28	1	IGKV2D-28	
IGKV2D-40	1	IGKV2-40	
C12orf76	1	C12orf76	
SEM1	1	SEM1	
DNAJC19	1	DNAJC19	
IGKV2-28	1	IGKV2-28	
RTL8A	1	RTL8A	
RTL8B	1	RTL8B	
TRAV34	1	TRAV34	
IGKV6D-41	1	IGKV6D-41	
IGLV5-45	1	IGLV5-45	
ARMS2	1	ARMS2	
POLR2J3	1	POLR2J3	
TRBV18	1	TRBV18	
TRBV16	1	TRBV16	
IGKV1D-37	1	IGKV1D-37	
IGKV1D-39	1	IGKV1D-39	
IGKV1D-33	1	IGKV1D-33	
IGKV1D-17	1	IGKV1D-17	
KHDC1L	1	KHDC1L	
RPA3	1	RPA3	
DEFB124	1	DEFB124	
LGALSL	1	LGALSL	
C1orf100	1	C1orf100	
IL23A	1	IL23A	
C3orf22	1	C3orf22	
MRPS6	1	MRPS6	
CIB3	1	CIB3	
HSPB3	1	HSPB3	
NIP7	1	NIP7	
ATP6V1G3	1	ATP6V1G3	
LRRC20	1	LRRC20	
ACOT6	1	ACOT6	
C14orf119	1	C14orf119	
LBH	1	LBH	
RPS16	1	RPS16	
CHCHD1	1	CHCHD1	
CENPM	1	CENPM	
EEF1E1	1	EEF1E1	
CCDC58	1	CCDC58	
PRY	1	PRY	
PPP3R1	1	PPP3R1	
PPP3R2	1	PPP3R2	
C11orf21	1	C11orf21	
RAC1	1	RAC1	
MRPS33	1	MRPS33	
IFT27	1	IFT27	
BTG2	1	BTG2	
C15orf65	1	C15orf65	
ARF1	1	ARF1	
ARL1	1	ARL1	
BCL2L15	1	BCL2L15	
ASAH2B	1	ASAH2B	
RHEBL1	1	RHEBL1	
GATD1	1	GATD1	
LIMD2	1	LIMD2	
H2AB3	1	H2AB2	
RHEB	1	RHEB	
RHOH	1	RHOH	
TEX49	1	TEX49	
ARPP19	1	ARPP19	
MRFAP1L1	1	MRFAP1L1	
TBPL1	1	TBPL1	
DNPH1	1	DNPH1	
IRGM	1	IRGM	
DCTD	1	DCTD	
MED21	1	MED21	
REG1B	1	REG1B	
ITPA	1	ITPA	
GNLY	1	GNLY	
MRFAP1	1	MRFAP1	
FANCD2OS	1	FANCD2OS	
LYPLA2	1	LYPLA2	
LYPLA1	1	LYPLA1	
BIRC5	1	BIRC5	
ALKAL2	1	ALKAL2	
ALKAL1	1	ALKAL1	
GPX2	1	GPX2	
GADD45B	1	GADD45B	
GADD45A	1	GADD45A	
GADD45G	1	GADD45G	
HEBP1	1	HEBP1	
GNG10	1	GNG10	
KRTAP23-1	1	KRTAP23-1	
IGLV2-14	1	IGLV2-14	
S100A11	1	S100A11	
RPL37A	1	RPL37A	
GTF2A2	1	GTF2A2	
IGHV3-16	1	IGHV3-16	
TRBV7-9	1	TRBV7-9	
TEN1	1	TEN1	
IGHV2-26	1	IGHV2-26	
IGKV1-27	1	IGKV1-27	
TRAV26-1	1	TRAV26-1	
POLR2J2	1	POLR2J2	
NDUFA5	1	NDUFA5	
CDA	1	CDA	
IL1F10	1	IL1F10	
TXNL4B	1	TXNL4B	
EFCAB10	1	EFCAB10	
DEFB110	1	DEFB110	
PTRH1	1	PTRH1	
ANAPC13	1	ANAPC13	
PLGLB2	1	PLGLB1	
IGLV5-52	1	IGLV5-52	
ZSWIM7	1	ZSWIM7	
FDX1	1	FDX1	
ARL16	1	ARL16	
LSM10	1	LSM10	
CHURC1	1	CHURC1	
GTF2H5	1	GTF2H5	
MRPL33	1	MRPL33	
IGLV2-23	1	IGLV2-23	
C10orf53	1	C10orf53	
IGHV3-23	1	IGHV3-23	
SMCO4	1	SMCO4	
IGHV3-30	2	IGHV3-30:IGHV3-30-5	
IGHV3-33	2	IGHV3-33:IGHV3-30-3	
IGHV3-13	1	IGHV3-13	
CNFN	1	CNFN	
IGKV3D-15	1	IGKV3D-15	
SCGB2B2	1	SCGB2B2	
SCGB1C2	1	SCGB1C2	
SFTA2	1	SFTA2	
SCGB1A1	1	SCGB1A1	
KRTAP12-3	1	KRTAP12-3	
BANF2	1	BANF2	
IGHV1-18	1	IGHV1-18	
IGHV3-7	1	IGHV3-7	
IGLV5-48	1	IGLV5-48	
IGHV3-64D	1	IGHV3-64D	
GNG5	1	GNG5	
GNG7	1	GNG7	
CFAP161	1	CFAP161	
CA9	1	CA9	
NGDN	1	NGDN	
F13B	1	F13B	
PTF1A	1	PTF1A	
CDC40	1	CDC40	
RAB4A	1	RAB4A	
PTGR1	1	PTGR1	
PPP1R42	1	PPP1R42	
SERPINF2	1	SERPINF2	
SRP54	1	SRP54	
HSPA13	1	HSPA13	
ACOT11	1	ACOT11	
LHX4	1	LHX4	
MTHFD2L	1	MTHFD2L	
CFAP77	1	CFAP77	
SFRP2	1	SFRP2	
DPEP3	1	DPEP3	
L2HGDH	1	L2HGDH	
MOB4	1	MOB4	
TCN1	1	TCN1	
TSSK3	1	TSSK3	
SESN1	1	SESN1	
DUSP12	1	DUSP12	
MRRF	1	MRRF	
SPRY1	1	SPRY1	
MMP14	1	MMP14	
RNASET2	1	RNASET2	
OXCT2	1	OXCT2	
PITPNB	1	PITPNB	
EDEM2	1	EDEM2	
METAP1D	1	METAP1D	
ARR3	1	ARR3	
ZBED2	1	ZBED2	
ZBED3	1	ZBED3	
MAD2L2	1	MAD2L2	
RELB	1	RELB	
MYCL	1	MYCL	
BRCC3	1	BRCC3	
MADCAM1	1	MADCAM1	
OVGP1	1	OVGP1	
TAGLN3	1	TAGLN3	
TRMO	1	TRMO	
CA5A	1	CA5A	
ITGB3	1	ITGB3	
SEC14L1	1	SEC14L1	
TBC1D25	1	TBC1D25	
PKDCC	1	PKDCC	
MAGEA11	1	MAGEA11	
KRT33A	1	KRT33A	
RCC1L	1	RCC1L	
EIF5AL1	1	EIF5AL1	
H4C9	1	H4C1	
UBE2V1	1	UBE2V1	
RPL36	1	RPL36	
PBOV1	1	PBOV1	
POP7	1	POP7	
FAM136A	1	FAM136A	
DUSP28	1	DUSP28	
PTRHD1	1	PTRHD1	
MYOCOS	1	MYOCOS	
PDE6H	1	PDE6H	
PDZD11	1	PDZD11	
POLD4	1	POLD4	
C19orf73	1	C19orf73	
FIS1	1	FIS1	
GSTZ1	1	GSTZ1	
CIB2	1	CIB2	
MRPL49	1	MRPL49	
ACTR3C	1	ACTR3C	
SCYGR5	1	SCYGR5	
AICDA	1	AICDA	
IL24	1	IL24	
C8orf88	1	C8orf88	
NUDT14	1	NUDT14	
MTRNR2L5	1	MTRNR2L5	
MTRNR2L7	1	MTRNR2L7	
MTRNR2L4	1	MTRNR2L4	
KRTAP21-3	1	KRTAP21-3	
KRTAP21-1	1	KRTAP21-1	
KRTAP20-4	1	KRTAP20-4	
OST4	1	OST4	
KRTAP22-1	1	KRTAP22-1	
KRTAP22-2	1	KRTAP22-2	
SLN	1	SLN	
MTRNR2L11	1	MTRNR2L11	
MTRNR2L13	1	MTRNR2L13	
KRTAP19-2	1	KRTAP19-2	
ACTL10	1	ACTL10	
AANAT	1	AANAT	
MYL7	1	MYL7	
MAGOH	1	MAGOH	
SF3B6	1	SF3B6	
PHLDA3	1	PHLDA3	
GSTP1	1	GSTP1	
OBP2A	1	OBP2A	
PTPMT1	1	PTPMT1	
DHDH	1	DHDH	
SHMT1	1	SHMT1	
B3GLCT	1	B3GLCT	
RDH13	1	RDH13	
STRN	1	STRN	
GLT1D1	1	GLT1D1	
NEFL	1	NEFL	
ADAM28	1	ADAM28	
STX4	1	STX4	
STX2	1	STX2	
MBD3	1	MBD3	
PKLR	1	PKLR	
MBD1	1	MBD1	
ADAM32	1	ADAM32	
FBXO27	1	FBXO27	
FBXO28	1	FBXO28	
FBXO25	1	FBXO25	
FBXO22	1	FBXO22	
PTAR1	1	PTAR1	
POFUT1	1	POFUT1	
FNTB	1	FNTB	
PIAS4	1	PIAS4	
FBXO16	1	FBXO16	
STX7	1	STX7	
PIAS1	1	PIAS1	
MINPP1	1	MINPP1	
PKP3	1	PKP3	
NPAS1	1	NPAS1	
FBXO44	1	FBXO44	
FBXO42	1	FBXO42	
FBXO40	1	FBXO40	
NEK8	1	NEK8	
NEK6	1	NEK6	
NEK7	1	NEK7	
FBXO39	1	FBXO39	
FBXO36	1	FBXO36	
FBXO34	1	FBXO34	
FBXO32	1	FBXO32	
FBXO33	1	FBXO33	
ALAS1	1	ALAS1	
PPWD1	1	PPWD1	
MBL2	1	MBL2	
RABGGTB	1	RABGGTB	
RABGGTA	1	RABGGTA	
BCAT1	1	BCAT1	
C1S	1	C1S	
CERK	1	CERK	
LGALS4	1	LGALS4	
LGALS3	1	LGALS3	
LGALS9	1	LGALS9	
CER1	1	CER1	
CRISPLD1	1	CRISPLD1	
CES3	1	CES3	
CES2	1	CES2	
CES1	1	CES1	
RRAD	1	RRAD	
CFAP126	1	CFAP126	
NEU4	1	NEU4	
RACGAP1	1	RACGAP1	
BBS2	1	BBS2	
SPDYA	1	SPDYA	
BBS5	1	BBS5	
PCYT1A	1	PCYT1A	
TFB2M	1	TFB2M	
KLHL1	1	KLHL1	
KLHL4	1	KLHL4	
KCNRG	1	KCNRG	
KLHL9	1	KLHL9	
KLHL5	1	KLHL5	
KLHL8	1	KLHL8	
PLAU	1	PLAU	
ADAM11	1	ADAM11	
ADAM10	1	ADAM10	
DHDDS	1	DHDDS	
CARD16	1	CARD16	
PIBF1	1	PIBF1	
FAM199X	1	FAM199X	
BSPRY	1	BSPRY	
PITPNC1	1	PITPNC1	
ZIC1	1	ZIC1	
CA6	1	CA6	
CA8	1	CA8	
HUNK	1	HUNK	
CFAP100	1	CFAP100	
ELF4	1	ELF4	
CAT	1	CAT	
RRN3	1	RRN3	
TBX22	1	TBX22	
TBX20	1	TBX20	
CLVS2	1	CLVS2	
ZIC4	1	ZIC4	
ZIC5	1	ZIC5	
HS3ST4	1	HS3ST4	
TBX19	1	TBX19	
TBX15	1	TBX15	
HUS1	1	HUS1	
CEL	1	CEL	
BCAM	1	BCAM	
CFP	1	CFP	
RRP7A	1	RRP7A	
NUP88	1	NUP88	
PLK3	1	PLK3	
ARL14EP	1	ARL14EP	
MCAM	1	MCAM	
PLK1	1	PLK1	
ELL3	1	ELL3	
STON1	1	STON1	
RPS6KL1	1	RPS6KL1	
EXOC8	1	EXOC8	
PLIN1	1	PLIN1	
MOCS1	1	MOCS1	
NFIX	1	NFIX	
DCAF12L2	1	DCAF12L2	
DCAF12L1	1	DCAF12L1	
APOL5	1	APOL5	
HIPK4	1	HIPK4	
ELP3	1	ELP3	
ELP5	1	ELP5	
NFIB	1	NFIB	
NFIC	1	NFIC	
PODNL1	1	PODNL1	
FKBPL	1	FKBPL	
DIO2	1	DIO2	
TOM1L2	1	TOM1L2	
OSCP1	1	OSCP1	
KBTBD12	1	KBTBD12	
OIT3	1	OIT3	
C1orf127	1	C1orf127	
GGPS1	1	GGPS1	
APOA5	1	APOA5	
TULP3	1	TULP3	
TULP2	1	TULP2	
HDAC8	1	HDAC8	
HECTD2	1	HECTD2	
VPS51	1	VPS51	
CSK	1	CSK	
BCO2	1	BCO2	
BCO1	1	BCO1	
KBTBD11	1	KBTBD11	
MAB21L4	1	MAB21L4	
MAB21L1	1	MAB21L1	
CTH	1	CTH	
MISP3	1	MISP3	
RPS6KA6	1	RPS6KA6	
TANGO2	1	TANGO2	
SH2D2A	1	SH2D2A	
FAM43B	1	FAM43B	
TYMS	1	TYMS	
TYMP	1	TYMP	
FAM47E	1	FAM47E	
SUSD5	1	SUSD5	
NFYA	1	NFYA	
C3orf62	1	C3orf62	
EME2	1	EME2	
FPGS	1	FPGS	
TRPC4AP	1	TRPC4AP	
C3orf70	1	C3orf70	
GSTCD	1	GSTCD	
PMF1	1	PMF1	
EMG1	1	EMG1	
TASP1	1	TASP1	
COLGALT2	1	COLGALT2	
COLGALT1	1	COLGALT1	
STPG1	1	STPG1	
STPG3	1	STPG3	
C3orf38	1	C3orf38	
DCK	1	DCK	
DCN	1	DCN	
ZAP70	1	ZAP70	
DTHD1	1	DTHD1	
DDC	1	DDC	
C3orf49	1	C3orf49	
CFAP206	1	CFAP206	
DDO	1	DDO	
TYW1	1	TYW1	
PDSS2	1	PDSS2	
PDE10A	1	PDE10A	
RPS6KB1	1	RPS6KB1	
IL4I1	1	IL4I1	
TYW3	1	TYW3	
PRKAR1B	1	PRKAR1B	
PRKAR1A	1	PRKAR1A	
RBCK1	1	RBCK1	
ACTL7A	1	ACTL7A	
ACTL7B	1	ACTL7B	
AAAS	1	AAAS	
PRKAR2B	1	PRKAR2B	
GLYATL3	1	GLYATL3	
CS	1	CS	
CYP2C8	1	CYP2C8	
LRSAM1	1	LRSAM1	
ECSIT	1	ECSIT	
APPL2	1	APPL2	
APPL1	1	APPL1	
ACTL6B	1	ACTL6B	
ACTL6A	1	ACTL6A	
SIRT4	1	SIRT4	
SIRT5	1	SIRT5	
F2	1	F2	
F7	1	F7	
F9	1	F9	
DLD	1	DLD	
AADAT	1	AADAT	
MDH2	1	MDH2	
TTLL3	1	TTLL3	
TTLL2	1	TTLL2	
HDDC2	1	HDDC2	
TNFRSF11B	1	TNFRSF11B	
SOCS1	1	SOCS1	
SOCS4	1	SOCS4	
DR1	1	DR1	
BCDIN3D	1	BCDIN3D	
ZC3HC1	1	ZC3HC1	
ST6GALNAC1	1	ST6GALNAC1	
SH2D4B	1	SH2D4B	
MRPL3	1	MRPL3	
MRPL1	1	MRPL1	
CYP2A7	1	CYP2A7	
CYP2A6	1	CYP2A6	
ST6GALNAC6	1	ST6GALNAC6	
PABPC1L	1	PABPC1L	
RTCA	1	RTCA	
ENTPD5	1	ENTPD5	
LAP3	1	LAP3	
OSGEP	1	OSGEP	
SWI5	1	SWI5	
TH	1	TH	
PCSK2	1	PCSK2	
PCSK9	1	PCSK9	
ENC1	1	ENC1	
L3HYPDH	1	L3HYPDH	
MRPS5	1	MRPS5	
MRPS9	1	MRPS9	
G2E3	1	G2E3	
CRIP2	1	CRIP2	
KLK13	1	KLK13	
KLK15	1	KLK15	
KLK11	1	KLK11	
SH3GL3	1	SH3GL3	
RTKN	1	RTKN	
RTL4	1	RTL4	
SH3GL2	1	SH3GL2	
SH3GL1	1	SH3GL1	
LAX1	1	LAX1	
CHAD	1	CHAD	
RFPL1	1	RFPL1	
RFPL3	1	RFPL3	
DARS2	1	DARS2	
UBE2R2	1	UBE2R2	
CHDH	1	CHDH	
MDH1B	1	MDH1B	
LRWD1	1	LRWD1	
CHFR	1	CHFR	
PNKD	1	PNKD	
EHF	1	EHF	
ABAT	1	ABAT	
CHIA	1	CHIA	
MECR	1	MECR	
MED8	1	MED8	
MED7	1	MED7	
ANKK1	1	ANKK1	
RPL29	1	RPL29	
VPS26A	1	VPS26A	
VPS26B	1	VPS26B	
PNPO	1	PNPO	
CHKB	1	CHKB	
PNO1	1	PNO1	
CPEB1	1	CPEB1	
CPEB3	1	CPEB3	
CPEB2	1	CPEB2	
SPEF1	1	SPEF1	
MEI4	1	MEI4	
RNF157	1	RNF157	
RPL10	1	RPL10	
RNF135	1	RNF135	
RNF138	1	RNF138	
CHN2	1	CHN2	
CHN1	1	CHN1	
RPL13	1	RPL13	
RPL17	1	RPL17	
F12	1	F12	
F11	1	F11	
MYBPH	1	MYBPH	
NMNAT2	1	NMNAT2	
ANKS4B	1	ANKS4B	
RNF141	1	RNF141	
CHPF	1	CHPF	
EPX	1	EPX	
RNF41	1	RNF41	
MELK	1	MELK	
GAPDHS	1	GAPDHS	
ERG	1	ERG	
ABHD4	1	ABHD4	
ABHD5	1	ABHD5	
STRA8	1	STRA8	
CALCOCO1	1	CALCOCO1	
CALCOCO2	1	CALCOCO2	
PTBP1	1	PTBP1	
RPL7A	1	RPL7A	
IQCB1	1	IQCB1	
CHUK	1	CHUK	
PTBP2	1	PTBP2	
COASY	1	COASY	
PTBP3	1	PTBP3	
SSX2IP	1	SSX2IP	
SMARCD1	1	SMARCD1	
RNF32	1	RNF32	
SMARCD3	1	SMARCD3	
RNF38	1	RNF38	
ITLN1	1	ITLN1	
MESD	1	MESD	
RBBP5	1	RBBP5	
RNF39	1	RNF39	
MROH6	1	MROH6	
FDXACB1	1	FDXACB1	
GOLGA5	1	GOLGA5	
ABT1	1	ABT1	
AFG3L2	1	AFG3L2	
GUF1	1	GUF1	
ANKRA2	1	ANKRA2	
NHLH1	1	NHLH1	
TREX2	1	TREX2	
LACC1	1	LACC1	
ANKRD1	1	ANKRD1	
DLAT	1	DLAT	
ANKRD2	1	ANKRD2	
RSPRY1	1	RSPRY1	
MSS51	1	MSS51	
RPUSD4	1	RPUSD4	
RPUSD2	1	RPUSD2	
FAM181A	1	FAM181A	
ALDOB	1	ALDOB	
FAH	1	FAH	
MEIOB	1	MEIOB	
TBCCD1	1	TBCCD1	
TBL1XR1	1	TBL1XR1	
FAM185A	1	FAM185A	
EOGT	1	EOGT	
H6PD	1	H6PD	
LRRC75B	1	LRRC75B	
TGFB3	1	TGFB3	
NFKBIA	1	NFKBIA	
TGFBI	1	TGFBI	
NFKBIB	1	NFKBIB	
LRRC74A	1	LRRC74A	
LRRC74B	1	LRRC74B	
HSPB7	1	HSPB7	
HSPB1	1	HSPB1	
NFKBIZ	1	NFKBIZ	
CTPS2	1	CTPS2	
FGR	1	FGR	
CHMP7	1	CHMP7	
RGS16	1	RGS16	
DLL1	1	DLL1	
STRN4	1	STRN4	
STRN3	1	STRN3	
HSPD1	1	HSPD1	
NRIP2	1	NRIP2	
NRIP3	1	NRIP3	
RGS20	1	RGS20	
PTCD3	1	PTCD3	
PTCD1	1	PTCD1	
PTCD2	1	PTCD2	
MEIS3	1	MEIS3	
POMC	1	POMC	
RABL3	1	RABL3	
FUCA1	1	FUCA1	
ACHE	1	ACHE	
MTMR11	1	MTMR11	
SPHK2	1	SPHK2	
ACSBG1	1	ACSBG1	
CACUL1	1	CACUL1	
NOC4L	1	NOC4L	
MFN1	1	MFN1	
TTC30A	1	TTC30A	
FST	1	FST	
SLC27A2	1	SLC27A2	
CORO1B	1	CORO1B	
CORO2B	1	CORO2B	
NIT2	1	NIT2	
CDC73	1	CDC73	
RLBP1	1	RLBP1	
ACP6	1	ACP6	
COMMD10	1	COMMD10	
MGRN1	1	MGRN1	
RCHY1	1	RCHY1	
ATXN1L	1	ATXN1L	
TTC39C	1	TTC39C	
TTC39B	1	TTC39B	
EIF3L	1	EIF3L	
EIF3I	1	EIF3I	
EIF3H	1	EIF3H	
FSBP	1	FSBP	
EIF3E	1	EIF3E	
ACTB	1	ACTB	
CDC20	1	CDC20	
HYKK	1	HYKK	
PPAT	1	PPAT	
CSNK1E	1	CSNK1E	
PPA2	1	PPA2	
PPA1	1	PPA1	
CSNK2B	1	CSNK2B	
TRIB1	1	TRIB1	
PPCS	1	PPCS	
XRRA1	1	XRRA1	
ATP6V1C1	1	ATP6V1C1	
RAB27A	1	RAB27A	
IFFO2	1	IFFO2	
RAB27B	1	RAB27B	
CDC16	1	CDC16	
ACY3	1	ACY3	
ACY1	1	ACY1	
ERMARD	1	ERMARD	
ZNF587B	1	ZNF587B	
SYN2	1	SYN2	
DMC1	1	DMC1	
SYNC	1	SYNC	
CFHR1	1	CFHR1	
GDA	1	GDA	
RPP30	1	RPP30	
RPP38	1	RPP38	
GEM	1	GEM	
HHIPL2	1	HHIPL2	
HHIPL1	1	HHIPL1	
RPP25	1	RPP25	
NCKIPSD	1	NCKIPSD	
SYT4	1	SYT4	
MELTF	1	MELTF	
CUEDC2	1	CUEDC2	
LDB1	1	LDB1	
REP15	1	REP15	
ANKS3	1	ANKS3	
ADD3	1	ADD3	
PPOX	1	PPOX	
ADD2	1	ADD2	
GK5	1	GK5	
WDCP	1	WDCP	
ENTR1	1	ENTR1	
ANKLE1	1	ANKLE1	
GLS	1	GLS	
ADPRH	1	ADPRH	
GNE	1	GNE	
ADH7	1	ADH7	
ADH5	1	ADH5	
ACMSD	1	ACMSD	
ADH6	1	ADH6	
ADH4	1	ADH4	
GRTP1	1	GRTP1	
GMEB1	1	GMEB1	
ARPC1B	1	ARPC1B	
ARPC1A	1	ARPC1A	
GPT	1	GPT	
TEAD3	1	TEAD3	
TEAD4	1	TEAD4	
MGLL	1	MGLL	
GSN	1	GSN	
GSS	1	GSS	
KLKB1	1	KLKB1	
ANKRD13C	1	ANKRD13C	
RAB3B	1	RAB3B	
CCT8L2	1	CCT8L2	
RAB3C	1	RAB3C	
RAB3A	1	RAB3A	
RAB3D	1	RAB3D	
SYAP1	1	SYAP1	
RPL10L	1	RPL10L	
ANKRD13A	1	ANKRD13A	
RAB2A	1	RAB2A	
RAB2B	1	RAB2B	
RAB32	1	RAB32	
EIF4E1B	1	EIF4E1B	
DMWD	1	DMWD	
RAB34	1	RAB34	
RAB5B	1	RAB5B	
RAB5C	1	RAB5C	
RAB6A	1	RAB6A	
RAB4B	1	RAB4B	
YJU2	1	YJU2	
DUPD1	1	DUPD1	
WDR1	1	WDR1	
WDR4	1	WDR4	
TTC23L	1	TTC23L	
ADSL	1	ADSL	
TFDP2	1	TFDP2	
TFDP3	1	TFDP3	
RAB1A	1	RAB1A	
RAB21	1	RAB21	
RAB20	1	RAB20	
MSTO1	1	MSTO1	
RAB29	1	RAB29	
RAB28	1	RAB28	
FBXL17	1	FBXL17	
FBXL13	1	FBXL13	
RAB14	1	RAB14	
RAB17	1	RAB17	
PANK2	1	PANK2	
TRAF3IP3	1	TRAF3IP3	
PANK3	1	PANK3	
TRAF3IP2	1	TRAF3IP2	
KAT5	1	KAT5	
RPL18A	1	RPL18A	
FTH1	1	FTH1	
KAT8	1	KAT8	
SEPHS1	1	SEPHS1	
TKTL2	1	TKTL2	
TINF2	1	TINF2	
RFPL4AL1	1	RFPL4AL1	
ATP6V0D2	1	ATP6V0D2	
VAT1	1	VAT1	
HAL	1	HAL	
TINAG	1	TINAG	
GABPA	1	GABPA	
RALGPS2	1	RALGPS2	
RAB8B	1	RAB8B	
RAB6C	1	RAB6C	
RAB6D	1	RAB6D	
GFRA2	1	GFRA2	
RENBP	1	RENBP	
PSMC3IP	1	PSMC3IP	
MYEF2	1	MYEF2	
CAPZA1	1	CAPZA1	
CAPZA2	1	CAPZA2	
TRAPPC12	1	TRAPPC12	
HGD	1	HGD	
HGF	1	HGF	
SPDYE16	1	SPDYE16	
KAZN	1	KAZN	
SEPSECS	1	SEPSECS	
SPEGNB	1	SPEGNB	
PPP2R5A	1	PPP2R5A	
PPP2R5C	1	PPP2R5C	
ETFDH	1	ETFDH	
ABRAXAS2	1	ABRAXAS2	
RNF113B	1	RNF113B	
PPP2R3C	1	PPP2R3C	
PPP2R3B	1	PPP2R3B	
HDHD3	1	HDHD3	
CNBD1	1	CNBD1	
HPD	1	HPD	
HPX	1	HPX	
FIGNL1	1	FIGNL1	
BHMT	1	BHMT	
LRRC30	1	LRRC30	
PGAM1	1	PGAM1	
LRRC43	1	LRRC43	
PGAM4	1	PGAM4	
LRRC17	1	LRRC17	
LRRC10	1	LRRC10	
SRPX2	1	SRPX2	
LETM1	1	LETM1	
LRRC72	1	LRRC72	
LRRC73	1	LRRC73	
LRRC71	1	LRRC71	
SH2D6	1	SH2D6	
ANAPC7	1	ANAPC7	
ANAPC5	1	ANAPC5	
LRRC58	1	LRRC58	
LRRC69	1	LRRC69	
LRRC61	1	LRRC61	
GNL3L	1	GNL3L	
VEZF1	1	VEZF1	
USH1C	1	USH1C	
BEND2	1	BEND2	
SH2B3	1	SH2B3	
BEND5	1	BEND5	
PRC1	1	PRC1	
AHCYL2	1	AHCYL2	
AHCYL1	1	AHCYL1	
LEXM	1	LEXM	
HNF1B	1	HNF1B	
HNF1A	1	HNF1A	
PPP1R3C	1	PPP1R3C	
STX1A	1	STX1A	
L3MBTL2	1	L3MBTL2	
PPP1R32	1	PPP1R32	
PGBD2	1	PGBD2	
PGBD5	1	PGBD5	
ERI2	1	ERI2	
GTF2A1L	1	GTF2A1L	
PPP1R21	1	PPP1R21	
IFI44	1	IFI44	
GASK1A	1	GASK1A	
HNF4G	1	HNF4G	
IDS	1	IDS	
AKR1A1	1	AKR1A1	
KIF25	1	KIF25	
MMEL1	1	MMEL1	
KIF22	1	KIF22	
KIF2C	1	KIF2C	
KIF2B	1	KIF2B	
STX19	1	STX19	
STX18	1	STX18	
PRKX	1	PRKX	
STX11	1	STX11	
