NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
NETO2	1	NETO2	
IKBKG	1	IKBKG	
UBAP1	1	UBAP1	
BAIAP2L1	1	BAIAP2L1	
HOXD10	1	HOXD10	
CD180	1	CD180	
CDRT1	1	CDRT1	
AGFG1	1	AGFG1	
UMOD	1	UMOD	
IFNLR1	1	IFNLR1	
GDF9	1	GDF9	
LILRA4	1	LILRA4	
LILRB2	1	LILRB2	
LILRB5	1	LILRB5	
ASIC4	1	ASIC4	
DNAJC11	1	DNAJC11	
DTNBP1	1	DTNBP1	
ATF4	1	ATF4	
GATA6	1	GATA6	
GATA4	1	GATA4	
GATA2	1	GATA2	
SMPD3	1	SMPD3	
SAMD7	1	SAMD7	
SHC2	1	SHC2	
CD276	1	CD276	
REC8	1	REC8	
CD248	1	CD248	
MGAT3	1	MGAT3	
PCDHB14	1	PCDHB14	
PCDHB13	1	PCDHB13	
PCDHB12	1	PCDHB12	
PCDHB11	1	PCDHB11	
PCDHB10	1	PCDHB10	
TFAP2C	1	TFAP2C	
MANSC1	1	MANSC1	
MAN1A1	1	MAN1A1	
TMEM209	1	TMEM209	
IRF2BP1	1	IRF2BP1	
PCDHB6	1	PCDHB6	
PCDHB5	1	PCDHB5	
PCDHB4	1	PCDHB4	
PCDHB3	2	PCDHB2:PCDHB3	
PCDHB9	1	PCDHB9	
PCDHB7	1	PCDHB7	
LRFN3	1	LRFN3	
LRFN4	1	LRFN4	
KRT4	1	KRT4	
KRT3	1	KRT3	
KRT7	1	KRT7	
KRT5	1	KRT5	
SIM2	1	SIM2	
MIGA2	1	MIGA2	
SHISA8	1	SHISA8	
SIX5	1	SIX5	
IL22RA1	1	IL22RA1	
FRMD3	1	FRMD3	
FRMD5	1	FRMD5	
LRIT3	1	LRIT3	
RASSF7	1	RASSF7	
QSOX1	1	QSOX1	
NXPE2	1	NXPE2	
ZP1	1	ZP1	
ZP2	1	ZP2	
PRR22	1	PRR22	
HOXD3	1	HOXD3	
PAX1	1	PAX1	
ADAM2	1	ADAM2	
ITPRIPL1	1	ITPRIPL1	
EBF1	1	EBF1	
EBF4	1	EBF4	
IL17RE	1	IL17RE	
ARHGAP36	1	ARHGAP36	
KIR3DL1	1	KIR3DL1	
HERPUD1	1	HERPUD1	
MKRN3	1	MKRN3	
SLC3A2	1	SLC3A2	
EVA1C	1	EVA1C	
CSGALNACT2	1	CSGALNACT2	
EDAR	1	EDAR	
ADCK2	1	ADCK2	
C2CD2	1	C2CD2	
LRRTM3	1	LRRTM3	
LRRTM4	1	LRRTM4	
ZNF683	1	ZNF683	
SRGAP2C	1	SRGAP2C	
FNDC7	1	FNDC7	
ZNF710	1	ZNF710	
CCDC113	1	CCDC113	
CCDC166	1	CCDC166	
CCDC148	1	CCDC148	
CCDC188	1	CCDC188	
CREB3L4	1	CREB3L4	
CREB3L1	1	CREB3L1	
GLCE	1	GLCE	
RIOX1	1	RIOX1	
IRX4	1	IRX4	
KRT28	1	KRT28	
KRT27	1	KRT27	
KRT32	1	KRT32	
KRT38	1	KRT38	
KRT37	1	KRT37	
KRT13	1	KRT13	
KRT12	1	KRT12	
KRT19	1	KRT19	
KRT18	1	KRT18	
KRT17	1	KRT17	
KRT16	1	KRT16	
KRT15	1	KRT15	
KRT14	1	KRT14	
KRT6C	1	KRT6C	
KRT6A	1	KRT6A	
KRT71	1	KRT71	
KRT74	1	KRT74	
KRT72	1	KRT72	
FIZ1	1	FIZ1	
KRT40	1	KRT40	
BTNL8	1	BTNL8	
KRT81	1	KRT81	
KRT86	1	KRT86	
KRT83	1	KRT83	
RAVER2	1	RAVER2	
CTAGE1	1	CTAGE1	
NKPD1	1	NKPD1	
ACCSL	1	ACCSL	
CARM1	1	CARM1	
TCTN3	1	TCTN3	
TCTN1	1	TCTN1	
PECAM1	1	PECAM1	
NECTIN4	1	NECTIN4	
NECTIN2	1	NECTIN2	
NECTIN1	1	NECTIN1	
BLZF1	1	BLZF1	
LRP11	1	LRP11	
HHLA1	1	HHLA1	
ZBTB12	1	ZBTB12	
LRRN3	1	LRRN3	
LRRN2	1	LRRN2	
LRRN4	1	LRRN4	
LRRN1	1	LRRN1	
GPC3	1	GPC3	
GPC4	1	GPC4	
KIRREL3	1	KIRREL3	
KIRREL1	1	KIRREL1	
KIRREL2	1	KIRREL2	
RPN2	1	RPN2	
RPN1	1	RPN1	
DGKE	1	DGKE	
CDH9	1	CDH9	
CDH8	1	CDH8	
CDH7	1	CDH7	
CDH6	1	CDH6	
CDH5	1	CDH5	
GDF10	1	GDF10	
IL18RAP	1	IL18RAP	
WASHC1	1	WASHC1	
APLP2	1	APLP2	
KLF11	1	KLF11	
ANTKMT	1	ANTKMT	
HIKESHI	1	HIKESHI	
KRTAP4-7	1	KRTAP4-7	
THRSP	1	THRSP	
PSMB6	1	PSMB6	
PSMB5	1	PSMB5	
PRSS21	1	PRSS21	
TMED3	1	TMED3	
EFNA3	1	EFNA3	
ATP4B	1	ATP4B	
TNFSF8	1	TNFSF8	
METTL7B	1	METTL7B	
HIBADH	1	HIBADH	
SPP2	1	SPP2	
GPN2	1	GPN2	
CLEC2L	1	CLEC2L	
FOLR2	1	FOLR2	
AVP	1	AVP	
UQCR10	1	UQCR10	
WFDC10B	1	WFDC10B	
SEC61G	1	SEC61G	
COX14	1	COX14	
DEFB131A	1	DEFB131A	
NDUFB1	1	NDUFB1	
CD52	1	CD52	
ADAM30	1	ADAM30	
PIAS2	1	PIAS2	
ZBTB2	1	ZBTB2	
C8B	1	C8B	
C8A	1	C8A	
BBS4	1	BBS4	
ADAM18	1	ADAM18	
ZIC2	1	ZIC2	
ALCAM	1	ALCAM	
UBOX5	1	UBOX5	
VPS52	1	VPS52	
SUSD1	1	SUSD1	
BAIAP2	1	BAIAP2	
PCSK7	1	PCSK7	
PAMR1	1	PAMR1	
ENG	1	ENG	
SPEM2	1	SPEM2	
SMARCD2	1	SMARCD2	
FAM20C	1	FAM20C	
ANGEL1	1	ANGEL1	
RNF207	1	RNF207	
DLL4	1	DLL4	
MFN2	1	MFN2	
TTC30B	1	TTC30B	
IFFO1	1	IFFO1	
NFIL3	1	NFIL3	
CFHR4	1	CFHR4	
SYT9	1	SYT9	
RMDN3	1	RMDN3	
C10orf67	1	C10orf67	
GRN	1	GRN	
CHPF2	1	CHPF2	
HGS	1	HGS	
LETM2	1	LETM2	
VSIG10L2	1	VSIG10L2	
PHF19	1	PHF19	
FCRL3	1	FCRL3	
GYG2	1	GYG2	
GTF2E1	1	GTF2E1	
SEMA4F	1	SEMA4F	
ESS2	1	ESS2	
ESR1	1	ESR1	
AGPS	1	AGPS	
PASD1	1	PASD1	
E2F1	1	E2F1	
IKZF3	1	IKZF3	
ETV1	1	ETV1	
ETV5	1	ETV5	
DRC1	1	DRC1	
DRC3	1	DRC3	
LMLN2	1	LMLN2	
MEP1B	1	MEP1B	
VEZT	1	VEZT	
RUBCNL	1	RUBCNL	
COP1	1	COP1	
LY9	1	LY9	
C7orf31	1	C7orf31	
GLIS2	1	GLIS2	
GNPAT	1	GNPAT	
NPNT	1	NPNT	
RAB3IP	1	RAB3IP	
ASAH2	1	ASAH2	
CNGA1	1	CNGA1	
PATL1	1	PATL1	
PATL2	1	PATL2	
CR1L	1	CR1L	
DTX2	1	DTX2	
RNF217	1	RNF217	
IL31RA	1	IL31RA	
RNF220	1	RNF220	
SIGLEC8	1	SIGLEC8	
TMPRSS13	1	TMPRSS13	
MUC13	1	MUC13	
ARNTL2	1	ARNTL2	
RIBC2	1	RIBC2	
FGFRL1	1	FGFRL1	
CCDC50	1	CCDC50	
CTAGE15	1	CTAGE15	
LMLN	1	LMLN	
FAM161A	1	FAM161A	
WFIKKN2	1	WFIKKN2	
HAP1	1	HAP1	
PTPRE	1	PTPRE	
NTN4	1	NTN4	
PTPRR	1	PTPRR	
SUPT7L	1	SUPT7L	
GALNT3	1	GALNT3	
WSCD1	1	WSCD1	
NEURL1	1	NEURL1	
TFRC	1	TFRC	
ZNF35	1	ZNF35	
LRCH1	1	LRCH1	
ITGBL1	1	ITGBL1	
MICU1	1	MICU1	
MSANTD2	1	MSANTD2	
PRDM13	1	PRDM13	
ANGPTL2	1	ANGPTL2	
GAS8	1	GAS8	
ABLIM3	1	ABLIM3	
NRXN3	1	NRXN3	
PPP1R16B	1	PPP1R16B	
LRP3	1	LRP3	
BAIAP2L2	1	BAIAP2L2	
ZBED1	1	ZBED1	
GARS1	1	GARS1	
BBS10	1	BBS10	
BBS12	1	BBS12	
LILRB1	1	LILRB1	
LILRB3	1	LILRB3	
STAM2	1	STAM2	
DNAJC14	1	DNAJC14	
NETO1	1	NETO1	
EPB41L5	1	EPB41L5	
SYT14	1	SYT14	
SYT10	1	SYT10	
MGAT5	1	MGAT5	
PCDHB15	1	PCDHB15	
PCDHB16	1	PCDHB16	
VCAM1	1	VCAM1	
MAN1C1	1	MAN1C1	
TLE2	1	TLE2	
HIC1	1	HIC1	
LRFN5	1	LRFN5	
FOXD4L1	1	FOXD4L1	
KRT8	1	KRT8	
SIK1	1	SIK1	
TLR6	1	TLR6	
MIGA1	1	MIGA1	
GGA2	1	GGA2	
PNMA6F	1	PNMA6F	
QSOX2	1	QSOX2	
PLEKHA8	1	PLEKHA8	
LINS1	1	LINS1	
ANTXR1	1	ANTXR1	
EBF3	1	EBF3	
ANTXRL	1	ANTXRL	
SHCBP1	1	SHCBP1	
SPINT1	1	SPINT1	
NCAPH2	1	NCAPH2	
PBX1	1	PBX1	
PWWP3B	1	PWWP3B	
TRIM67	1	TRIM67	
TRIM55	1	TRIM55	
TRIM42	1	TRIM42	
TRIM32	1	TRIM32	
TRIM23	1	TRIM23	
TOX4	1	TOX4	
GPAT2	1	GPAT2	
CSGALNACT1	1	CSGALNACT1	
TPX2	1	TPX2	
IQCG	1	IQCG	
SASS6	1	SASS6	
SIK1B	1	SIK1B	
ZNF639	1	ZNF639	
SRGAP2B	1	SRGAP2B	
SNX2	1	SNX2	
ARMH4	1	ARMH4	
ZNF526	1	ZNF526	
KRT20	1	KRT20	
KRT26	1	KRT26	
KRT25	1	KRT25	
KRT39	1	KRT39	
KRT6B	1	KRT6B	
KRT79	1	KRT79	
KRT78	1	KRT78	
KRT77	1	KRT77	
KRT75	1	KRT75	
KRT80	1	KRT80	
SPG7	1	SPG7	
CTAGE4	1	CTAGE4	
CTAGE9	1	CTAGE9	
CTAGE8	1	CTAGE8	
CTAGE6	1	CTAGE6	
HPS4	1	HPS4	
ITGB5	1	ITGB5	
ITGB8	1	ITGB8	
EGR4	1	EGR4	
RSPH3	1	RSPH3	
ZNF365	1	ZNF365	
GRAMD1C	1	GRAMD1C	
HGFAC	1	HGFAC	
CEACAM20	1	CEACAM20	
FAM83D	1	FAM83D	
MSLNL	1	MSLNL	
PIGR	1	PIGR	
ZBTB39	1	ZBTB39	
ZBTB16	1	ZBTB16	
HSF1	1	HSF1	
GPC5	1	GPC5	
GPC6	1	GPC6	
CD93	1	CD93	
SAXO1	1	SAXO1	
MGAT5B	1	MGAT5B	
APP	1	APP	
STAM	1	STAM	
KLF10	1	KLF10	
TGFBR2	1	TGFBR2	
PRDX5	1	PRDX5	
GATC	1	GATC	
C1orf189	1	C1orf189	
SYCN	1	SYCN	
PLA2G2E	1	PLA2G2E	
PLA2G2C	1	PLA2G2C	
CYSTM1	1	CYSTM1	
PATE1	1	PATE1	
SMIM14	1	SMIM14	
GNRH1	1	GNRH1	
KRBOX1	1	KRBOX1	
UTS2B	1	UTS2B	
KRTAP13-4	1	KRTAP13-4	
MRPS14	1	MRPS14	
ATXN7L3B	1	ATXN7L3B	
CNPY1	1	CNPY1	
TRBV13	1	TRBV13	
PF4V1	1	PF4V1	
IL2RG	1	IL2RG	
PHOX2B	1	PHOX2B	
PHOX2A	1	PHOX2A	
FCRLA	1	FCRLA	
BACE2	1	BACE2	
UGT2B15	1	UGT2B15	
UGT2B17	1	UGT2B17	
UGT2B28	1	UGT2B28	
KRTAP10-4	1	KRTAP10-4	
PRSS16	1	PRSS16	
CYP26C1	1	CYP26C1	
ZPLD1	1	ZPLD1	
ARSL	1	ARSL	
EFNB2	1	EFNB2	
HOXA9	1	HOXA9	
UGT1A5	1	UGT1A5	
UGT1A3	1	UGT1A3	
UGT1A9	1	UGT1A9	
PIAS3	1	PIAS3	
SPDL1	1	SPDL1	
RNF43	1	RNF43	
MTMR14	1	MTMR14	
LEF1	1	LEF1	
LRRC27	1	LRRC27	
TRIM9	1	TRIM9	
MEP1A	1	MEP1A	
GLIS1	1	GLIS1	
EGFL6	1	EGFL6	
SCARA3	1	SCARA3	
ATAD3A	1	ATAD3A	
LRRIQ3	1	LRRIQ3	
MIER3	1	MIER3	
SEL1L2	1	SEL1L2	
TESK2	1	TESK2	
JPH1	1	JPH1	
IQCD	1	IQCD	
ZNF622	1	ZNF622	
MARVELD3	1	MARVELD3	
KRT24	1	KRT24	
KRT76	1	KRT76	
RAVER1	1	RAVER1	
OLFML2B	1	OLFML2B	
HSF2	1	HSF2	
NUP58	1	NUP58	
UQCRB	1	UQCRB	
LIN52	1	LIN52	
ORAI1	1	ORAI1	
RASL10B	1	RASL10B	
TNFRSF9	1	TNFRSF9	
BOK	1	BOK	
C1D	1	C1D	
RNF144A	1	RNF144A	
RNF144B	1	RNF144B	
PEX16	1	PEX16	
ATP6AP2	1	ATP6AP2	
APOOL	1	APOOL	
PAIP2	1	PAIP2	
XCL2	1	XCL2	
XCL1	1	XCL1	
TWSG1	1	TWSG1	
CGB3	1	CGB3	
CGB2	1	CGB2	
DNASE1	1	DNASE1	
F3	1	F3	
BDNF	1	BDNF	
ST6GALNAC2	1	ST6GALNAC2	
ST6GALNAC3	1	ST6GALNAC3	
MYDGF	1	MYDGF	
IMMP2L	1	IMMP2L	
C11orf1	1	C11orf1	
DKK1	1	DKK1	
OOSP4A	1	OOSP4A	
RNF148	1	RNF148	
ABHD3	1	ABHD3	
ELSPBP1	1	ELSPBP1	
WBP2	1	WBP2	
PINLYP	1	PINLYP	
B3GNT4	1	B3GNT4	
PAM16	1	PAM16	
GLTPD2	1	GLTPD2	
RGS9BP	1	RGS9BP	
FAM187B	1	FAM187B	
F11R	1	F11R	
LDOC1	1	LDOC1	
CDCA4	1	CDCA4	
OLR1	1	OLR1	
ACP4	1	ACP4	
EIF3F	1	EIF3F	
ATP6V1E2	1	ATP6V1E2	
PPIC	1	PPIC	
GH2	1	GH2	
GIP	1	GIP	
TOLLIP	1	TOLLIP	
TIMP2	1	TIMP2	
APOLD1	1	APOLD1	
KRTAP9-7	1	KRTAP9-7	
KRTAP9-3	1	KRTAP9-3	
ATP5PF	1	ATP5PF	
HFE	1	HFE	
TMPRSS11B	1	TMPRSS11B	
LRRC3B	1	LRRC3B	
FCGR1B	1	FCGR1B	
FCGR2B	1	FCGR2B	
IFI30	1	IFI30	
PRG3	1	PRG3	
ID3	1	ID3	
STX10	1	STX10	
FUT2	1	FUT2	
CNPPD1	1	CNPPD1	
CLPP	1	CLPP	
NUDT16L1	1	NUDT16L1	
IGFBP1	1	IGFBP1	
GBGT1	1	GBGT1	
SIGLEC15	1	SIGLEC15	
LY6G5B	1	LY6G5B	
LYPD8	1	LYPD8	
HLA-DRB3	1	HLA-DRB3	
HLA-DRB1	1	HLA-DRB1	
IFNA14	1	IFNA14	
IFNA10	1	IFNA10	
KRTAP4-4	1	KRTAP4-4	
FAM3B	1	FAM3B	
NIPSNAP3A	1	NIPSNAP3A	
BLOC1S4	1	BLOC1S4	
HLA-DQB2	1	HLA-DQB2	
HLA-DQB1	1	HLA-DQB1	
PLA2G12A	1	PLA2G12A	
COMT	1	COMT	
ATP1B2	1	ATP1B2	
LIPA	1	LIPA	
PGRMC2	1	PGRMC2	
MR1	1	MR1	
UQCRFS1	1	UQCRFS1	
KRTAP10-9	1	KRTAP10-9	
NCEH1	1	NCEH1	
RNF224	1	RNF224	
TREML4	1	TREML4	
TPSAB1	1	TPSAB1	
WNT7B	1	WNT7B	
SPACA5	1	SPACA5	
C1orf50	1	C1orf50	
DCAKD	1	DCAKD	
EPCAM	1	EPCAM	
DHRS9	1	DHRS9	
LAMP5	1	LAMP5	
KRTAP10-10	1	KRTAP10-10	
TDGF1	1	TDGF1	
IFNA5	1	IFNA5	
IFNA1	1	IFNA1	
PTH	1	PTH	
CST1	1	CST1	
FAM162A	1	FAM162A	
LMO1	1	LMO1	
WNT5A	1	WNT5A	
LMO2	1	LMO2	
CABP7	1	CABP7	
PFDN1	1	PFDN1	
TMEM89	1	TMEM89	
MRPL52	1	MRPL52	
PSMB3	1	PSMB3	
SAT1	1	SAT1	
DYDC1	1	DYDC1	
AADACL4	1	AADACL4	
CTSH	1	CTSH	
SCN4B	1	SCN4B	
CTDNEP1	1	CTDNEP1	
RS1	1	RS1	
VSIG2	1	VSIG2	
MYOZ3	1	MYOZ3	
IZUMO1R	1	IZUMO1R	
KRTAP13-2	1	KRTAP13-2	
KRTAP13-3	1	KRTAP13-3	
PRSS58	1	PRSS58	
SCG5	1	SCG5	
PCSK1N	1	PCSK1N	
PGLYRP3	1	PGLYRP3	
SCOC	1	SCOC	
PGLYRP1	1	PGLYRP1	
SFXN1	1	SFXN1	
APOO	1	APOO	
APOM	1	APOM	
SDF2	1	SDF2	
HSD3B7	1	HSD3B7	
ANGPTL7	1	ANGPTL7	
TNF	1	TNF	
COPS6	1	COPS6	
MPIG6B	1	MPIG6B	
EDDM13	1	EDDM13	
WBP2NL	1	WBP2NL	
UXT	1	UXT	
BCAP29	1	BCAP29	
PEX11B	1	PEX11B	
ART4	1	ART4	
ART1	1	ART1	
C9orf116	1	C9orf116	
GLRX2	1	GLRX2	
ASB5	1	ASB5	
VIP	1	VIP	
RNASE10	1	RNASE10	
ANKRD46	1	ANKRD46	
GDF3	1	GDF3	
ATP6V1D	1	ATP6V1D	
SMPD2	1	SMPD2	
MID1IP1	1	MID1IP1	
WFDC3	1	WFDC3	
TMEM263	1	TMEM263	
EMC10	1	EMC10	
SYNJ2BP	1	SYNJ2BP	
FAM216B	1	FAM216B	
TAFA5	1	TAFA5	
TAFA2	1	TAFA2	
IZUMO3	1	IZUMO3	
TPSB2	1	TPSB2	
SIT1	1	SIT1	
HCFC1R1	1	HCFC1R1	
TMEM30A	1	TMEM30A	
B3GALT4	1	B3GALT4	
TMX1	1	TMX1	
ATOH7	1	ATOH7	
TOR1B	1	TOR1B	
TNMD	1	TNMD	
EBI3	1	EBI3	
CIDEA	1	CIDEA	
CRISP1	1	CRISP1	
MOSPD3	1	MOSPD3	
TEX19	1	TEX19	
PLSCR5	1	PLSCR5	
LY96	1	LY96	
TRIM74	1	TRIM74	
USE1	1	USE1	
DYNAP	1	DYNAP	
EVA1A	1	EVA1A	
PRSS2	1	PRSS2	
PLAC1	1	PLAC1	
BRICD5	1	BRICD5	
PDCD1LG2	1	PDCD1LG2	
TSACC	1	TSACC	
C2orf66	1	C2orf66	
FNDC5	1	FNDC5	
CCDC115	1	CCDC115	
CCDC163	1	CCDC163	
PEX7	1	PEX7	
KIR2DS4	1	KIR2DS4	
RLN1	1	RLN1	
GM2A	1	GM2A	
INSL3	1	INSL3	
INSL5	1	INSL5	
SYNDIG1	1	SYNDIG1	
PRELID3B	1	PRELID3B	
REG3G	1	REG3G	
RNF5	1	RNF5	
C1QTNF8	1	C1QTNF8	
C1QTNF6	1	C1QTNF6	
COQ10A	1	COQ10A	
HAUS2	1	HAUS2	
CELA3A	1	CELA3A	
LRRC3	1	LRRC3	
TMEM106B	1	TMEM106B	
CLECL1	1	CLECL1	
NDUFB6	1	NDUFB6	
NDUFA7	1	NDUFA7	
NCR1	1	NCR1	
CD58	1	CD58	
CD70	1	CD70	
IL17C	1	IL17C	
IL17B	1	IL17B	
OSCAR	1	OSCAR	
TARM1	1	TARM1	
CELA2A	1	CELA2A	
CELA2B	1	CELA2B	
CLEC4A	1	CLEC4A	
GPX8	1	GPX8	
CLEC2B	1	CLEC2B	
TIMM9	1	TIMM9	
TRGV8	1	TRGV8	
AP2S1	1	AP2S1	
FUOM	1	FUOM	
TRAV23DV6	1	TRAV23DV6	
CXCL3	1	CXCL3	
THSD8	1	THSD8	
DEFB115	1	DEFB115	
RIIAD1	1	RIIAD1	
COX7C	1	COX7C	
DEFB131B	1	DEFB131B	
VPS37B	1	VPS37B	
TMPRSS5	1	TMPRSS5	
SYCP3	1	SYCP3	
CADM3	1	CADM3	
UGT1A10	1	UGT1A10	
GXYLT1	1	GXYLT1	
MRS2	1	MRS2	
CMTM2	1	CMTM2	
SSR1	1	SSR1	
SLURP2	1	SLURP2	
MICOS10	1	MICOS10	
GNG14	1	GNG14	
ATP5MG	1	ATP5MG	
SCGB1D1	1	SCGB1D1	
SMIM20	1	SMIM20	
CCL18	1	CCL18	
SERP2	1	SERP2	
SERP1	1	SERP1	
COX7A1	1	COX7A1	
DEFB123	1	DEFB123	
DEFB135	1	DEFB135	
SCRG1	1	SCRG1	
MZT1	1	MZT1	
SPINT3	1	SPINT3	
CCL5	1	CCL5	
CCL3	1	CCL3	
DEFB105A	1	DEFB105A	
TRBV6-4	1	TRBV6-4	
DES	1	DES	
NEDD1	1	NEDD1	
SIRPA	1	SIRPA	
FSD2	1	FSD2	
CFHR5	1	CFHR5	
RALGPS1	1	RALGPS1	
USH1G	1	USH1G	
GASK1B	1	GASK1B	
RAD52	1	RAD52	
NAP1L2	1	NAP1L2	
SPAG16	1	SPAG16	
PRDM8	1	PRDM8	
HS6ST2	1	HS6ST2	
ENTHD1	1	ENTHD1	
LRRFIP2	1	LRRFIP2	
PATZ1	1	PATZ1	
DTX1	1	DTX1	
EXOC3L1	1	EXOC3L1	
GOLGA8G	1	GOLGA8F	
CCDC17	1	CCDC17	
CCDC47	1	CCDC47	
NOS1AP	1	NOS1AP	
NR2C1	1	NR2C1	
ATAD3B	1	ATAD3B	
GALNT7	1	GALNT7	
PSPC1	1	PSPC1	
MTA1	1	MTA1	
GAS6	1	GAS6	
COQ8A	1	COQ8A	
BRINP3	1	BRINP3	
DNAJC16	1	DNAJC16	
PIP5K1A	1	PIP5K1A	
VRTN	1	VRTN	
TLR2	1	TLR2	
RASSF9	1	RASSF9	
PAX8	1	PAX8	
ADAM7	1	ADAM7	
EBF2	1	EBF2	
IL17RC	1	IL17RC	
TP73	1	TP73	
CDY2A	1	CDY2A	
EOMES	1	EOMES	
RIOK3	1	RIOK3	
STIM2	1	STIM2	
ZNF503	1	ZNF503	
ZNF460	1	ZNF460	
ITGB6	1	ITGB6	
IRAK1	1	IRAK1	
GRAMD1B	1	GRAMD1B	
GRAMD1A	1	GRAMD1A	
ZBTB7C	1	ZBTB7C	
DONSON	1	DONSON	
HSF4	1	HSF4	
GPC2	1	GPC2	
GPD2	1	GPD2	
TRAF7	1	TRAF7	
DZANK1	1	DZANK1	
CDY1	1	CDY1	
NEU1	1	NEU1	
MOCS2	1	MOCS2	
OIP5	1	OIP5	
ATRAID	1	ATRAID	
HYAL4	1	HYAL4	
MEST	1	MEST	
RNF208	1	RNF208	
PON3	1	PON3	
IGFBPL1	1	IGFBPL1	
GFRA4	1	GFRA4	
IYD	1	IYD	
LMAN2L	1	LMAN2L	
HLA-DRB5	1	HLA-DRB5	
JAM2	1	JAM2	
IFNA17	1	IFNA17	
KHDC1	1	KHDC1	
DECR2	1	DECR2	
LIPN	1	LIPN	
KRTAP10-8	1	KRTAP10-8	
PRDX3	1	PRDX3	
NDP	1	NDP	
LRTOMT	1	LRTOMT	
IFNA4	1	IFNA4	
MRPL16	1	MRPL16	
MRPL24	1	MRPL24	
MRPL54	1	MRPL54	
PSMB7	1	PSMB7	
PSMB4	1	PSMB4	
SAT2	1	SAT2	
ASF1B	1	ASF1B	
MAIP1	1	MAIP1	
FATE1	1	FATE1	
COMTD1	1	COMTD1	
TNFSF12	1	TNFSF12	
OLFML1	1	OLFML1	
BAMBI	1	BAMBI	
TMEM199	1	TMEM199	
CGRRF1	1	CGRRF1	
DNAJC30	1	DNAJC30	
M6PR	1	M6PR	
MZB1	1	MZB1	
TOR1A	1	TOR1A	
LYG2	1	LYG2	
PRSS8	1	PRSS8	
JMJD8	1	JMJD8	
REG3A	1	REG3A	
LDLRAD2	1	LDLRAD2	
COLCA2	1	COLCA2	
ATPSCKMT	1	ATPSCKMT	
PIFO	1	PIFO	
ST8SIA5	1	ST8SIA5	
SLAMF1	1	SLAMF1	
ST8SIA1	1	ST8SIA1	
CD48	1	CD48	
DCTN3	1	DCTN3	
RPSA	1	RPSA	
CLEC4G	1	CLEC4G	
GPX7	1	GPX7	
SMIM38	1	SMIM38	
TOMM7	1	TOMM7	
TOMM5	1	TOMM5	
SPINK6	1	SPINK6	
MSMB	1	MSMB	
TRBV11-1	1	TRBV11-1	
IGKV1D-8	1	IGKV1D-8	
DEFB113	1	DEFB113	
PET100	1	PET100	
CCL16	1	CCL16	
FAM72C	1	FAM72C	
IL9	1	IL9	
KRTAP4-2	1	KRTAP4-2	
VHLL	1	VHLL	
LMO3	1	LMO3	
TTR	1	TTR	
MED31	1	MED31	
ATP5MD	1	ATP5MD	
UQCR11	1	UQCR11	
DEFB1	1	DEFB1	
SMIM27	1	SMIM27	
SMIM39	1	SMIM39	
CTXND2	1	CTXND2	
TRDV3	1	TRDV3	
TRBV24-1	1	TRBV24-1	
RPP14	1	RPP14	
IGHV4-59	1	IGHV4-59	
IGHV4-31	1	IGHV4-30-2	
RETNLB	1	RETNLB	
IGLV3-27	1	IGLV3-27	
IGHV3-11	1	IGHV3-11	
IGHV3-48	1	IGHV3-48	
TRBV5-5	1	TRBV5-5	
TRBV5-6	1	TRBV5-6	
CXCL11	1	CXCL11	
CXCL12	1	CXCL12	
IGHV5-10-1	1	IGHV5-10-1	
NREP	1	NREP	
TFF1	1	TFF1	
TRAV8-6	1	TRAV8-6	
TRAV13-2	1	TRAV13-2	
AC233755.1	1	IGHV4-38-2	
IGKV1D-43	1	IGKV1D-43	
ATP5ME	1	ATP5ME	
TRBV6-5	1	TRBV6-5	
DEFB121	1	DEFB121	
TRAV8-4	1	TRAV8-4	
IGHV7-81	1	IGHV7-81	
DEFB104A	1	DEFB104A	
TRBV12-3	1	TRBV12-3	
TRBV10-2	1	TRBV10-2	
IGLV3-16	1	IGLV3-16	
TRBV5-3	1	TRBV5-3	
IGLV7-46	1	IGLV7-46	
TRAV3	1	TRAV3	
KRTAP8-1	1	KRTAP8-1	
KRTAP6-2	1	KRTAP6-2	
KRTAP6-1	1	KRTAP6-1	
IGIP	1	IGIP	
STRIT1	1	STRIT1	
DEFB4A	1	DEFB4A	
DEFB134	1	DEFB134	
KRTAP19-4	1	KRTAP19-4	
KRTAP19-7	1	KRTAP19-7	
IGLV2-33	1	IGLV2-33	
IGHV4-61	1	IGHV4-61	
IGKV1-8	1	IGKV1-8	
TRBV3-1	1	TRBV3-1	
TRAV38-2DV8	1	TRAV38-2DV8	
SCGB1C1	1	SCGB1C1	
CCL11	1	CCL11	
CCL19	1	CCL19	
BRK1	1	BRK1	
IGLV7-43	1	IGLV7-43	
TRAV8-3	1	TRAV8-3	
PROK1	1	PROK1	
TRAV29DV5	1	TRAV29DV5	
IGHV7-4-1	1	IGHV7-4-1	
COX7B	1	COX7B	
TRBV9	1	TRBV9	
HILPDA	1	HILPDA	
KRTAP12-1	1	KRTAP12-1	
SPINK1	1	SPINK1	
GNG8	1	GNG8	
SMIM11A	1	SMIM11A	
FBXO15	1	FBXO15	
LRTM2	1	LRTM2	
BTD	1	BTD	
CETP	1	CETP	
APOL1	1	APOL1	
CEBPE	1	CEBPE	
IL1R2	1	IL1R2	
CLEC18B	1	CLEC18B	
FH	1	FH	
ENTPD2	1	ENTPD2	
TIMD4	1	TIMD4	
