NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
SMIM6	1	SMIM6	
OR2AG2	1	OR2AG2	
TMEM256	1	TMEM256	
OR52E4	1	OR52E4	
OR7C1	1	OR7C1	
OR10A7	1	OR10A7	
OR4F5	1	OR4F5	
OR11H12	1	OR11H12	
GPR3	1	GPR3	
CLDN5	1	CLDN5	
TMEM159	1	TMEM159	
OR52E8	1	OR52E8	
OR2M5	1	OR2M5	
OR2A4	1	OR2A4	
MTRNR2L7	1	MTRNR2L7	
OR51A7	1	OR51A7	
OR5H15	1	OR5H15	
OR2A2	1	OR2A2	
OR2L3	1	OR2L3	
OR6N1	1	OR6N1	
OR4C12	1	OR4C12	
OR8J3	1	OR8J3	
OR10K1	1	OR10K1	
OR13A1	1	OR13A1	
ORMDL2	1	ORMDL2	
OR5B3	1	OR5B3	
OR52I1	1	OR52I1	
OR1A2	1	OR1A2	
OR11L1	1	OR11L1	
TAS2R20	1	TAS2R20	
CLDN25	1	CLDN25	
PIGW	1	PIGW	
TMEM14C	1	TMEM14C	
NKG7	1	NKG7	
OR2AK2	1	OR2AK2	
SLC38A6	1	SLC38A6	
TSPAN4	1	TSPAN4	
DOLPP1	1	DOLPP1	
OR10A2	1	OR10A2	
TMEM229B	1	TMEM229B	
SLC50A1	1	SLC50A1	
MMD2	1	MMD2	
OR7A5	1	OR7A5	
TAAR8	1	TAAR8	
OR10W1	1	OR10W1	
CKLF	1	CKLF	
MRGPRX1	1	MRGPRX1	
OR51A4	1	OR51A4	
OR7D2	1	OR7D2	
OR51L1	1	OR51L1	
OR10V1	1	OR10V1	
OR2T27	1	OR2T27	
TAAR1	1	TAAR1	
OR10C1	1	OR10C1	
CLDN6	1	CLDN6	
OR2Z1	1	OR2Z1	
TMEM241	1	TMEM241	
CD53	1	CD53	
UNC50	1	UNC50	
CLDND2	1	CLDND2	
OR2F1	1	OR2F1	
TAS2R30	1	TAS2R30	
PLP2	1	PLP2	
OR51G1	1	OR51G1	
OR9G1	1	OR9G1	
GYPB	1	GYPB	
OR52E2	1	OR52E2	
OR5B17	1	OR5B17	
OR13C8	1	OR13C8	
OR11H6	1	OR11H6	
OR12D2	1	OR12D2	
OR2T4	1	OR2T4	
XCR1	1	XCR1	
OR7E24	1	OR7E24	
OR2V1	1	OR2V1	
SLC35B1	1	SLC35B1	
SMIM10	1	SMIM10	
OR6P1	1	OR6P1	
OR2V2	1	OR2V2	
SLC52A3	1	SLC52A3	
OR1C1	1	OR1C1	
PGAP2	1	PGAP2	
OR4F4	1	OR4F4	
OR6T1	1	OR6T1	
TMEM187	1	TMEM187	
OR5D18	1	OR5D18	
LHFPL6	1	LHFPL6	
MC1R	1	MC1R	
XKR8	1	XKR8	
OR4F17	1	OR4F17	
MFSD1	1	MFSD1	
OR11H2	1	OR11H2	
OR6K2	1	OR6K2	
G6PC3	1	G6PC3	
ADIG	1	ADIG	
JKAMP	1	JKAMP	
OR4F21	1	OR4F21	
CLDN24	1	CLDN24	
LYNX1	1	LYNX1	
LAPTM4A	1	LAPTM4A	
TAS2R43	1	TAS2R43	
OR10X1	1	OR10X1	
OR5AN1	1	OR5AN1	
OR5H6	1	OR5H6	
OR2Y1	1	OR2Y1	
OR2A14	1	OR2A14	
RHCE	1	RHCE	
OR10A5	1	OR10A5	
OR4M2	1	OR4M2	
TSPO2	1	TSPO2	
OR2T6	1	OR2T6	
OR10J5	1	OR10J5	
OR11H1	1	OR11H1	
SMIM7	1	SMIM7	
OR6F1	1	OR6F1	
OR2A5	1	OR2A5	
IFI27L1	1	IFI27L1	
TSPAN31	1	TSPAN31	
OR51T1	1	OR51T1	
OR4D2	1	OR4D2	
OR5V1	1	OR5V1	
CLDN7	1	CLDN7	
OR51E2	1	OR51E2	
MC3R	1	MC3R	
OR4M1	1	OR4M1	
OR8H2	1	OR8H2	
TMEM211	1	TMEM211	
OR2T1	1	OR2T1	
OR52N2	1	OR52N2	
TMEM50A	1	TMEM50A	
OR5AR1	1	OR5AR1	
SLC35D2	1	SLC35D2	
SLC7A7	1	SLC7A7	
OR6C70	1	OR6C70	
OR10Z1	1	OR10Z1	
OR8U9	1	OR8U9	
ZDHHC22	1	ZDHHC22	
OR2M7	1	OR2M7	
OR4S2	1	OR4S2	
OR51G2	1	OR51G2	
OR6C65	1	OR6C65	
SLC7A13	1	SLC7A13	
OR4A47	1	OR4A47	
OR52N1	1	OR52N1	
OR2K2	1	OR2K2	
OR5D16	1	OR5D16	
OR6V1	1	OR6V1	
ACER1	1	ACER1	
OR5M1	1	OR5M1	
OR6C2	1	OR6C2	
CLDN12	1	CLDN12	
TMEM254	1	TMEM254	
OR8A1	1	OR8A1	
NKAIN2	1	NKAIN2	
OR1L6	1	OR1L6	
TM6SF1	1	TM6SF1	
OR13J1	1	OR13J1	
MAL2	1	MAL2	
ALG8	1	ALG8	
PXMP2	1	PXMP2	
OR10G4	1	OR10G4	
SLC35A3	1	SLC35A3	
OR56A5	1	OR56A5	
SLC35A1	1	SLC35A1	
OR2AE1	1	OR2AE1	
TMEM45A	1	TMEM45A	
SLC46A3	1	SLC46A3	
TM4SF1	1	TM4SF1	
OR2M4	1	OR2M4	
MOSMO	1	MOSMO	
SMIM40	1	SMIM40	
TMEM272	1	TMEM272	
ROMO1	1	ROMO1	
DERL1	1	DERL1	
F2RL2	1	F2RL2	
OR5M10	1	OR5M10	
PAQR3	1	PAQR3	
MT-ND2	1	MT-ND2	
TM4SF4	1	TM4SF4	
SDHD	1	SDHD	
OR2T10	1	OR2T10	
TLCD1	1	TLCD1	
OR9I1	1	OR9I1	
OR2C3	1	OR2C3	
OR6C6	1	OR6C6	
OR7G2	1	OR7G2	
MFSD3	1	MFSD3	
AQP11	1	AQP11	
CLRN1	1	CLRN1	
OR2B3	1	OR2B3	
CH25H	1	CH25H	
GPR6	1	GPR6	
OR51F1	1	OR51F1	
FAM24B	1	FAM24B	
OR7D4	1	OR7D4	
OR14J1	1	OR14J1	
OR8B2	1	OR8B2	
OR52W1	1	OR52W1	
OR10T2	1	OR10T2	
OR1K1	1	OR1K1	
OR5I1	1	OR5I1	
OR52D1	1	OR52D1	
ALG6	1	ALG6	
NIPA1	1	NIPA1	
OR6C75	1	OR6C75	
CLDN15	1	CLDN15	
OR5H1	1	OR5H1	
TAS2R4	1	TAS2R4	
OR52R1	1	OR52R1	
CLRN2	1	CLRN2	
OR52E5	1	OR52E5	
HHAT	1	HHAT	
TSPAN13	1	TSPAN13	
OR2B6	1	OR2B6	
OR4C13	1	OR4C13	
MRGPRE	1	MRGPRE	
KRTAP22-1	1	KRTAP22-1	
MYADM	1	MYADM	
TAS2R39	1	TAS2R39	
CTXND1	1	CTXND1	
OR4B1	1	OR4B1	
TAS2R31	1	TAS2R31	
OR52I2	1	OR52I2	
OR5F1	1	OR5F1	
OR10AD1	1	OR10AD1	
OR56A1	1	OR56A1	
UPK1A	1	UPK1A	
MS4A13	1	MS4A13	
OR6C74	1	OR6C74	
LHFPL2	1	LHFPL2	
SMIM39	1	SMIM39	
TAS2R14	1	TAS2R14	
OR5K1	1	OR5K1	
CTXN2	1	CTXN2	
OR56A4	1	OR56A4	
OR6Y1	1	OR6Y1	
OR2G3	1	OR2G3	
DEFB134	1	DEFB134	
OR2G2	1	OR2G2	
OR51Q1	1	OR51Q1	
MIP	1	MIP	
TSPAN8	1	TSPAN8	
SLC17A2	1	SLC17A2	
OR5K4	1	OR5K4	
TAAR6	1	TAAR6	
OR2M3	1	OR2M3	
AQP8	1	AQP8	
TAS2R7	1	TAS2R7	
MYMK	1	MYMK	
GJB7	1	GJB7	
OR8G5	1	OR8G5	
ORMDL1	1	ORMDL1	
TMEM170A	1	TMEM170A	
G6PC	1	G6PC	
MC2R	1	MC2R	
KRTAP22-2	1	KRTAP22-2	
OR10G6	1	OR10G6	
TMEM114	1	TMEM114	
CLDN34	1	CLDN34	
SLC6A8	1	SLC6A8	
PEMT	1	PEMT	
OR1S2	1	OR1S2	
TMEM235	1	TMEM235	
CLDN9	1	CLDN9	
OR1D2	1	OR1D2	
OR52N4	1	OR52N4	
OR5K2	1	OR5K2	
OR1D5	1	OR1D5	
TMEM179	1	TMEM179	
PAQR7	1	PAQR7	
ADORA2B	1	ADORA2B	
OR7A17	1	OR7A17	
CYB561	1	CYB561	
DOLK	1	DOLK	
OR1M1	1	OR1M1	
OR4C11	1	OR4C11	
OR1G1	1	OR1G1	
OR1J1	1	OR1J1	
TAS2R38	1	TAS2R38	
TMEM243	1	TMEM243	
UQCR11	1	UQCR11	
OR4E2	1	OR4E2	
OR2F2	1	OR2F2	
OR56B4	1	OR56B4	
RCE1	1	RCE1	
CLDN1	1	CLDN1	
ORMDL3	1	ORMDL3	
OR2T11	1	OR2T11	
SLC35A4	1	SLC35A4	
DERL2	1	DERL2	
OR51B5	1	OR51B5	
OR2B11	1	OR2B11	
OR7C2	1	OR7C2	
MC4R	1	MC4R	
OR1N2	1	OR1N2	
OR4Q2	1	OR4Q2	
OR4S1	1	OR4S1	
OR5AK2	1	OR5AK2	
OR2A25	1	OR2A25	
OR2T7	1	OR2T7	
VKORC1	1	VKORC1	
MRGPRX3	1	MRGPRX3	
TLCD5	1	TLCD5	
SLC14A1	1	SLC14A1	
SLC35B4	1	SLC35B4	
SLC7A5	1	SLC7A5	
OR10G7	1	OR10G7	
GPR12	1	GPR12	
OR4A15	1	OR4A15	
TSPAN18	1	TSPAN18	
OR5L1	1	OR5L1	
OR6C1	1	OR6C1	
PAQR5	1	PAQR5	
SLC17A1	1	SLC17A1	
OR1S1	1	OR1S1	
ELOVL3	1	ELOVL3	
OR6A2	1	OR6A2	
MRGPRF	1	MRGPRF	
TMEM225B	1	TMEM225B	
OR2AP1	1	OR2AP1	
ZDHHC4	1	ZDHHC4	
SLC5A10	1	SLC5A10	
CXCR6	1	CXCR6	
OR6M1	1	OR6M1	
STUM	1	STUM	
OR51B6	1	OR51B6	
OR5L2	1	OR5L2	
SLC36A3	1	SLC36A3	
OR8H1	1	OR8H1	
CLDN3	1	CLDN3	
SLC35F2	1	SLC35F2	
OR10D3	1	OR10D3	
CYBRD1	1	CYBRD1	
OR5T3	1	OR5T3	
TEDDM1	1	TEDDM1	
AQP5	1	AQP5	
TMEM101	1	TMEM101	
SLC5A7	1	SLC5A7	
ELOVL1	1	ELOVL1	
OR1L3	1	OR1L3	
SLC7A9	1	SLC7A9	
OR10J1	1	OR10J1	
OR5M11	1	OR5M11	
CLN8	1	CLN8	
TMEM150C	1	TMEM150C	
PTGES	1	PTGES	
MTNR1A	1	MTNR1A	
SLC35C2	1	SLC35C2	
OR51F2	1	OR51F2	
OR13C2	1	OR13C2	
IFITM1	1	IFITM1	
GPR1	1	GPR1	
SMIM36	1	SMIM36	
LHFPL5	1	LHFPL5	
OR5M9	1	OR5M9	
CLDN17	1	CLDN17	
OR2D3	1	OR2D3	
ZDHHC24	1	ZDHHC24	
MBOAT4	1	MBOAT4	
OR10G8	1	OR10G8	
SLC38A7	1	SLC38A7	
SMIM27	1	SMIM27	
ATP5MC2	1	ATP5MC2	
CHPT1	1	CHPT1	
TMBIM6	1	TMBIM6	
SDHC	1	SDHC	
ICMT	1	ICMT	
RPRML	1	RPRML	
OR5T2	1	OR5T2	
CACFD1	1	CACFD1	
AQP9	1	AQP9	
ALOX5AP	1	ALOX5AP	
OR10G9	1	OR10G9	
TSPAN33	1	TSPAN33	
ADORA1	1	ADORA1	
DEFB4A	1	DEFB4A	
OR10Q1	1	OR10Q1	
OR4D5	1	OR4D5	
OR9K2	1	OR9K2	
OR13C9	1	OR13C9	
RHBG	1	RHBG	
CTXN1	1	CTXN1	
SMIM32	1	SMIM32	
OR1A1	1	OR1A1	
PIGV	1	PIGV	
PAQR6	1	PAQR6	
PLP1	1	PLP1	
OR5K3	1	OR5K3	
OR4F3	1	OR4F3	
LHFPL1	1	LHFPL1	
OR5P3	1	OR5P3	
OR51S1	1	OR51S1	
TM6SF2	1	TM6SF2	
SLC10A1	1	SLC10A1	
NPBWR1	1	NPBWR1	
OR2C1	1	OR2C1	
OR5P2	1	OR5P2	
OR56A3	1	OR56A3	
OR5R1	1	OR5R1	
OR8D4	1	OR8D4	
FFAR1	1	FFAR1	
TMEM37	1	TMEM37	
ELOVL7	1	ELOVL7	
SERINC2	1	SERINC2	
OR9Q2	1	OR9Q2	
MRGPRX4	1	MRGPRX4	
OR2T8	1	OR2T8	
DEFB107A	1	DEFB107A	
CLDN2	1	CLDN2	
TMEM269	1	TMEM269	
ATP5MPL	1	ATP5MPL	
TMEM164	1	TMEM164	
AGTRAP	1	AGTRAP	
TAS2R40	1	TAS2R40	
PIGP	1	PIGP	
OR1J4	1	OR1J4	
ADTRP	1	ADTRP	
OR2S2	1	OR2S2	
ERG28	1	ERG28	
CTNS	1	CTNS	
OR56B1	1	OR56B1	
MPDU1	1	MPDU1	
ELOVL6	1	ELOVL6	
TSPO	1	TSPO	
DERL3	1	DERL3	
PORCN	1	PORCN	
SLC39A2	1	SLC39A2	
RHBDL2	1	RHBDL2	
CRLS1	1	CRLS1	
ACKR1	1	ACKR1	
HACD2	1	HACD2	
OR2AJ1	1	OR2AJ1	
STATH	1	STATH	
OR6C68	1	OR6C68	
TMEM19	1	TMEM19	
OR2D2	1	OR2D2	
SLC35F6	1	SLC35F6	
RHAG	1	RHAG	
SCAMP5	1	SCAMP5	
NRM	1	NRM	
TMEM64	1	TMEM64	
MS4A8	1	MS4A8	
AQP3	1	AQP3	
TLCD3B	1	TLCD3B	
TSPAN1	1	TSPAN1	
LAPTM5	1	LAPTM5	
FITM1	1	FITM1	
NDUFA1	1	NDUFA1	
DUOXA2	1	DUOXA2	
CTXND2	1	CTXND2	
OR8H3	1	OR8H3	
SLC37A4	1	SLC37A4	
DEGS2	1	DEGS2	
ATP5MC1	1	ATP5MC1	
CD81	1	CD81	
OR52B4	1	OR52B4	
PGAP3	1	PGAP3	
CCR4	1	CCR4	
GPR63	1	GPR63	
P2RY10	1	P2RY10	
SLC19A2	1	SLC19A2	
GPR35	1	GPR35	
SLC35G3	1	SLC35G3	
GPR119	1	GPR119	
DRAM2	1	DRAM2	
CD52	1	CD52	
RFT1	1	RFT1	
GPR174	1	GPR174	
MFSD12	1	MFSD12	
OR8D2	1	OR8D2	
TSPAN14	1	TSPAN14	
DEFA1	1	DEFA1	
SLC37A3	1	SLC37A3	
SLC15A5	1	SLC15A5	
KRTAP21-1	1	KRTAP21-1	
RHCG	1	RHCG	
OR13C5	1	OR13C5	
OR3A1	1	OR3A1	
MFSD5	1	MFSD5	
KRTAP21-2	1	KRTAP21-2	
SLC35G6	1	SLC35G6	
SCGB1D4	1	SCGB1D4	
LMBR1L	1	LMBR1L	
OPN5	1	OPN5	
G6PC2	1	G6PC2	
TSPAN11	1	TSPAN11	
GPR89A	1	GPR89A	
GPR89B	1	GPR89B	
OR1L8	1	OR1L8	
GPR148	1	GPR148	
GPR31	1	GPR31	
SLC5A6	1	SLC5A6	
JAGN1	1	JAGN1	
OR1N1	1	OR1N1	
SLC35D1	1	SLC35D1	
SLC35G5	1	SLC35G5	
SLC10A2	1	SLC10A2	
CCR3	1	CCR3	
SMIM35	1	SMIM35	
OR5C1	1	OR5C1	
OR4D6	1	OR4D6	
OR4K15	1	OR4K15	
TMEM45B	1	TMEM45B	
CAV3	1	CAV3	
TMEM54	1	TMEM54	
SLC35C1	1	SLC35C1	
SLC22A18	1	SLC22A18	
MFSD13A	1	MFSD13A	
OR2T2	1	OR2T2	
OR5B21	1	OR5B21	
SLC2A5	1	SLC2A5	
CD63	1	CD63	
OR6K3	1	OR6K3	
TM7SF2	1	TM7SF2	
RNASEK	1	RNASEK	
SLC25A26	1	SLC25A26	
FPR2	1	FPR2	
SLC2A8	1	SLC2A8	
NNAT	1	NNAT	
ALG12	1	ALG12	
SLC6A20	1	SLC6A20	
TAS2R3	1	TAS2R3	
MT-ND5	1	MT-ND5	
TMEM150A	1	TMEM150A	
MFSD11	1	MFSD11	
SLC7A11	1	SLC7A11	
CXCR1	1	CXCR1	
PRAF2	1	PRAF2	
GPRC5D	1	GPRC5D	
TMEM185A	1	TMEM185A	
OR2W1	1	OR2W1	
CMTM8	1	CMTM8	
DEGS1	1	DEGS1	
SLC17A4	1	SLC17A4	
ACKR4	1	ACKR4	
OR2T35	1	OR2T35	
OR11G2	1	OR11G2	
FCER1G	1	FCER1G	
SGPP2	1	SGPP2	
MC5R	1	MC5R	
SVOPL	1	SVOPL	
OR2B2	1	OR2B2	
KCNK7	1	KCNK7	
SLC35G1	1	SLC35G1	
MAS1	1	MAS1	
MARVELD1	1	MARVELD1	
MAS1L	1	MAS1L	
MFSD10	1	MFSD10	
MS4A5	1	MS4A5	
RPRM	1	RPRM	
DPM3	1	DPM3	
TMEM265	1	TMEM265	
LY6E	1	LY6E	
CLDN8	1	CLDN8	
TMEM128	1	TMEM128	
SLC16A13	1	SLC16A13	
SLC36A1	1	SLC36A1	
MTNR1B	1	MTNR1B	
GPM6B	1	GPM6B	
FFAR4	1	FFAR4	
SPTY2D1OS	1	SPTY2D1OS	
SFT2D3	1	SFT2D3	
CERS1	1	CERS1	
SEC61A2	1	SEC61A2	
SLC38A5	1	SLC38A5	
AQP10	1	AQP10	
OR4D10	1	OR4D10	
OR9G4	1	OR9G4	
RXFP4	1	RXFP4	
CTXN3	1	CTXN3	
TMBIM1	1	TMBIM1	
ACKR2	1	ACKR2	
AQP6	1	AQP6	
DHCR7	1	DHCR7	
TMEM42	1	TMEM42	
LPCAT3	1	LPCAT3	
LHFPL4	1	LHFPL4	
OR2A1	1	OR2A1	
MS4A15	1	MS4A15	
OTOS	1	OTOS	
SLC6A2	1	SLC6A2	
OR5AU1	1	OR5AU1	
OR3A3	1	OR3A3	
ELOVL2	1	ELOVL2	
OR2T34	1	OR2T34	
CLDN18	1	CLDN18	
CCR8	1	CCR8	
SLC5A8	1	SLC5A8	
TM4SF20	1	TM4SF20	
TMEM267	1	TMEM267	
CLDN22	1	CLDN22	
PAQR8	1	PAQR8	
ACKR3	1	ACKR3	
TSPAN17	1	TSPAN17	
GPR173	1	GPR173	
RHO	1	RHO	
OR6S1	1	OR6S1	
OR4E1	1	OR4E1	
