NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
FAM72C	1	FAM72C	
TMED3	1	TMED3	
PSMB6	1	PSMB6	
RNF130	1	RNF130	
LIME1	1	LIME1	
RNF215	1	RNF215	
ASIC1	1	ASIC1	
ABCD2	1	ABCD2	
KCNJ3	1	KCNJ3	
ANTKMT	1	ANTKMT	
IGKV1-16	1	IGKV1-16	
KCNK10	1	KCNK10	
KCND2	1	KCND2	
LYZL4	1	LYZL4	
STOM	1	STOM	
FOLR2	1	FOLR2	
OMA1	1	OMA1	
LIN52	1	LIN52	
LGALS13	1	LGALS13	
ICOSLG	1	ICOSLG	
ERLIN1	1	ERLIN1	
GABRA1	1	GABRA1	
IGFBP1	1	IGFBP1	
KCNA3	1	KCNA3	
IGKV1D-17	1	IGKV1D-17	
ABHD12	1	ABHD12	
KCNJ8	1	KCNJ8	
PTH	1	PTH	
ST6GALNAC3	1	ST6GALNAC3	
SAT1	1	SAT1	
IGLV4-69	1	IGLV4-69	
IGLV5-45	1	IGLV5-45	
EFNB1	1	EFNB1	
NDUFB6	1	NDUFB6	
CD70	1	CD70	
CELA2B	1	CELA2B	
IGHV3-35	1	IGHV3-35	
ATP6AP2	1	ATP6AP2	
COMT	1	COMT	
NUDT16L1	1	NUDT16L1	
SPACA5	1	SPACA5	
SNRPF	1	SNRPF	
CLECL1	1	CLECL1	
UQCRFS1	1	UQCRFS1	
PGLYRP1	1	PGLYRP1	
MFSD6	1	MFSD6	
APOO	1	APOO	
IGKV2D-29	1	IGKV2D-29	
SDF2	1	SDF2	
RNF5	1	RNF5	
IGKV6D-41	1	IGKV6D-41	
KRTAP13-2	1	KRTAP13-2	
TRAV9-2	1	TRAV9-2	
RNF150	1	RNF150	
PDCD1LG2	1	PDCD1LG2	
IGKV1-12	1	IGKV1-12	
UGT1A7	1	UGT1A7	
IGKV2D-30	1	IGKV2D-30	
CELA3A	1	CELA3A	
PVR	1	PVR	
LY6G6D	1	LY6G6D	
PRSS2	1	PRSS2	
BMPR1A	1	BMPR1A	
INSL3	1	INSL3	
KCNK4	1	KCNK4	
HSD3B7	1	HSD3B7	
TTR	1	TTR	
DCAKD	1	DCAKD	
RASL10B	1	RASL10B	
MRPL57	1	MRPL57	
HCN3	1	HCN3	
KCNJ12	1	KCNJ12	
MT1M	1	MT1M	
TRGV3	1	TRGV3	
PTCHD3	1	PTCHD3	
KRTAP4-2	1	KRTAP4-2	
LGALS16	1	LGALS16	
TRBV14	1	TRBV14	
ATOH7	1	ATOH7	
NKX2-5	1	NKX2-5	
TRAV30	1	TRAV30	
TRAV16	1	TRAV16	
MTRNR2L6	1	MTRNR2L6	
C1QTNF6	1	C1QTNF6	
TPBGL	1	TPBGL	
TGFBR1	1	TGFBR1	
DYDC1	1	DYDC1	
VHLL	1	VHLL	
FZD6	1	FZD6	
RIDA	1	RIDA	
FAM72B	1	FAM72B	
TOLLIP	1	TOLLIP	
KCND3	1	KCND3	
IL17B	1	IL17B	
TRAV26-1	1	TRAV26-1	
RNF224	1	RNF224	
KRTAP9-7	1	KRTAP9-7	
TRAV20	1	TRAV20	
C1QTNF8	1	C1QTNF8	
SIT1	1	SIT1	
IGKV1-33	1	IGKV1-33	
IGKV1D-33	1	IGKV1D-33	
FZD1	1	FZD1	
FCRL1	1	FCRL1	
CADM1	1	CADM1	
KRTAP10-9	1	KRTAP10-9	
TNFRSF9	1	TNFRSF9	
CCDC163	1	CCDC163	
IGHV3-16	1	IGHV3-16	
STX10	1	STX10	
MILR1	1	MILR1	
KCNN1	1	KCNN1	
TWSG1	1	TWSG1	
VIP	1	VIP	
CLPP	1	CLPP	
CST1	1	CST1	
IFNA5	1	IFNA5	
ALG1	1	ALG1	
TPBG	1	TPBG	
TMEM106B	1	TMEM106B	
MOSPD3	1	MOSPD3	
CCN4	1	CCN4	
IMMP2L	1	IMMP2L	
TMEM169	1	TMEM169	
FCGR1B	1	FCGR1B	
PPIC	1	PPIC	
DIPK1B	1	DIPK1B	
PLBD2	1	PLBD2	
C2orf66	1	C2orf66	
IGKV1-39	1	IGKV1-39	
IGKV1D-39	1	IGKV1D-39	
S100A3	1	S100A3	
BCAP29	1	BCAP29	
EVA1A	1	EVA1A	
ERVV-2	1	ERVV-2	
KCND1	1	KCND1	
PLAAT2	1	PLAAT2	
PEX16	1	PEX16	
VANGL1	1	VANGL1	
IL9	1	IL9	
GLTPD2	1	GLTPD2	
SPATA17	1	SPATA17	
CCDC115	1	CCDC115	
RNASE10	1	RNASE10	
SMO	1	SMO	
PHTF1	1	PHTF1	
MARCHF8	1	MARCHF8	
B3GNT4	1	B3GNT4	
AADACL4	1	AADACL4	
SRP9	1	SRP9	
OSCAR	1	OSCAR	
VSIG2	1	VSIG2	
F11R	1	F11R	
TRBV16	1	TRBV16	
MR1	1	MR1	
SYNJ2BP	1	SYNJ2BP	
TRBV19	1	TRBV19	
GJA8	1	GJA8	
FAM187A	1	FAM187A	
NOP10	1	NOP10	
RNF144A	1	RNF144A	
HLA-DRB1	1	HLA-DRB1	
SYNDIG1	1	SYNDIG1	
MRPL52	1	MRPL52	
BORCS7	1	BORCS7	
C1orf159	1	C1orf159	
XCL1	1	XCL1	
BPIFC	1	BPIFC	
IL27RA	1	IL27RA	
FUT2	1	FUT2	
PRELID3B	1	PRELID3B	
LYPD8	1	LYPD8	
LRRC19	1	LRRC19	
CCNB1IP1	1	CCNB1IP1	
MT1X	1	MT1X	
PAM16	1	PAM16	
ATP5PF	1	ATP5PF	
KIR2DS4	1	KIR2DS4	
LFNG	1	LFNG	
OLR1	1	OLR1	
RNF149	1	RNF149	
SLC39A12	1	SLC39A12	
OOSP4A	1	OOSP4A	
TSACC	1	TSACC	
BOK	1	BOK	
LRRC8E	1	LRRC8E	
CTDNEP1	1	CTDNEP1	
C1orf50	1	C1orf50	
ERVMER34-1	1	ERVMER34-1	
KCNC2	1	KCNC2	
TDGF1	1	TDGF1	
CLEC2B	1	CLEC2B	
FAM162A	1	FAM162A	
TMEM263	1	TMEM263	
INSL5	1	INSL5	
PEX11B	1	PEX11B	
TREML2	1	TREML2	
DKK3	1	DKK3	
CD84	1	CD84	
PEX13	1	PEX13	
TIMM13	1	TIMM13	
TMEM30A	1	TMEM30A	
EPCAM	1	EPCAM	
TMPRSS11B	1	TMPRSS11B	
IGKV1-37	1	IGKV1-37	
IGKV1D-37	1	IGKV1D-37	
TIMP2	1	TIMP2	
MCU	1	MCU	
GLRX2	1	GLRX2	
AP4S1	1	AP4S1	
IGHV2-26	1	IGHV2-26	
GJA9	1	GJA9	
IGHV1-69-2	1	IGHV1-69-2	
NPTXR	1	NPTXR	
EMC10	1	EMC10	
CHTF8	1	CHTF8	
DCTN5	1	DCTN5	
LY96	1	LY96	
TIMM10	1	TIMM10	
IGKV3-15	1	IGKV3-15	
MT4	1	MT4	
TREML4	1	TREML4	
TEX28	1	TEX28	
APOLD1	1	APOLD1	
HCFC1R1	1	HCFC1R1	
ID3	1	ID3	
CGB3	1	CGB3	
RYK	1	RYK	
FAM3B	1	FAM3B	
LRRC4	1	LRRC4	
ERVV-1	1	ERVV-1	
TCTEX1D2	1	TCTEX1D2	
SCN4B	1	SCN4B	
SCARB2	1	SCARB2	
KRTAP4-4	1	KRTAP4-4	
RNF148	1	RNF148	
IGLV2-18	1	IGLV2-18	
ORAI1	1	ORAI1	
SGCA	1	SGCA	
NCEH1	1	NCEH1	
LYSMD4	1	LYSMD4	
SCG5	1	SCG5	
IGKV2D-28	1	IGKV2D-28	
IGKV2-28	1	IGKV2-28	
ENTPD7	1	ENTPD7	
APOOL	1	APOOL	
MRPS21	1	MRPS21	
GLIPR1L2	1	GLIPR1L2	
LDOC1	1	LDOC1	
LRRC3B	1	LRRC3B	
ZFYVE27	1	ZFYVE27	
CGB2	1	CGB2	
SFXN1	1	SFXN1	
COPS6	1	COPS6	
PAX9	1	PAX9	
PLA2G12A	1	PLA2G12A	
BEST1	1	BEST1	
IL7R	1	IL7R	
TARM1	1	TARM1	
TXNDC15	1	TXNDC15	
C11orf1	1	C11orf1	
PRSS58	1	PRSS58	
ASIC2	1	ASIC2	
PFDN1	1	PFDN1	
CCL7	1	CCL7	
ATP6V1D	1	ATP6V1D	
WNT7B	1	WNT7B	
SNRPE	1	SNRPE	
TAPBP	1	TAPBP	
PLA2G1B	1	PLA2G1B	
GM2A	1	GM2A	
TAFA2	1	TAFA2	
IFNA1	1	IFNA1	
HLA-DRB3	1	HLA-DRB3	
AOC3	1	AOC3	
LECT2	1	LECT2	
ITFG1	1	ITFG1	
TCTN2	1	TCTN2	
PGLYRP3	1	PGLYRP3	
TMX1	1	TMX1	
PRG3	1	PRG3	
CNPPD1	1	CNPPD1	
ERVFRD-1	1	ERVFRD-1	
F3	1	F3	
UGT2B28	1	UGT2B28	
IGLV3-22	1	IGLV3-22	
LRRTM2	1	LRRTM2	
DNASE1	1	DNASE1	
TFF2	1	TFF2	
LMO3	1	LMO3	
LMO1	1	LMO1	
POC5	1	POC5	
RS1	1	RS1	
TRBV7-1	1	TRBV7-1	
EBI3	1	EBI3	
HLA-DQB2	1	HLA-DQB2	
XCL2	1	XCL2	
CLEC4A	1	CLEC4A	
NCR1	1	NCR1	
FNDC5	1	FNDC5	
KCNJ6	1	KCNJ6	
BRD3OS	1	BRD3OS	
APOM	1	APOM	
DYNAP	1	DYNAP	
UGT1A5	1	UGT1A5	
IGKV1-27	1	IGKV1-27	
KRTAP13-3	1	KRTAP13-3	
PRSS16	1	PRSS16	
SCOC	1	SCOC	
ST6GALNAC2	1	ST6GALNAC2	
RGS9BP	1	RGS9BP	
IFNA14	1	IFNA14	
PSMB3	1	PSMB3	
IZUMO1R	1	IZUMO1R	
KCNA10	1	KCNA10	
LY6G5B	1	LY6G5B	
HSBP1	1	HSBP1	
MYOZ3	1	MYOZ3	
HAUS2	1	HAUS2	
LIPA	1	LIPA	
TEX19	1	TEX19	
IGKV2D-40	1	IGKV2-40	
EIF3F	1	EIF3F	
BLOC1S4	1	BLOC1S4	
KRTAP10-10	1	KRTAP10-10	
ACP4	1	ACP4	
PHOX2B	1	PHOX2B	
TRAV34	1	TRAV34	
RPL37A	1	RPL37A	
DHRS9	1	DHRS9	
ART1	1	ART1	
ASB5	1	ASB5	
PAIP2	1	PAIP2	
IL2RG	1	IL2RG	
ATP1B2	1	ATP1B2	
CNNM4	1	CNNM4	
GNGT1	1	GNGT1	
TPSAB1	1	TPSAB1	
TPSB2	1	TPSB2	
FCGR2B	1	FCGR2B	
PHOX2A	1	PHOX2A	
PCSK1N	1	PCSK1N	
ZNF720	1	ZNF720	
TRIM74	1	TRIM74	
LRRC3	1	LRRC3	
ELSPBP1	1	ELSPBP1	
KCNV2	1	KCNV2	
MRPL14	1	MRPL14	
PLAC1	1	PLAC1	
IGHV3-15	1	IGHV3-15	
IGKV2-30	1	IGKV2-30	
RNF144B	1	RNF144B	
TRIM13	1	TRIM13	
GIP	1	GIP	
BDNF	1	BDNF	
LMO2	1	LMO2	
CRISP1	1	CRISP1	
CNNM3	1	CNNM3	
IFNA10	1	IFNA10	
ANKRD46	1	ANKRD46	
LAMP5	1	LAMP5	
TNF	1	TNF	
TIMM8B	1	TIMM8B	
FAM187B	1	FAM187B	
C1D	1	C1D	
NIPSNAP3A	1	NIPSNAP3A	
LINGO2	1	LINGO2	
IZUMO3	1	IZUMO3	
GNG13	1	GNG13	
PIGS	1	PIGS	
TRBV10-1	1	TRBV10-1	
MPIG6B	1	MPIG6B	
CD58	1	CD58	
TMEM89	1	TMEM89	
ATP6V1E2	1	ATP6V1E2	
UGT1A9	1	UGT1A9	
GDF3	1	GDF3	
BACE2	1	BACE2	
CYP26C1	1	CYP26C1	
SIGLEC15	1	SIGLEC15	
ZNRF4	1	ZNRF4	
PEX7	1	PEX7	
NDUFA7	1	NDUFA7	
HOXA9	1	HOXA9	
MYDGF	1	MYDGF	
ABHD3	1	ABHD3	
BRICD5	1	BRICD5	
PINLYP	1	PINLYP	
ANGPTL7	1	ANGPTL7	
TOR1B	1	TOR1B	
BSPH1	1	BSPH1	
PGRMC2	1	PGRMC2	
DKK1	1	DKK1	
EDDM13	1	EDDM13	
GH2	1	GH2	
P2RX2	1	P2RX2	
UGT1A3	1	UGT1A3	
RLN1	1	RLN1	
WFDC3	1	WFDC3	
IGLV3-25	1	IGLV3-25	
IL17C	1	IL17C	
GBGT1	1	GBGT1	
IFI30	1	IFI30	
IGSF11	1	IGSF11	
EFNB2	1	EFNB2	
TNMD	1	TNMD	
HFE	1	HFE	
MT1F	1	MT1F	
SMPD2	1	SMPD2	
SF3B5	1	SF3B5	
ZPLD1	1	ZPLD1	
WBP2NL	1	WBP2NL	
C9orf16	1	C9orf16	
PANX2	1	PANX2	
CELA2A	1	CELA2A	
C17orf98	1	C17orf98	
CIDEA	1	CIDEA	
KIR3DL3	1	KIR3DL3	
UGT2B17	1	UGT2B17	
KCNC4	1	KCNC4	
CABP7	1	CABP7	
KRTAP9-3	1	KRTAP9-3	
KCNC3	1	KCNC3	
REG3G	1	REG3G	
ACVR2A	1	ACVR2A	
MXRA8	1	MXRA8	
B3GALT4	1	B3GALT4	
HLA-DQB1	1	HLA-DQB1	
UGT2B15	1	UGT2B15	
CTSH	1	CTSH	
UXT	1	UXT	
MED31	1	MED31	
C9orf116	1	C9orf116	
USE1	1	USE1	
WNT5A	1	WNT5A	
COQ10A	1	COQ10A	
WBP2	1	WBP2	
KRTAP10-4	1	KRTAP10-4	
UGT8	1	UGT8	
MID1IP1	1	MID1IP1	
ANAPC11	1	ANAPC11	
TAFA5	1	TAFA5	
PLSCR5	1	PLSCR5	
ART4	1	ART4	
ARSL	1	ARSL	
FCRLA	1	FCRLA	
FAM216B	1	FAM216B	
SLC30A9	1	SLC30A9	
GPX8	1	GPX8	
CXCL14	1	CXCL14	
CDCA4	1	CDCA4	
IGLV2-14	1	IGLV2-14	
SLC25A12	1	SLC25A12	
KIR2DL5A	2	KIR2DL5B:KIR2DL5A	
FATE1	1	FATE1	
IGLV6-57	1	IGLV6-57	
KHDC1	1	KHDC1	
KRTAP4-1	1	KRTAP4-1	
M6PR	1	M6PR	
TRAPPC6A	1	TRAPPC6A	
IFNA17	1	IFNA17	
LY86	1	LY86	
LDLRAD2	1	LDLRAD2	
COLCA2	1	COLCA2	
MRPL24	1	MRPL24	
MOCS2	1	MOCS2	
DCTN3	1	DCTN3	
IFNA4	1	IFNA4	
NOX5	1	NOX5	
PSMB4	1	PSMB4	
OIP5	1	OIP5	
JAML	1	JAML	
MAIP1	1	MAIP1	
CD48	1	CD48	
IGKV3-7	1	IGKV3-7	
CMTM2	1	CMTM2	
ATRAID	1	ATRAID	
RPLP2	1	RPLP2	
VPS37B	1	VPS37B	
GPX7	1	GPX7	
PMAIP1	1	PMAIP1	
MZB1	1	MZB1	
LCN8	1	LCN8	
HLA-DRB5	1	HLA-DRB5	
SAT2	1	SAT2	
COMTD1	1	COMTD1	
LRTOMT	1	LRTOMT	
SSR1	1	SSR1	
HYAL4	1	HYAL4	
MRPL16	1	MRPL16	
MEST	1	MEST	
UGT1A10	1	UGT1A10	
IL11RA	1	IL11RA	
CADM3	1	CADM3	
RPS21	1	RPS21	
TOR1A	1	TOR1A	
KRTAP9-6	1	KRTAP9-6	
LIPN	1	LIPN	
TNFRSF1A	1	TNFRSF1A	
TRBV7-2	1	TRBV7-2	
RNF208	1	RNF208	
MRS2	1	MRS2	
TMPRSS5	1	TMPRSS5	
IGLV1-47	1	IGLV1-47	
NEU1	1	NEU1	
OLFML1	1	OLFML1	
TMEM199	1	TMEM199	
KRTAP3-1	1	KRTAP3-1	
DECR2	1	DECR2	
BTN3A1	1	BTN3A1	
BLID	1	BLID	
AMIGO3	1	AMIGO3	
PIFO	1	PIFO	
GFRA4	1	GFRA4	
ST8SIA5	1	ST8SIA5	
NDP	1	NDP	
JMJD8	1	JMJD8	
ASF1B	1	ASF1B	
KIAA2013	1	KIAA2013	
PSMB7	1	PSMB7	
RPSA	1	RPSA	
PSMG3	1	PSMG3	
FOXD3	1	FOXD3	
SLAMF1	1	SLAMF1	
GNG12	1	GNG12	
EPPIN	1	EPPIN	
IGLV10-54	1	IGLV10-54	
REG3A	1	REG3A	
PLA2G2A	1	PLA2G2A	
CAMK2N1	1	CAMK2N1	
IFNGR1	1	IFNGR1	
ATPSCKMT	1	ATPSCKMT	
LCNL1	1	LCNL1	
IGFBPL1	1	IGFBPL1	
SQLE	1	SQLE	
JAM2	1	JAM2	
GXYLT1	1	GXYLT1	
TMPRSS2	1	TMPRSS2	
DNAJC30	1	DNAJC30	
PRELID3A	1	PRELID3A	
IYD	1	IYD	
SYCP3	1	SYCP3	
BAMBI	1	BAMBI	
KRTAP10-8	1	KRTAP10-8	
PRSS8	1	PRSS8	
CGRRF1	1	CGRRF1	
CLEC4G	1	CLEC4G	
ST8SIA1	1	ST8SIA1	
MRPL54	1	MRPL54	
TNFSF12	1	TNFSF12	
PRDX3	1	PRDX3	
LMAN2L	1	LMAN2L	
FAU	1	FAU	
PHTF2	1	PHTF2	
CDHR4	1	CDHR4	
LYZL1	1	LYZL1	
PON3	1	PON3	
BEST3	1	BEST3	
LYG2	1	LYG2	
IGHV1-24	1	IGHV1-24	
MARCHF1	1	MARCHF1	
METRN	1	METRN	
CETP	1	CETP	
PPBP	1	PPBP	
ODF3L1	1	ODF3L1	
NUPR2	1	NUPR2	
PHB2	1	PHB2	
AUH	1	AUH	
EVX2	1	EVX2	
IFNA21	1	IFNA21	
C4orf46	1	C4orf46	
PYCR2	1	PYCR2	
FLT3LG	1	FLT3LG	
RBP4	1	RBP4	
COA5	1	COA5	
BVES	1	BVES	
HMHB1	1	HMHB1	
ASIC3	1	ASIC3	
CYP4F3	1	CYP4F3	
KLK4	1	KLK4	
PSMB1	1	PSMB1	
IFNE	1	IFNE	
ENTPD2	1	ENTPD2	
ADCK5	1	ADCK5	
ADAM20	1	ADAM20	
IL17A	1	IL17A	
KRTAP10-12	1	KRTAP10-12	
OLIG1	1	OLIG1	
IL1RL1	1	IL1RL1	
LRRC70	1	LRRC70	
CST7	1	CST7	
CHST4	1	CHST4	
DNAJC19	1	DNAJC19	
STX5	1	STX5	
ARMS2	1	ARMS2	
HBM	1	HBM	
SFTA3	1	SFTA3	
TRBV23-1	1	TRBV23-1	
IGLV1-51	1	IGLV1-51	
TEX43	1	TEX43	
FAM189B	1	FAM189B	
KIR3DL2	1	KIR3DL2	
TOMM20	1	TOMM20	
SLC25A24	1	SLC25A24	
TXNL4A	1	TXNL4A	
IL9R	1	IL9R	
HLA-DPB1	1	HLA-DPB1	
AP1S1	1	AP1S1	
SUMF1	1	SUMF1	
MARCHF9	1	MARCHF9	
NDUFS8	1	NDUFS8	
PGF	1	PGF	
HSD17B7	1	HSD17B7	
JAM3	1	JAM3	
TCTEX1D1	1	TCTEX1D1	
IFNAR2	1	IFNAR2	
FICD	1	FICD	
HSPB6	1	HSPB6	
LYG1	1	LYG1	
CADM2	1	CADM2	
GCA	1	GCA	
UGT2A3	1	UGT2A3	
CYP26A1	1	CYP26A1	
IL21R	1	IL21R	
RELT	1	RELT	
RDH8	1	RDH8	
DYNLT3	1	DYNLT3	
GJD4	1	GJD4	
ZNRD2	1	ZNRD2	
TRBV7-9	1	TRBV7-9	
KRT82	1	KRT82	
FOXI2	1	FOXI2	
UGT2B11	1	UGT2B11	
DESI2	1	DESI2	
SMCO2	1	SMCO2	
MAG	1	MAG	
LRP10	1	LRP10	
LIPJ	1	LIPJ	
IGHV1-3	1	IGHV1-3	
IGLV5-37	1	IGLV5-37	
FAM237A	1	FAM237A	
CD40LG	1	CD40LG	
VSIG1	1	VSIG1	
LOX	1	LOX	
TRAPPC1	1	TRAPPC1	
LYZL2	1	LYZL2	
SGCD	1	SGCD	
MCUB	1	MCUB	
DMAC2	1	DMAC2	
C3orf56	1	C3orf56	
FAM3A	1	FAM3A	
UGT1A8	1	UGT1A8	
PLVAP	1	PLVAP	
AUP1	1	AUP1	
AMIGO2	1	AMIGO2	
AARD	1	AARD	
IFNW1	1	IFNW1	
NYX	1	NYX	
FKRP	1	FKRP	
DHRS1	1	DHRS1	
KRTAP9-2	1	KRTAP9-2	
LRRC38	1	LRRC38	
IGLV3-32	1	IGLV3-32	
COQ5	1	COQ5	
EGFL8	1	EGFL8	
OPCML	1	OPCML	
MT1E	1	MT1E	
EFNB3	1	EFNB3	
PCYOX1L	1	PCYOX1L	
WNT8A	1	WNT8A	
IFNA6	1	IFNA6	
HOXC9	1	HOXC9	
B2M	1	B2M	
UGT1A4	1	UGT1A4	
B4GALT1	1	B4GALT1	
FCGR2C	1	FCGR2C	
LPCAT1	1	LPCAT1	
COX11	1	COX11	
NGF	1	NGF	
VSIG10	1	VSIG10	
PLAAT4	1	PLAAT4	
COQ10B	1	COQ10B	
TRBV18	1	TRBV18	
IZUMO4	1	IZUMO4	
KIR2DL4	1	KIR2DL4	
CYP2W1	1	CYP2W1	
C11orf53	1	C11orf53	
ARHGDIG	1	ARHGDIG	
ESM1	1	ESM1	
VGLL2	1	VGLL2	
SUSD4	1	SUSD4	
BOLL	1	BOLL	
NUS1	1	NUS1	
CCDC85B	1	CCDC85B	
RNASE4	1	RNASE4	
SPAM1	1	SPAM1	
AOC2	1	AOC2	
TEX13B	1	TEX13B	
IZUMO1	1	IZUMO1	
TRIM73	1	TRIM73	
HLA-G	1	HLA-G	
BORCS8	1	BORCS8	
RNASE3	1	RNASE3	
KLRB1	1	KLRB1	
KLRF1	1	KLRF1	
VMAC	1	VMAC	
RBPMS2	1	RBPMS2	
IGLV5-52	1	IGLV5-52	
CABCOCO1	1	CABCOCO1	
RTP4	1	RTP4	
COX5B	1	COX5B	
THEM4	1	THEM4	
CLEC3B	1	CLEC3B	
KLK10	1	KLK10	
SLAMF6	1	SLAMF6	
TNFAIP6	1	TNFAIP6	
UGT1A1	1	UGT1A1	
CALN1	1	CALN1	
CXADR	1	CXADR	
IGHV1-46	1	IGHV1-46	
FOXE1	1	FOXE1	
RPA3	1	RPA3	
SERTAD3	1	SERTAD3	
REG4	1	REG4	
FUT9	1	FUT9	
RLN2	1	RLN2	
SOX3	1	SOX3	
GAL3ST2	1	GAL3ST2	
NTF3	1	NTF3	
PTCRA	1	PTCRA	
CLEC18B	1	CLEC18B	
GLT6D1	1	GLT6D1	
GPR149	1	GPR149	
CCL27	1	CCL27	
LIPF	1	LIPF	
CNGA2	1	CNGA2	
ATP5IF1	1	ATP5IF1	
ODF3	1	ODF3	
DDIT4L	1	DDIT4L	
MPHOSPH6	1	MPHOSPH6	
SFRP5	1	SFRP5	
KIR2DS3	2	KIR2DS3:KIR2DS5	
BMERB1	1	BMERB1	
EFNA1	1	EFNA1	
TFPI2	1	TFPI2	
IL12RB1	1	IL12RB1	
SLC25A13	1	SLC25A13	
GREM2	1	GREM2	
COPS8	1	COPS8	
ACBD7	1	ACBD7	
ESAM	1	ESAM	
CHST14	1	CHST14	
CYP4F22	1	CYP4F22	
SLAMF7	1	SLAMF7	
KCNK5	1	KCNK5	
AKR1C8P	1	AKR1C8P	
CDK2AP1	1	CDK2AP1	
TRPV3	1	TRPV3	
AP3S2	1	AP3S2	
GRPEL2	1	GRPEL2	
POLR2J3	1	POLR2J3	
IGKV1-17	1	IGKV1-17	
NCLN	1	NCLN	
CADM4	1	CADM4	
GIMAP2	1	GIMAP2	
RTP3	1	RTP3	
B3GNT9	1	B3GNT9	
MED18	1	MED18	
LCN2	1	LCN2	
NPDC1	1	NPDC1	
TRBV10-3	1	TRBV10-3	
COA8	1	COA8	
CLEC10A	1	CLEC10A	
UGT2B10	1	UGT2B10	
KIR2DL3	1	KIR2DL3	
DNAJC5B	1	DNAJC5B	
FH	1	FH	
TRBV7-6	1	TRBV7-6	
UGT2B7	1	UGT2B7	
S100A10	1	S100A10	
CNTFR	1	CNTFR	
PHF5A	1	PHF5A	
ETDC	1	ETDC	
GPX1	1	GPX1	
TMEM237	1	TMEM237	
RHOXF2B	1	RHOXF2B	
C1orf43	1	C1orf43	
SLC27A5	1	SLC27A5	
C1orf185	1	C1orf185	
DLK1	1	DLK1	
TIMD4	1	TIMD4	
CKS2	1	CKS2	
GGTLC1	1	GGTLC1	
ERVW-1	1	ERVW-1	
FAM167A	1	FAM167A	
BLOC1S1	1	BLOC1S1	
ARPC4	1	ARPC4	
GIMAP5	1	GIMAP5	
VWC2L	1	VWC2L	
NMS	1	NMS	
THEM5	1	THEM5	
IL1R2	1	IL1R2	
RAET1G	1	RAET1G	
TEX264	1	TEX264	
RNASE7	1	RNASE7	
ABHD1	1	ABHD1	
RNF133	1	RNF133	
SIGIRR	1	SIGIRR	
KRTAP2-4	1	KRTAP2-4	
KRTAP2-3	1	KRTAP2-3	
CXCL10	1	CXCL10	
IGLV3-10	1	IGLV3-10	
PPCDC	1	PPCDC	
CLEC4D	1	CLEC4D	
FCGR2A	1	FCGR2A	
CATSPERD	1	CATSPERD	
KRTAP2-1	1	KRTAP2-1	
EFCAB8	1	EFCAB8	
TNFSF10	1	TNFSF10	
NRROS	1	NRROS	
B4GALT2	1	B4GALT2	
ZP4	1	ZP4	
IL23R	1	IL23R	
PEBP4	1	PEBP4	
PIGT	1	PIGT	
P2RX7	1	P2RX7	
BACE1	1	BACE1	
ST3GAL4	1	ST3GAL4	
FRRS1L	1	FRRS1L	
LILRA5	1	LILRA5	
LYZ	1	LYZ	
KRTAP10-7	1	KRTAP10-7	
TMPRSS4	1	TMPRSS4	
ECI1	1	ECI1	
LIF	1	LIF	
SPON2	1	SPON2	
PON2	1	PON2	
CLEC12B	1	CLEC12B	
CEACAM7	1	CEACAM7	
TRAV26-2	1	TRAV26-2	
ST7L	1	ST7L	
CEBPE	1	CEBPE	
THBD	1	THBD	
PTX3	1	PTX3	
KCNA4	1	KCNA4	
NAAA	1	NAAA	
KCNA5	1	KCNA5	
B4GALT7	1	B4GALT7	
MTCP1	1	MTCP1	
SP9	1	SP9	
FAM20B	1	FAM20B	
ETFRF1	1	ETFRF1	
MFGE8	1	MFGE8	
HSD17B14	1	HSD17B14	
C6orf52	1	C6orf52	
RNF185	1	RNF185	
HAPLN4	1	HAPLN4	
FOXD1	1	FOXD1	
HES4	1	HES4	
TRIM77	1	TRIM77	
IGHV2-5	1	IGHV2-5	
ST8SIA6	1	ST8SIA6	
ROGDI	1	ROGDI	
HEXB	1	HEXB	
MT1B	1	MT1B	
ATG12	1	ATG12	
APOL1	1	APOL1	
SDF2L1	1	SDF2L1	
TTC6	1	TTC6	
IFNAR1	1	IFNAR1	
TPST2	1	TPST2	
GLTP	1	GLTP	
LRFN1	1	LRFN1	
RMDN1	1	RMDN1	
POU5F2	1	POU5F2	
B4GAT1	2	B4GAT1:B3GNT6	
FGF22	1	FGF22	
CNMD	1	CNMD	
KIR2DL1	1	KIR2DL1	
IL1RAP	1	IL1RAP	
LRRC24	1	LRRC24	
LPCAT2	1	LPCAT2	
DCXR	1	DCXR	
DUSP21	1	DUSP21	
ATP5PD	1	ATP5PD	
VAMP7	1	VAMP7	
TEX47	1	TEX47	
FAM219A	1	FAM219A	
IL12A	1	IL12A	
CDKN2A	1	CDKN2A	
PDRG1	1	PDRG1	
LSM8	1	LSM8	
TACSTD2	1	TACSTD2	
LRIT2	1	LRIT2	
UBXN8	1	UBXN8	
AGR3	1	AGR3	
IL7	1	IL7	
TMPRSS11A	1	TMPRSS11A	
GPX3	1	GPX3	
VANGL2	1	VANGL2	
PHETA1	1	PHETA1	
BOLA1	1	BOLA1	
HINT2	1	HINT2	
CYP4F2	1	CYP4F2	
SRP14	1	SRP14	
DMRTB1	1	DMRTB1	
PRELID1	1	PRELID1	
CSKMT	1	CSKMT	
STMN2	1	STMN2	
