id,tmp
6CH1A,False
3NS4A,False
1Y93A,False
3CBNA,False
4N03A,False
1KWGA,False
3MVUA,False
3LE4A,False
2YBYA,False
2OLMA,False
1RL0A,False
3FGEA,False
4OVXA,False
2WM3A,False
3M1XA,False
2A2FX,False
5FSVA,False
4BFGA,False
1Z1SA,False
2OA2A,False
1H4AX,False
4NOBA,False
2VB1A,False
3B0GA,False
3WHJA,False
3NZTA,False
1O13A,False
1UKUA,False
6G7WA,False
4L6HA,False
2VYOA,False
3L4NA,False
2V75A,False
5UFYA,False
5E7HA,False
2QJLA,False
5Y7DA,False
3I2VA,False
3GIAA,True
2G1UA,False
2EX2A,False
5UMSA,False
3IO3A,False
6MRRA,False
5Z99A,False
2Q6KA,False
3FRHA,False
4AFKA,False
4ZQAA,False
1GPRA,False
5BUPA,False
3G21A,False
4AKFA,False
4P53A,False
1USGA,False
4M2MA,False
4D0QA,False
1ZK4A,False
1V77A,False
2JC9A,False
3A57A,False
1USMA,False
5EDLA,True
2PWWA,False
1U14A,False
3VMNA,False
4QDJA,False
4CRHA,False
5OHQA,False
4ICIA,False
5NLGA,False
5C8HA,False
3SBMA,False
4ZPCA,False
2RA9A,False
5EE0A,False
3KSPA,False
2H0UA,False
2ZZTA,False
3K63A,False
1QSTA,False
4HE7A,False
1RWZA,False
5HZDA,False
3FMYA,False
3SX6A,False
2O55A,False
5TABA,False
3KNYA,False
6FF0A,False
1VE4A,False
4PSUA,False
4XTBA,False
5VUGA,False
3VGIA,False
1E58A,False
5OPFA,False
6K1ZA,True
4EOGA,False
5OLTA,False
6B7LA,False
1AEPA,False
1O22A,False
4DD5A,False
2WZOA,False
2BDVA,False
3LY7A,False
4ZVFA,False
4R9IA,False
3C6AA,False
2WEFA,False
6H8GA,False
5I6RA,False
3CEBA,False
5HTXA,False
4F54A,False
2V05A,False
3DKMA,False
4CI9A,False
4NSXA,False
2WKDA,False
2GKGA,False
2JA9A,False
4HS1A,False
4X9MA,False
3OC8A,False
4JCMA,False
2W18A,False
4QEKA,False
2JEKA,False
2FCLA,False
5YH4A,False
2NRRA,False
4CS4A,False
1I5PA,False
3CL5A,False
1G8AA,False
5H5FA,False
3NPHB,False
2OLNA,False
3MDMA,False
6H2XA,False
4BFCA,False
1MIXA,False
3UMHA,False
3P9ZA,False
1O98A,False
1T9HA,False
2QUOA,False
5G51A,False
4PE3A,False
3UFIA,False
2V8IA,False
2V3GA,False
5J6YA,False
3N6TA,False
4TXDA,False
6N63A,False
1NNXA,False
3K9TA,False
4XU4A,True
2OEBA,False
6P28A,False
1MIJA,False
3RLGA,False
2HCFA,False
2OKTA,False
5T7ZA,False
6R3UA,False
5DLBA,False
5M10A,False
1TFEA,False
3FGHA,False
2IY9A,False
1T6AA,False
4CCSA,False
4AF1A,False
5FQLA,False
5AOTA,False
5OPBA,False
4F2LA,False
1AOLA,False
4XJ5A,False
4ESQA,False
4N49A,False
2V9VA,False
5CE7A,False
4F98A,False
3RRKA,False
2CIUA,False
4L9BA,False
2XSAA,False
6EQMA,False
2NVHA,False
3L4AA,False
6S2MA,False
3UI4A,False
3ES1A,False
5BVLA,False
3IFEA,False
4L9EA,False
3H4CA,False
5KXFA,False
2BOGX,False
5X14A,False
1H72C,False
1QQFA,False
4FYEA,False
1P0HA,False
2WSWA,True
5MFAA,False
1V0WA,False
2VXZA,False
3LDTA,False
4FLEA,False
4YGTA,False
1NJHA,False
3HVWA,False
5IMUA,False
3RL5A,False
6ENSA,False
5CFJA,False
6A1IA,False
3GONA,True
5H4SA,False
3FK8A,False
2JG0A,False
3ZFPA,False
3JSZA,False
4GEIA,False
4MJFA,False
6R3RA,False
1ZLDA,False
4E2UA,False
6A5CA,False
2FZPA,False
4JS1A,False
3KKFA,False
4WFWA,False
4X9XA,False
5TCBA,False
5GKVA,False
3E9KA,False
5YHHA,False
4BGPA,False
2HJEA,False
3QAOA,False
4TKOB,False
3ZNVA,False
1Z67A,False
2IAFA,False
4FX5A,False
2Q3TA,False
4DIMA,False
3N4JA,False
5AGIA,False
4CW4A,False
6G3EA,False
2ZKMX,False
3BQXA,False
2CC6A,False
4CDPA,False
4XEAA,False
3WWLA,False
2Q37A,False
1Q1FA,False
4R12A,False
3K01A,False
1VP8A,False
4OTPA,False
7A3HA,False
4QL0A,False
6AOKA,False
2P4FA,False
6HXAA,False
2VFRA,False
4HBDA,False
3QZBA,False
1NG6A,False
6A58A,False
3TL4X,False
4LGCA,False
2B0TA,False
5XRJA,False
3R5TA,False
4MLOA,False
3SNOA,False
3HN7A,True
6N1MA,False
4P0DA,False
3PE7A,False
3P1GA,False
1EFDN,False
2HW4A,False
2XP1A,False
2CX1A,False
2WFIA,False
6AD3A,False
3K1ZA,False
5NGWA,False
5GUTA,False
4MWIA,False
3ZN4A,False
4MFUA,False
5DBLA,False
5JQNA,False
3Q1XA,False
4KRWA,False
2IMQX,False
6AKQA,False
1CYWA,False
2Z51A,False
3M8KA,False
3HX3A,False
3ZJAA,False
5NIOA,False
1XE1A,False
5O75A,False
2JH1A,False
1Q0PA,False
4YHVA,False
3M9LA,False
5W2IA,False
1J5UA,False
4PWWA,False
2FBQA,False
4EYSA,False
4ZCRA,False
3UCPA,False
4QREA,False
4JOBA,False
5U81A,False
3M73A,True
2GNXA,False
2Z5WA,True
3WUZA,False
1UNQA,False
4H7WA,False
3FF2A,False
1YZVA,False
1AX8A,False
3R2PA,False
1KZFA,False
4E9LA,False
1BGFA,False
4NEOA,False
3CJJA,False
6A9WA,False
3IM3A,False
1VPTA,False
2O2GA,False
2V1MA,False
4TRKA,False
2FWHA,False
2RGYA,False
2ZXRA,False
5NG9A,False
3MDPA,False
2PNEA,False
6HFOA,False
4HVTA,False
2O7RA,False
4OCVA,False
1T6CA,False
4UZGA,False
2A65A,True
3HXLA,False
1C7SA,False
3R2QA,False
3SZ3A,False
1WCV1,False
2WOZA,False
6HF2A,False
1NEPA,False
6DR8A,False
5YALA,False
4MP8A,False
5HALA,False
5HJ9A,False
1NZNA,False
3MXZA,False
1YDXA,False
2YNKA,False
3QRAA,False
3H4TA,False
6A4MA,False
3FF4A,False
5QOQA,False
1TIGA,False
1QQEA,False
6ENOA,False
4UMGA,False
4BKWA,False
3G9GA,False
2FQ4A,False
5XZ7A,False
5CUKA,False
6JLSA,False
4LDVA,False
1G8PA,False
1W8IA,False
5CZYA,False
1KXOA,False
3GS9A,False
2BHUA,False
5UQDA,False
5X5VA,True
5VX5A,False
4FDWA,False
6CR0A,False
6A3TA,False
1PKOA,False
5D88A,False
6R3ZA,False
3G3LA,False
3V3TA,True
6IA8A,False
4O9LA,False
4JBUA,False
4YU8A,False
4OZKA,False
6IW3A,False
2NR7A,False
3IUZA,False
4YJ1A,False
3G5TA,False
4XP7A,False
4OGEA,False
1ZR6A,False
6IEIA,False
3AGNA,False
1TUVA,False
3CI3A,False
4Q2LA,False
4M7TA,False
3K7IB,False
6HFGB,False
5SV5A,False
2R4GA,False
3NOJA,False
3FH1A,False
6ASKA,False
4GHNA,False
2WBFX,False
1UFYA,False
4LQZA,False
3DCZA,False
2ET1A,False
1MAIA,False
2IA7A,False
3F14A,False
6FSFA,False
4ZJHA,False
5WGXA,False
6G9SA,False
3I2KA,False
3OEPA,False
5UT3A,False
1JHJA,False
5W0GA,False
4GT9A,False
5A9HA,False
5O51A,False
4AQ4A,False
6R41A,False
5EP2A,False
1S2XA,False
4PEDA,False
6HJ6A,False
6GV3A,False
3FL2A,False
3EKIA,False
3CPKA,False
1VK3A,False
4G9YA,False
5AIZA,False
3R9MA,False
2PMLX,False
1WOLA,False
4HVKA,False
3U1LA,False
3PU5A,False
4C08A,False
1Q3IA,False
4L1NA,False
3N17A,False
6I5RA,False
4HTGA,False
2RAAA,False
3PT5A,False
6EXXA,False
6F7DA,False
4Z67A,False
1BCOA,False
1HZ4A,False
2D58A,False
4I1LA,False
3KEYA,False
3FM0A,False
4A4JA,False
5HBPA,False
2XKIA,False
3TXNA,False
6E3AA,False
5U69A,False
5D3KA,False
1L3KA,False
5ZWUA,False
6BHCA,False
5LJPA,False
3WIWA,False
1NIGA,False
6H0CA,False
1VYRA,False
4NOAA,False
2V82A,False
2VFOA,False
4XKZA,False
1JYHA,False
3U5SA,False
2WP7A,False
3RBSA,False
4RYAA,False
4YUDA,False
2D1SA,False
3L6BA,False
4GOUA,False
4JJAA,False
2W1RA,False
1YQSA,False
5GV8A,False
6ECBA,False
5NULA,False
3SY1A,False
2FRGP,False
1D2TA,False
2B4AA,False
3A9IA,False
6ORJA,False
4A3ZA,False
1SFPA,False
1GPJA,False
3IE7A,False
3MB5A,False
3TEEA,False
1OISA,False
3EGAA,False
5BRAA,False
4TVEA,False
2CXAA,False
6BL5A,False
4EICA,False
3R0NA,False
2WAWA,False
5E56A,False
3CHJA,False
4D74A,False
2QEDA,False
5H0QA,False
3CECA,False
2IUWA,False
4LONB,False
1UOYA,False
5JIGA,False
3NO3A,False
4OUNA,False
3FOVA,False
6HX1A,False
3C4AA,False
2VEQA,False
5OJYA,False
4A4YA,False
2C0ZA,False
1Q6ZA,True
3H7IA,False
4XDXA,False
1LW7A,False
5NJIA,False
5A3AA,False
3CC8A,False
2A14A,False
3ZR8X,False
2YFOA,False
4CH7A,False
3R4VA,False
3JV1A,False
2R9IA,False
4PQDA,False
4YLRA,False
4QNDA,True
3W0FA,False
3GB5A,False
3OZPA,False
2I9IA,False
3DTEA,False
5J8JA,False
4H27A,False
2FBAA,False
3CJMA,False
2OPCA,False
5I4CA,False
5E1WA,False
2GO8A,False
6FHNA,False
3KLUA,False
3FSAA,False
3LWXA,False
3DX5A,False
5QS9A,False
5CKLA,False
4OQVA,False
5TT6A,False
3N0AA,False
4MZCA,False
3KXRA,False
4FBSA,False
4FGMA,False
6AISO,False
6HPHA,False
3K6JA,False
2BDTA,False
4O65A,False
1VPRA,False
5M17A,False
3LPZA,False
3EYEA,False
1LNSA,False
6ENXA,False
5DQQA,True
3BOEA,False
5YDNA,False
3CINA,False
5HJMA,False
5JO8A,False
1ZP2A,False
2A1XA,False
4AFMA,False
2O14A,False
3ZJ0A,False
3EC6A,False
4HWMA,False
6GN5A,False
6OU3A,False
2HX5A,False
2Y7BA,False
2RILA,False
5UAYA,False
3Q46A,False
5UQ6A,False
1OCYA,False
3RNLA,False
4OD6A,False
5HB7A,False
2OPWA,False
6DN4A,False
4RRIA,False
2C2UA,False
6B2VA,False
2I24N,False
4Q62A,False
3QKYA,False
1DQ3A,False
1YPXA,False
3EVNA,False
1HO8A,False
2O7AA,False
4A0DA,False
2Z0XA,False
6E4VA,False
2RCIA,False
1ZJCA,False
3NR5A,False
2O90A,False
5YXMA,False
3IM1A,False
3HYIA,False
2MCMA,False
6QU7A,False
3CJ1A,False
3EA6A,False
3OH3A,False
3PYWA,False
4OA3A,False
1QAZA,False
5H28A,False
5D7WA,False
3L39A,False
2P25A,False
4KBXA,False
4YTBA,False
5L77A,False
2NRQA,False
2UYTA,False
4QA8A,False
1LXJA,False
5JOVA,False
6GX2A,False
3JUDA,False
4GC3A,False
5N40A,False
5ZHOA,False
5B8DA,False
5WY4A,False
3PIWA,False
5A10A,False
2F7VA,False
2NLYA,False
3BW6A,False
1TIFA,False
5J71A,False
3LHSA,False
4PP4A,False
4R6HA,False
2BF6A,False
6KLYA,False
5U22A,False
4USRA,False
5QHHA,False
3U01A,False
4UPIA,False
3T7AA,False
5CWGA,False
4I5JA,False
3M3PA,False
4RZ9A,False
3SHSA,False
1Y02A,False
4RU3A,False
3MEMA,False
1TU9A,False
4WQDA,False
2ISBA,False
1DD9A,False
1YHTA,False
1QHXA,False
3VBCA,False
4RMMA,False
1P9HA,False
1GWMA,False
5BTYA,False
6FIHA,False
2HHCA,False
4AFFA,False
3M66A,False
1H99A,False
4AQOA,False
5UKHA,False
6FTHA,False
1PO5A,False
3LTIA,False
3CLMA,False
3UFBA,False
3LAXA,False
5O5SA,False
1SRAA,False
3CH4B,False
4WEEA,False
3UX2A,False
5TSQA,False
2OH3A,False
5K34A,False
3C0FB,False
2VY8A,False
3EBTA,False
6I28A,False
5X4RA,False
1P3Y1,True
3GD0A,False
3IKWA,False
2CG7A,False
4N74A,False
2GFHA,False
3OOSA,False
3ZOJA,True
1S7IA,False
4BMDA,False
6E0EA,False
3HQXA,False
3ONTA,False
3U9LA,False
2OJHA,False
4CCWA,False
5MECA,False
5I39A,False
2JLIA,False
6ITWA,False
5MQHA,False
5WHGA,False
2GHRA,False
6HQMA,False
6I50A,False
6RI6A,False
4MDWA,False
2P0OA,False
1IFRA,False
3MSEB,False
5IK4A,False
5JJ2A,False
5NW3A,False
3C7AA,False
4PNOA,False
4L8JA,False
4X1TA,False
2R2ZA,False
4KM6A,False
1KA1A,False
4OQ2A,False
3GO9A,False
2QP2A,False
2QZUA,False
3OU2A,False
4YUCA,False
3LOVA,False
3L7NA,False
4RDRA,False
3SEEA,False
4WDCA,False
1XT5A,False
2Q40A,False
1G6XA,False
3K93A,False
3DXLA,False
5NJOA,False
1V2XA,False
2J6BA,False
3HDXA,False
4X7GA,False
4LJSA,False
3HBMA,False
1Y9LA,False
5COFA,False
5CR6D,False
6K16A,False
4RDBA,False
4Z8WA,False
5DXLA,False
4WFQA,False
5LP9A,False
2FG9A,False
3KFOA,False
4JG2A,False
1L2PA,False
3P6LA,False
4OV8A,False
1CFBA,False
1XKSA,False
5VPSA,False
5KZAA,False
3PLWA,False
1KHXA,False
3BUTA,False
3GP6A,False
1QSAA,False
6IYYA,False
3A9BA,False
1TVGA,False
2HUHA,False
4RVQA,False
5MJRA,False
4EADA,False
1W53A,False
1ES9A,False
5T8CA,False
1J27A,False
6HPVA,False
5ONKA,False
3GQ8A,False
3H2YA,False
6O0WA,False
6MD5A,False
5TTYA,False
4HVYA,False
2NQ3A,False
3PVHA,False
5COZA,False
4N13A,False
4J6EA,False
4MZYA,False
3M31A,False
4KOAA,False
2CIBA,False
2X3MA,False
2B8MA,False
1XW3A,False
5LYPA,False
6DU9A,True
2XODA,False
4NLMA,False
6EBUA,True
5H9IA,False
3SG0A,False
5TFQA,False
1ZT3A,False
3PR6A,False
4U4VA,True
4E1SA,False
4I9OA,False
3HFIA,False
6MAAA,False
4PUXA,False
1POCA,False
3Q1NA,False
4KP1A,False
6F5XA,False
4JP6A,False
5JEQA,True
2BJUA,True
2GQWA,False
3F6YA,False
6JEBA,False
3F8TA,False
5HJQA,False
2I5FA,False
4ZBGA,False
5GOFA,False
3GRLA,False
5JIWA,False
4DMVA,False
2CASA,False
5TUXA,False
3G8YA,False
4PDYA,False
6OVBA,True
1G66A,False
2YGNA,False
4EZIA,False
5EZMA,True
4IPIA,False
4U4HA,False
5LZNA,False
4KF7A,False
3EXNA,False
2W2SA,False
4Z04A,False
5VHGA,False
6E5FA,False
5LGGA,False
3LUAA,False
6AC5A,False
1H2HA,False
6CB4A,False
1R0UA,False
1OYGA,False
2DEJA,False
2A3NA,False
4UDXX,False
6A7AA,False
5Y1FA,False
4A2VA,False
1QHDA,False
5FAFA,False
5OJCA,False
6A68A,False
6GL8A,False
4NQ0A,False
6NTWA,False
6D0GA,False
6A48A,False
3TVQA,False
5VD8A,False
1I27A,False
5OLUA,False
2FM9A,False
2V4XA,False
3DOUA,False
4LQEA,False
1GCIA,False
3PFGA,False
3OYVA,False
3I8BA,False
1GVPA,False
2HEWF,False
6PNVA,False
3WWCA,False
1X91A,False
3FEDA,False
2W0GA,False
6K4FU,False
6OZEA,False
1Z6MA,False
4Q68A,False
5C17A,False
4XJVA,False
5L7SA,False
6FM8A,False
3QC1A,False
3LL7A,False
3P0KA,False
5SYTA,True
3WQMA,False
2FFMA,False
3PM2A,False
4RFQA,False
4FR9A,False
2DG6A,False
1C4OA,False
6F0PA,False
6QB2A,False
4EBYA,False
4D7MA,False
2OZGA,False
2B4WA,False
3IV0A,False
3TJYA,False
2DYIA,False
4K7CA,False
6HQLA,False
4P98A,False
5W7PA,False
1WHIA,False
1D2SA,False
1DABA,False
4RLRA,False
4JF8A,False
2QHPA,False
3THIA,False
5MLTA,False
2PY6A,False
5YQWA,False
1DQGA,False
4PFOA,False
3EGEA,False
1TUHA,False
2B0CA,False
1Q7EA,False
5H3XA,False
2XWSA,False
1HW7A,False
3C96A,False
1ZBPA,False
3BVXA,False
4B89A,False
5E10A,False
2V3AA,False
6HHNA,False
5X3GA,False
1J98A,False
5GU6A,False
4O9IX,False
6ECTA,False
3VG7A,False
4PS6A,False
1CJWA,False
6EFNA,False
3CM3A,False
2Z98A,False
4W7WA,False
6MDWA,False
3RGAA,False
4GMOA,False
3S99A,False
5KLEA,False
3P02A,False
5EIKA,True
3BZCA,False
5XEVA,False
5MR1A,False
3OZ2A,False
4C2LA,False
5IJPA,False
6COKA,False
4AKPA,False
3CTVA,False
6D2SA,False
2Y1BA,False
5EYNA,False
4ESMA,False
4B4YA,False
3KKGA,False
4ATEA,False
2YN0A,False
3AKBA,False
4I8IA,False
5UKIA,False
5FBFA,False
3DNPA,False
1QHLA,False
6F1SA,False
5NV9A,True
6FT2A,False
4HE6A,False
6R01A,False
4WFOA,False
5H02A,False
6AVXA,False
4OFZA,False
2RJ2A,False
3WISA,False
1ES5A,False
6HURA,False
3KHIA,False
3EEHA,False
3KFWX,False
1D2NA,False
2XU3A,False
6FMCA,False
5TXUA,True
3ZUCA,False
4XEMA,False
4HNLA,False
1O9GA,False
4EHCA,False
3RAZA,False
3RJUA,False
2EFVA,False
1EG3A,False
6S1HA,False
5A8CA,False
1EZJA,False
5M2NA,False
5E4GA,False
5N6FA,False
3FEUA,False
3KSNA,False
4FK7A,False
2R39A,False
2VM9A,False
1ZD0A,False
3ZX7A,False
6GMCA,False
1WS6A,False
6EUWA,False
5J80A,False
3VPZA,False
1VMHA,False
5GQIA,False
1QNRA,False
5CTAA,False
6OE9A,False
2GNPA,False
5K08A,False
5DFKA,False
3S5QA,False
2NYKA,False
3MTVA,False
1LWBA,False
5LF9A,False
4PZJA,False
5GI7A,False
1LN1A,False
4JD0A,False
2W8TA,False
1F32A,False
6OH6A,False
6DFPA,True
2UURA,False
6Q10A,False
5FORA,False
1XAUA,False
1BYIA,False
4OZWA,False
4IC4A,False
3CE8A,False
5HQTA,False
1WZZA,False
1SGWA,False
4NPXA,False
5ZE8A,False
2DCHX,False
6A1AA,False
2FL4A,False
3NGWA,False
4HHRA,False
5DGOA,False
1YU5X,False
2YVQA,False
4HZ4A,False
3ZSJA,False
5KWBA,False
6EWHA,False
3QH9A,False
3T7LA,False
1NQKA,False
3HZ7A,False
3QVSA,True
2XGVA,False
5UGWA,False
3GA7A,False
2SAKA,False
5U6ZA,False
1S21A,False
3LHIA,False
2EJXA,False
4YI8A,False
5MI4A,False
3S83A,False
6RN5A,False
6QLLA,False
5CG5A,True
2O7IA,False
3JS6A,False
6I96A,False
4Y5JA,False
2PFTA,False
4JDUA,False
5NFMA,False
4JXYA,False
5MDUA,False
3RLKA,False
4KDWA,False
4YBGA,False
5JVIE,False
4UOSA,False
3CIHA,False
2V9LA,False
1EI9A,False
2BUEA,False
4C24A,False
5EHAA,False
3ILVA,False
4P5PA,False
4L0JA,False
4AURA,False
4U89A,False
3EC8A,False
4BJ0A,False
3SCYA,False
3IGHX,False
4BQHA,False
1LRZA,False
5FU5A,False
6OH9A,False
6QM2A,False
3R72A,False
4FW9A,False
5YOWA,False
1FT5A,False
4RLEA,False
3BLNA,False
2WVIA,False
3POHA,False
5HNVA,False
4KQPA,False
4FO0A,False
1A8LA,False
6JCHA,False
4E6ZA,False
3AMLA,False
1A7EA,False
1O7FA,False
2XHGA,False
5T8VA,False
2G0CA,False
5OD4A,False
6FM7A,False
1P4XA,False
4G54A,False
3K6RA,False
4P6QA,False
3EURA,False
3BV8A,False
3ICUA,False
1GP0A,False
1LR0A,False
4QQ6A,False
2VBUA,False
3JZYA,False
5LF8A,False
4PI8A,False
5J4UA,False
1ID0A,False
3EJFA,False
1IUQA,False
4DZ1A,False
2CXCA,False
3LHOA,False
4TJVA,False
6BEAA,False
5NSAA,False
3I10A,False
3FBLA,False
2E26A,False
1UA7A,False
4ZBHA,False
1ESCA,False
2ZZJA,False
6C4MC,False
5JDKA,False
2FUEA,False
4QHQA,False
3MT5A,False
3GHAA,False
1RWHA,False
2WB0X,False
4QN1A,False
4D7JA,False
4R6YA,False
3L1NA,False
4RGLA,False
3ORJA,False
1Q33A,False
5HYZA,False
2ZHJA,False
5CDKA,False
5E1LA,False
3WO6A,True
4A2BA,False
2PPQA,False
4NXYA,False
5AX6A,False
3HJEA,False
6FMXA,True
4BB9A,False
5IG0A,False
2NQWA,False
4BOUA,False
4N7CA,False
6AK4A,False
1KGDA,False
3E97A,False
1VR8A,False
3TBDA,False
1B8KA,False
2QNGA,False
1HQ0A,False
5X89A,False
2Q8PA,False
4MAIA,False
6A32A,False
4N6QA,False
5OEMA,False
1KCMA,False
3LAAA,False
2VOVA,False
3BZ6A,False
1UX6A,False
3FHHA,False
3PV7A,False
1SDOA,False
4EUOA,False
3CK2A,False
1XAKA,False
2P8TA,False
2HQBA,False
5W1EA,False
6MIWA,False
3S8MA,False
6GKSA,False
1RZ3A,False
1XMTA,False
3Q7MA,False
2PU3A,False
1A41A,False
6BIOA,False
1X54A,False
3F2ZA,False
2JLNA,True
4EQPA,False
5EWOA,False
5FR6A,False
4J8LA,False
3E7RL,False
1V9MA,False
2PQ7A,False
3SOYA,False
4FTFA,False
1D4OA,False
2HNGA,False
5WFTA,False
4KYQA,False
1SJYA,False
4EL6A,False
3TQQA,False
1P49A,True
2HBWA,False
4DK2A,False
1YB3A,False
3JYOA,False
4HS2A,False
2WDCA,False
6E6CA,False
6OZWA,False
5NUVA,False
2F5TX,False
1Z0PA,False
1C1KA,False
3IFUA,False
3BT5A,False
5Y4ZA,False
4WT3A,False
2E7ZA,False
3H9MA,False
3ADYA,False
3I7MA,False
2C2JA,False
2WJ5A,False
1CHDA,False
4XFKA,False
5O0JA,False
2ECEA,False
1ZS9A,False
3DYTA,False
3PFEA,False
6O43A,False
3E0KA,False
1ZI8A,False
2APLA,False
3E0HA,False
1YS1X,False
6QLJA,False
1QV1A,False
3W56A,False
6CVAA,False
5BVAA,False
3SGWA,False
6F8PA,False
1YWMA,False
3P3YA,False
6HFCA,False
6BK6A,False
1WOUA,False
2ZB6A,False
5AJGA,False
6G1HA,False
6FMBA,False
2A9IA,False
2XSEA,False
5XQHA,False
5VIAA,False
5W6SA,False
6ELCA,False
4NK6A,False
5W8XA,False
4K82A,False
2XVYA,False
1ZK5A,False
3EH1A,False
5VQEA,False
2GUIA,False
4CV7A,False
1LMIA,False
6N67A,False
3E0EA,False
3L22A,False
3DR5A,False
1V9FA,False
4HN7A,False
4GQ4A,False
6M9MA,False
3D00A,False
3H1TA,False
2QK1A,False
1NZJA,False
4MNNA,False
1CV8A,False
2F8LA,False
4K6NA,False
2NWFA,False
1TQ5A,False
2FGQX,False
3FAYA,False
6H7TA,False
3WS7A,True
3MCPA,False
4IM6A,False
5WXXA,False
6CCIA,True
3F5BA,False
1YD0A,False
3S8SA,False
4XEDA,False
5X9LA,False
1CY5A,False
2V14A,False
2OQZA,False
1RO2A,False
5XLJA,False
3FKCA,False
5K8CA,False
3T3LA,False
2GVIA,False
5UGRA,False
5WUCA,True
1HP1A,False
4R52A,False
1TWUA,False
2OU6A,False
6H5WA,False
1W4SA,False
5Y30A,False
3E8TA,False
3IQTA,False
6IOJA,False
3N6ZA,False
5BV8A,False
1N81A,False
1OFLA,False
2VQPA,False
4C6SA,False
3CUZA,False
4EXRA,False
2XDPA,False
4N30A,True
1ZCEA,False
2WNFA,False
2IP6A,False
6OHLA,False
2QPXA,False
1ATGA,False
6N9MA,False
2NX2A,False
4LITA,False
4A02A,False
3H9WA,False
1AZOA,False
2J1DG,False
5XKXA,False
3LX3A,False
3GRHA,False
2WY4A,False
3OOPA,False
5MK9A,False
3BWHA,False
4C69X,False
5T12A,False
2VBKA,False
4HLBA,False
4V1KA,False
6FPDA,False
5ZZRA,False
3TEUA,False
2GENA,False
3K29A,False
1H6HA,False
4L4EA,False
3NRSA,False
3S5MA,False
1MVLA,False
4UHCA,True
5ABSA,False
6F9OA,False
3OH8A,False
1QWGA,False
2PPXA,False
6J6PA,False
6NDTB,False
4KL0A,False
4BJ1A,False
3F1BA,False
1CXQA,False
4GOSA,False
3WDNA,False
4NUXA,False
4ZC3A,False
1V4AA,False
4M88A,False
1ED1A,False
1Z9LA,False
1D5TA,False
5WWNA,False
6HUNA,False
4AF8A,False
5W5BA,False
5B82A,False
5GNCA,False
1DCSA,False
6QXUA,False
6GZ8A,False
1K5CA,False
3I2NA,False
5B1RA,False
4QGSA,False
4Q4GX,False
3WZSA,False
3ALJA,False
5W8EA,False
2D28C,False
5WGIA,False
3CKMA,False
3FZ4A,False
4W79A,False
5LNBB,False
5WFYA,False
4X7KA,False
2PN1A,False
4XXXA,False
2E4TA,False
3NNBA,False
6ER1A,False
2I6DA,False
4ZRXA,False
5M2PA,False
4BSPA,False
2WB6A,False
1Z2NX,False
1J5YA,False
5LS4A,False
1G41A,False
2J3XA,False
4CITA,False
3G91A,False
5YLBA,False
1OAAA,False
1PBJA,False
4UJ7A,False
1OKSA,False
1US5A,False
6P3NA,False
1Z0WA,False
6FREA,False
1CTFA,False
6C4VA,False
3CP5A,False
3MAHA,False
1F9VA,False
6NZTA,False
1KMOA,False
3LNBA,False
3G5BA,False
5LRTA,False
4LIXA,False
5YGBA,False
6QQHA,False
2WXFA,False
4RUWA,False
6O93A,False
5L74A,False
2HKVA,False
3F8KA,False
4CVOA,False
2JJQA,False
5FZSA,False
6EKTA,False
3KWLA,False
4KXVA,False
2FCKA,False
1RTQA,False
3G85A,False
2QT1A,False
4TXWA,False
5LJXA,False
3DK9A,False
6EKVA,False
5EC6A,False
3KB9A,False
5MBXA,False
3BDRA,False
2B9WA,False
1HXIA,False
5OSWA,False
6MLTA,False
1RLZA,False
4REIA,False
4WPGA,False
2ZQ5A,False
1M4LA,False
5C12A,False
1XOVA,False
3AJ7A,False
5EK8A,False
2XRHA,False
1NUYA,False
6EWLA,False
5J5LA,False
2WFOA,False
3BXVA,False
1WCWA,False
2FX5A,False
6FVIA,False
2WK1A,False
5KARA,False
4KUIA,False
5G25A,False
6D0AA,False
5EZ7A,False
3IIBA,False
5L1MA,False
4QRKA,False
3BBYA,False
2Y0OA,False
3RVCA,False
4CO8A,False
6FJNA,False
3F0HA,False
6JPTA,False
3UPSA,False
2O8PA,False
6FOPA,False
3NXHA,False
3C19A,False
4ZNKA,False
3M1TA,False
4M37A,False
4ZLFA,False
5DICA,False
2ERFA,False
3FOTA,False
4TTWA,False
3JU4A,False
2IGPA,False
2EWFA,False
3MCRA,False
2WTGA,False
3BIYA,False
3G40A,False
4REPA,False
1W66A,False
1PDOA,False
4EEKA,False
6GKXA,False
5VCCA,True
5MZNA,False
2D59A,False
4ERNA,False
5DHDA,False
3MKOA,False
1UYNX,False
4JQRA,False
2Y78A,False
4A9VA,False
4QQ0A,False
4OIEA,False
5NF2A,False
2X9ZA,False
4IE5A,False
3F4MA,False
6K1WA,False
2RH2A,False
6GNAA,False
3W06A,False
1YI9A,False
1IN4A,False
2OITA,False
3U97A,False
1WF3A,False
2Z3ZA,False
1OZ2A,False
3S25A,False
3DM8A,False
4XPXA,False
3LQNA,False
4GQVA,False
2CYJA,False
1IXGA,False
1SE8A,False
1VCTA,False
5G3YA,False
2CIWA,False
4Z9PA,False
3LUYA,False
3BNJA,False
5EQZA,False
6JDDA,False
4MH6A,False
3PBTA,False
5DFYA,False
5EJRA,False
4UYBA,False
5U5OA,False
4J7OA,False
4G2AA,False
3E9UA,False
1WV3A,False
4HCJA,False
5LTJA,False
