id,tmp
5NOAA,False
1Y6XA,False
5HWEA,False
4EVFA,False
1WC2A,False
5FEBA,False
3ZT9A,False
4ARUA,False
3PL8A,False
1MSCA,False
2NS6A,False
4WPYA,False
3BKHA,False
2QU8A,False
1PEAA,False
1DZ3A,False
3II2A,False
5V7OA,False
1N67A,False
4I3MA,False
4KH8A,False
4AXVA,False
6A17A,False
3F43A,False
5XDTA,False
5BP9A,False
6QV5A,False
4Y2FA,False
6ITAA,False
4RXVA,False
2XU0A,False
1GMIA,False
3UN6A,False
1UTGA,False
2VXNA,False
3HV8A,False
1XKRA,False
2ATZA,False
3QC7A,False
2YK4A,False
3KOGA,False
4MGQA,False
5Y1AA,False
4GJZA,False
2X55A,False
4QDYA,False
6CBUA,False
2EBBA,False
1Y88A,False
3T7ZA,False
4XPLA,False
1RA0A,False
3PF2A,False
5SUIA,False
6AB9A,True
6CNWA,False
5MQIA,False
4DNYA,False
6I9KA,True
6BK0A,False
3WCQA,False
6RO8A,False
5YWZA,False
3U66A,False
4GZKA,False
2I9CA,False
3RX9A,False
4H4NA,False
3GGDA,False
1NH1A,False
1SZIA,False
3T92A,False
5A9CA,False
2Q82A,False
4F06A,False
3F6VA,False
2VC8A,False
3Q6BA,False
4RM7A,False
4R1JA,False
4Q38A,False
6HQOA,False
3LCCA,False
2B06A,False
3AL2A,False
2DHOA,False
3NYCA,False
4FSDA,False
4ZAVA,False
1O88A,False
1MGTA,False
3B33A,False
5TIFA,False
3BZ5A,False
2O4TA,False
4E4RA,False
5NPTA,False
3HSLX,False
3RIPA,False
3JYZA,False
6G8YA,False
1TKEA,False
3K50A,False
5FA8A,False
3NYYA,False
4S1PA,False
4OJXA,False
5FBSA,False
5H9NA,False
4EM2A,False
6BXRA,False
3B34A,False
2AP3A,False
3ENUA,False
3QSGA,False
1XKIA,False
2B1EA,False
2ZCXA,False
3RZNA,False
6QURA,False
5KF9A,False
6D8VA,False
3B0XA,False
3NUQA,False
4S36A,False
4HBSA,False
4WJIA,False
1GPPA,False
6EI3A,True
2P4HX,False
3K0YA,False
6QK4B,False
3VENA,False
3GOEA,False
4AIVA,False
1N93X,False
2I5VO,False
6HA4A,False
2V7KA,False
3Q6ZA,False
2PAGA,False
2ZB4A,False
3LJNA,False
5YKUA,False
3GZIA,False
1QUUA,False
5N0KA,False
5FWHA,False
5TKWA,False
1YU0A,False
1WLFA,False
4O7KA,False
1S9UA,False
3L60A,False
2QV3A,False
4DPZX,False
1U7LA,False
1AHOA,False
4JGLA,False
3L5IA,False
2YH5A,False
2FSXA,False
4BEUA,False
3KVHA,False
5MDTA,False
1L3PA,False
1U94A,False
1A1XA,False
1W0HA,False
4KRUA,False
4EO0A,False
5BOWA,False
5HUBA,False
3R0VA,False
1AH7A,False
6A6OA,False
4O06A,False
2Z4SA,False
6AHVA,False
2IP1A,False
5UNOA,False
2FD5A,False
1ZVAA,False
2G5GX,False
3DLCA,False
6DCMA,False
3OG2A,False
3HPCX,False
2Y9UA,False
5U3AA,False
4X5PA,False
4HL4A,True
4RYKA,False
4OSNA,False
2P3HA,False
4XPQA,False
1ZARA,False
4HHXA,False
4JBDA,False
2QGMA,False
3EO7A,False
1N3LA,False
2Q07A,False
3LICA,False
3H2GA,False
3QP4A,False
4CHDA,False
5XMGA,False
4HGUA,False
4MT2A,False
2NS0A,False
1HUWA,False
5T09A,False
6FULA,False
2J8AA,False
3HRLA,False
3U9WA,False
2XM5A,False
5Z6YA,False
3UWPA,False
6A2WA,False
6AJZA,False
4GWGA,False
5MU5A,False
3H20A,False
6DGGA,False
1RUTX,False
3X34A,False
1JR7A,False
6FNUA,False
6N36A,False
5A61A,False
4ZGIA,False
4EKFA,False
6CB2A,True
3GBWA,False
3GREA,False
5C9OA,False
3DF7A,False
2PNDA,False
4W8BA,False
5YJ9D,False
4FO9A,False
5EX8A,False
2PP6A,False
2Z08A,False
4O5JA,False
4REOA,False
3V7NA,False
1BU8A,False
1DBHA,False
6EY1A,False
2X5RA,False
2NXFA,False
3GK6A,False
6IYSO,False
3NWRA,False
2YHAA,False
4CVRA,False
1R6WA,False
4W7GA,False
2QSWA,False
3EJKA,False
2NRKA,False
3DQYA,False
1SENA,False
4DVCA,False
2CNQA,False
6QGIA,True
3KBGA,False
3ZPJA,False
4JRFA,False
3BFMA,False
5OL9A,False
6MJ1A,False
2HXTA,False
2ZK9X,False
5HWHA,False
3WH1A,False
3U3LC,False
1I1WA,False
3ODPA,False
3C9PA,False
3UGUA,False
6NJ0A,False
5UFTA,False
5Z1AA,False
1A5TA,False
2X8XX,False
4L5EA,False
2EW0A,False
3ORUA,False
2CXYA,False
2P51A,False
2AEUA,False
1XMKA,False
4ETNA,False
4XWHA,False
6EIOA,False
3KLKA,False
3OJ0A,False
5II6A,False
1XQOA,False
6IHGA,False
2RFVA,False
4U12A,False
6A02A,False
2YC3A,False
4LUAA,False
6EKRA,False
5ZX9A,True
3CYMA,False
1EI5A,False
4EUNA,False
3CCYA,False
5J4LA,False
2QR6A,False
3VWNX,False
6GO4A,False
5BOIA,False
4RWUA,False
1TUKA,False
1GP6A,False
2NLRA,False
2DXAA,False
6HNIA,False
5ZDMA,False
3NA7A,False
1TG0A,False
3KWKA,False
6NZSA,False
1QZMA,False
3CQ1A,False
1S3CA,False
2QMLA,False
4PAUA,False
1IXLA,False
2Q8KA,False
3LUUA,False
3IDWA,False
5X4TA,False
5GYQA,False
3K4ZA,False
2AXCA,False
4Y88A,False
4IGIA,False
6CCAA,False
3M9ZA,False
6OS6A,False
4GMUA,False
4E40A,False
2JAYA,False
4LVPA,False
2Y71A,True
3HC1A,False
1U3DA,False
2ID6A,False
5JRTA,False
4RAJA,False
5OPJA,False
3UAFA,False
4WE2A,False
5WM2A,False
1LS1A,False
1G3PA,False
4MZVA,False
2Q12A,False
4JN7A,False
4EHXA,False
4J7NA,False
4U7AA,False
4O9XA,False
4ZP0A,True
4Y6WA,False
4ANOA,False
3P2TA,False
2ETJA,False
5EPEA,False
3T33A,False
2OGGA,False
3WVTA,False
3CCGA,False
2G2CA,False
2PSBA,False
4ZOYA,False
4MAAA,False
3GMFA,False
3CNIA,False
6NIBA,False
3D79A,False
3FBQA,False
5QI0A,False
6ESKA,False
2YMVA,False
3CP3A,False
6EKBA,False
2XSTA,False
5XLSA,True
3BCYA,False
3OKQA,False
1WLUA,False
2IZRA,False
5O29A,False
1WNAA,False
2QX2A,False
5MRIA,False
1KOEA,False
3KA7A,False
2AXQA,False
5EVFA,False
2ZQMA,False
3FS3A,False
1RTTA,False
6H7DA,True
3QFLA,False
5MU9A,False
1VMGA,False
4QVUA,False
4JHTA,False
2OVGA,False
5KZSA,False
1V05A,False
4ME2A,False
3VX0A,False
1CR1A,False
6A9TA,False
5MPHA,False
6OT6A,False
4PEUA,False
4ALWA,False
2YKFA,False
2XUBA,False
5L7ZA,False
1AT0A,False
5C5CA,False
5IPXA,False
1J3AA,False
2G7GA,False
3VDJA,False
4XFMA,False
1JFBA,False
4IILA,False
2PV4A,False
5LJMA,False
4UM2A,False
2Q88A,False
4TZ1A,False
1T1UA,False
2B0AA,False
4R4XA,False
1XZZA,False
5JIXA,False
2WAGA,False
1CUKA,False
1R4VA,False
4LG8A,False
5DE3A,False
4IAUA,False
3FNRA,False
4C4AA,False
3VI6A,False
1Z7BA,False
6GPUA,False
6IBDA,False
1SFSA,False
6BM5A,False
3KV1A,False
4I0NA,False
6R80A,False
1VYKA,False
6BDCA,False
2UU8A,False
5MGWA,False
3AXBA,False
2FU2A,False
2WOYA,False
4NYQA,False
5CAGA,False
6MUQA,False
3I4GA,False
4D6VA,False
5I95A,False
6GKAA,False
3LO8A,False
6MGCA,False
1WERA,False
3A1FA,True
3EAFA,False
3L8DA,False
3GKJA,False
2QQYA,False
4JHYA,False
4MNOA,False
3D0JA,False
5LQ6A,False
5OH5A,False
2HHZA,False
1VK1A,False
2WFPA,False
2QYBA,False
2QVGA,False
6BSQA,False
1O59A,False
4XCPA,False
1TUWA,False
4OU0A,False
2Z84A,False
5VTLA,False
2I2CA,False
4K8WA,False
4UY3A,False
5WK0A,False
1N57A,False
3A02A,False
4EV8A,False
3LWJA,False
5U02A,False
3FVZA,False
4EA9A,False
2QKDA,False
3TYSA,False
2Y6UA,False
5E6XA,False
3NOHA,False
2QCPX,False
2RDQA,False
3K1TA,False
8ABPA,False
4G3OA,False
4YAPA,False
5DYRA,False
2IAYA,False
3EMIA,False
1SDIA,False
2CFQA,True
4YAAA,False
1J7XA,False
3HUTA,False
4H14A,False
4I90A,False
3F7WA,False
1N9PA,False
3B7FA,False
6BE0A,False
3N7XA,False
2X5XA,False
2P5ZX,False
2GGCA,False
4MNCA,False
2G40A,False
1SBXA,False
2OV0A,False
6IH0A,False
5ULBA,False
1IZMA,False
5E0YA,False
5LNNA,False
5OBYA,False
1P2XA,False
3TX8A,False
4ZJUA,False
5OC0A,True
2XEUA,False
4BFOA,False
4TKCA,False
2ESSA,False
4U98A,False
1SAUA,False
3KQ5A,False
6F86A,False
4PWOA,False
6FM5A,False
1KWFA,False
3O48A,False
5BYKA,False
5YHYA,False
3QOUA,False
2Q0YA,False
2PQ8A,False
6IF6A,False
5UE0A,False
5G4ZA,False
3T2LA,False
1WJXA,False
3H8ZA,False
5JRYA,False
2QRLA,False
6DS9A,False
3OHSX,False
6DLHA,False
2PGEA,False
5DKTA,False
1LZLA,False
6B8FA,False
2HLYA,False
4BJZA,False
6E4NA,False
6I65A,False
3U24A,False
1R6XA,False
3CP0A,False
4EXKA,False
3ELIA,False
1U2HA,False
2EI9A,False
5TSAA,True
3VZHA,False
5IWSA,True
5IXPA,False
6E6OA,False
6C10A,False
1K4IA,False
2QMQA,False
3K1HA,False
1IJ5A,False
6CKHA,False
2WOLA,False
3PG0A,False
1N4KA,False
1LC5A,False
2VCLA,False
2OIXA,False
2CWSA,False
2IJRA,False
5ZIMA,True
3LWUA,False
3MC3A,False
5N2EA,False
4ALZA,False
2F5UA,False
2CE2X,False
1RZ4A,False
2NN5A,False
3LWAA,False
1O1YA,False
3QVPA,False
1O5LA,False
3WJPA,False
4PKEA,False
4GMQA,False
1BYRA,False
5PHLA,False
5AL6A,False
6FTFB,False
5OTNA,False
2Q2FA,False
6GS0A,False
5YCKA,True
4HCSA,False
5UOUA,False
2A6ZA,False
2XIOA,False
1CFRA,False
6Q64A,False
3ZUZA,False
4D0PA,False
2I49A,False
4XYPA,False
5ZODA,False
1UKFA,False
3QDPA,False
3TPDA,False
6AO8A,False
2ZE3A,False
6MI0A,False
4ZHWA,False
3X2MA,False
2R0XA,False
1VBWA,False
3K9IA,False
2GUFA,False
5ZT3A,False
5GQWA,False
3DFGA,False
2ETSA,False
4KCFA,False
2YZTA,False
6HLKA,False
2P9WA,False
3E3XA,False
3IV4A,False
2PPVA,False
3IR4A,False
4B5OA,False
2NSFA,False
1NR0A,False
6N8RA,False
6CQGA,False
3ESMA,False
3F0CA,False
3ZVLA,False
6E0IA,False
5JNQA,True
2OSXA,False
1NIJA,False
4WH9A,False
5JICA,False
3ISXA,False
5GZSA,False
3A0SA,False
5KTCA,False
3MOIA,False
1CB8A,False
1V7WA,False
4CEKA,False
3E9VA,False
2QZQA,False
5J1NA,False
4OOBA,True
3HMSA,False
2HL7A,False
3SU6A,False
5BY4A,False
6NEYA,False
3HC7A,False
3VSNA,False
3T2CA,False
3RH2A,False
3HWUA,False
1KQ6A,False
3PIUA,False
4AZ6A,False
6AO9A,False
2RAEA,False
5D8MA,False
3D6JA,False
6H48A,False
3VJ9A,False
3BC9A,False
3WKGA,False
5WD9A,False
2HBOA,False
3HMPA,False
5IG6A,False
4ZGFA,False
6ONQA,True
3PGUA,False
2GJ4A,False
1MUWA,False
3FIAA,False
3LYGA,False
1EB6A,False
3HYNA,False
4WHIA,False
4MKXA,False
4G78A,False
2YFUA,False
4RK4A,False
6OHKA,False
3ACHA,False
4BPSA,False
6H3XA,False
5U4UA,False
1XAWA,False
5GVAA,False
3TXYA,False
3NZMA,False
4I6XA,False
4PGRA,True
6IYRA,False
3FAWA,False
4OUSA,True
5NPYA,False
3WLIA,False
2I53A,False
3DEEA,False
2Y6XA,False
1UURA,False
3EWYA,False
1I2TA,False
4GEYA,False
4M6TA,False
4PJ3A,False
2D4PA,False
5N2PA,False
4FK9A,False
6A2JA,True
5H11A,False
1C7KA,False
4DTHA,False
4ZOUA,False
4ZEYA,False
3LEQA,False
6NJWA,False
3I0PA,False
3BH0A,False
3K11A,False
1WN2A,False
4E74A,False
6A16A,False
2CY5A,False
3NO2A,False
1P9GA,False
1R8IA,False
6HZGA,False
2GWMA,False
5ZCYA,False
4OJDH,False
3ZGHA,False
2IIHA,False
5O0SA,False
2QIPA,False
3E8SA,False
2GZVA,False
5CADA,False
4F3NA,False
3V46A,False
3ZRIA,False
1DMGA,False
3U9GA,False
2JKUA,False
2QNTA,False
6DQXA,False
3B9WA,True
5BTBA,False
1UX5A,False
2ZE7A,False
3KE3A,False
2Q4WA,False
1VJXA,False
2QSKA,False
3BHOA,False
5A57A,False
3BDIA,False
1FG7A,False
5OUPA,False
3HRGA,False
1SF9A,False
2DDXA,False
6QE0A,False
3IU6A,False
3L7VA,False
2PETA,False
6SIBA,False
1LY1A,False
3UENA,False
4RYOA,True
1V72A,False
4QO5A,False
2EDMA,False
1OW1A,False
4EQ3A,False
3E21A,False
3SKQA,False
2FB0A,False
2BFWA,False
3DCMX,False
4A7KA,False
3E56A,False
2FW5A,False
5YDVA,False
3FFYA,False
1Z21A,False
2PORA,False
3KOSA,False
3NNFA,False
1Y0NA,False
4V12A,False
3S64A,False
4XXFA,False
4PBDA,False
4OQPA,False
3S6FA,False
4R78A,False
3HZPA,False
2CULA,False
2ABSA,False
3L0AA,False
6FJWA,False
2FY7A,False
6PBGA,False
4WJ1A,False
5GWNA,False
6JGJA,False
1GQEA,False
4FCAA,False
6AQKA,False
4MF5A,False
5YF6A,False
4FFLA,False
4MSXA,False
4GB5A,False
5I2TA,False
5Y9XA,False
5CYWB,False
6JL9A,False
3PCVA,True
1G12A,False
1Y8AA,False
1QDDA,False
4ES1A,False
3BQWA,False
1WM1A,False
4LHFA,False
6HXEA,False
6EYGA,False
1F97A,False
5MQNA,False
5MUJA,False
4MTUA,False
5UMVA,False
3RQ4A,False
2YLNA,False
1P1MA,False
2PC1A,False
4GZCA,False
2ENDA,False
2X5NA,False
4LGJA,False
6NU9A,False
4R7FA,False
4KIAA,False
3HRPA,False
4X2PA,False
2XGRA,False
4JG5A,False
2E1FA,False
1F5NA,True
5YQAA,False
4U0OB,False
5U47A,False
2A0BA,False
3KNVA,False
1NI5A,False
2D5MA,False
3LMZA,False
3HXRA,False
1QW2A,False
4DNHA,False
1R9LA,False
4GNRA,False
3CJYA,False
2HDOA,False
5XNWA,False
3QWMA,False
6MW4A,False
2JFRA,False
2QNLA,False
2VCHA,False
4R2FA,False
5E71A,False
3LLBA,False
4HBZA,False
4AL0A,True
5GHEA,False
4FZ4A,False
3ESSA,False
3M89A,False
5VNYA,False
1RL6A,False
4JKZA,False
2X0QA,False
3EBYA,False
5CEMA,False
3WJTA,False
4ATMA,False
2ZFYA,False
6MPTA,False
6BDEA,False
5TEEA,False
1JNIA,False
1C0PA,False
5UJCA,False
1E0CA,False
3SLRA,False
1PB1A,False
4UVQA,False
2OXOA,False
4OO3A,False
2C60A,False
4PWSA,False
3S2JA,False
4UHOA,False
3G5SA,False
4GS5A,False
5UROA,False
2HD9A,False
1IAPA,False
2R31A,False
3C26A,False
6FHOA,False
3B21A,False
6O08A,False
2ES9A,False
2X27X,False
4DKKA,False
2QUPA,False
6DQHA,False
5Y6GA,False
2X4LA,False
4G26A,False
2PN2A,False
6H7XA,False
3NEDA,False
6HQNA,False
6B3AA,False
6N1LA,False
5E3QA,False
2V84A,False
3ONJA,False
4O0AA,False
1VI4A,False
4IEJA,False
4O8SA,False
3SIGA,False
2ZFNA,False
1HLBA,False
2RKVA,False
5ZIBA,False
3K6YA,False
5M9BA,False
3DKRA,False
5YDEA,False
6NXIA,False
3LODA,False
5D9RA,False
1E5KA,False
5JXMA,False
5X3DA,False
1FCQA,False
2RJOA,False
4ZDJA,False
1WY6A,False
5XBJA,False
6GQDA,False
2J4OA,False
4PVKA,False
5U7FA,False
5J4OA,False
3OKPA,False
2R16A,False
3H74A,False
5UQJA,False
3OSTA,False
3V7IA,False
3U2AA,False
3BWZA,False
3ZL8A,False
5E9PA,False
6OWKA,False
3MNFA,False
3ID1A,False
3ATSA,False
3IEEA,False
1R7JA,False
6O54X,False
4LUKA,False
3W4TA,True
1SVSA,False
6E5YA,False
3WA1A,False
5ZHZA,False
1SAZA,False
2DPMA,False
5XVTA,True
1HN0A,False
4NNOA,False
6IQCA,False
4F2EA,False
3ELFA,False
6AR0A,False
3W07A,False
3VP7A,False
3Q2IA,False
5D2EA,False
5XYRA,False
4ONRA,False
1CIDA,False
5O2XA,False
1USEA,False
6CXBA,False
4WY9A,False
2RAUA,False
1M1QA,False
4YTKA,False
3GWIA,False
2W6KA,False
3OAOA,False
1Q8DA,False
3O2TA,False
1QCSA,False
4YJIA,False
1U9PA,False
5L4LA,False
1O4WA,False
3VIIA,False
3G3TA,False
4YMYA,False
2DBNA,False
5TPIA,False
2YVIA,False
1U2KA,False
4JIUA,False
4ACJA,False
3P4HA,False
2ZRRA,False
6H20A,False
5YBYA,False
1WWCA,False
1BX7A,False
2CCQA,False
2EH3A,False
3F7CA,False
3VWCA,False
5BPZA,False
4L3UA,False
5W2FA,False
1NTHA,False
3K0BA,False
3QNMA,False
5YWJA,False
3JTZA,False
3IXLA,False
4XO1A,False
5YJ6A,False
5XEFA,False
5COTA,False
1NFPA,False
1P5ZB,False
6A9SA,True
2FE5A,False
3T4RA,False
3DMLA,False
6HQKA,False
3GA4A,False
1Q8BA,False
2NSZA,False
1H16A,False
6EDVA,False
1GAKA,False
2QYTA,True
2RFRA,False
2PQXA,False
1S7ZA,False
2GTIA,False
6A6CA,False
6CB7A,True
6MABA,False
3G0MA,False
2RFFA,False
3NDQA,False
3TS9A,False
2XSKA,False
6A3KA,False
4YS0A,False
1W0NA,False
5T39A,False
4P09A,False
6OJJA,False
5H7KA,False
4KDDA,False
5EDFA,False
1OI7A,False
6PDMA,False
5Y2SA,False
2W15A,False
4Q98A,False
5DM2A,False
1WKCA,False
6AILA,False
2EHZA,False
4ZZFA,False
4JO0A,False
4UDSA,False
2G7SA,False
6OB7A,True
5H3KA,True
1MUNA,False
6DA0A,False
4B6WA,False
1BHEA,False
1K0IA,False
6GS6A,False
3NYTA,False
3FYMA,True
1GWEA,False
3MSTA,False
2JA4A,False
5YCQA,False
4KDRA,False
1XUBA,False
4YYCA,False
2YVTA,False
2GDMA,False
6EFWA,False
