NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
CES1	1	CES1	
U2AF2	1	U2AF2	
TKT	1	TKT	
SNX6	1	SNX6	
ZIC1	1	ZIC1	
ODF3L1	1	ODF3L1	
PIP4K2C	1	PIP4K2C	
PNPLA5	1	PNPLA5	
ACR	1	ACR	
MAIP1	1	MAIP1	
PIGL	1	PIGL	
PRAMEF27	1	PRAMEF27	
PEX26	1	PEX26	
NOC4L	1	NOC4L	
HSD17B6	1	HSD17B6	
HSPA8	1	HSPA8	
MRPL45	1	MRPL45	
DET1	1	DET1	
KYAT3	1	KYAT3	
PSG7	1	PSG7	
HLA-E	1	HLA-E	
ADSL	1	ADSL	
CLEC4A	1	CLEC4A	
SERPINA7	1	SERPINA7	
SERPINA3	1	SERPINA3	
PPARD	1	PPARD	
SGSH	1	SGSH	
MYMK	1	MYMK	
ARHGAP15	1	ARHGAP15	
IDS	1	IDS	
WASHC3	1	WASHC3	
LMAN2	1	LMAN2	
ELP3	1	ELP3	
ICOS	1	ICOS	
BCO2	1	BCO2	
METTL24	1	METTL24	
YES1	1	YES1	
TREM1	1	TREM1	
AAAS	1	AAAS	
PYROXD2	1	PYROXD2	
PCGF2	1	PCGF2	
IQCK	1	IQCK	
MRPS5	1	MRPS5	
FAM210B	1	FAM210B	
CKLF	1	CKLF	
MCL1	1	MCL1	
SNAPC3	1	SNAPC3	
BCL2	1	BCL2	
PMP22	1	PMP22	
ZNF763	1	ZNF763	
HNRNPF	1	HNRNPF	
SELENOS	1	SELENOS	
LRRC40	1	LRRC40	
MSS51	1	MSS51	
ACO2	1	ACO2	
IP6K2	1	IP6K2	
CMTM8	1	CMTM8	
NDUFA9	1	NDUFA9	
TBXT	1	TBXT	
ZNF514	1	ZNF514	
CCDC90B	1	CCDC90B	
IQCM	1	IQCM	
AGPAT1	1	AGPAT1	
R3HDML	1	R3HDML	
SAG	1	SAG	
ARRDC2	1	ARRDC2	
PADI1	1	PADI1	
FAM219A	1	FAM219A	
DNTTIP1	1	DNTTIP1	
OTUD3	1	OTUD3	
XAF1	1	XAF1	
FGF5	1	FGF5	
PRAMEF17	1	PRAMEF17	
CDIP1	1	CDIP1	
GFPT1	1	GFPT1	
CNPY3	1	CNPY3	
OXSR1	1	OXSR1	
CORO1B	1	CORO1B	
EIF2S3B	1	EIF2S3B	
TMED5	1	TMED5	
PTPN20	1	PTPN20	
COX11	1	COX11	
TMED10	1	TMED10	
PDK2	1	PDK2	
KMT5C	1	KMT5C	
CCNJ	1	CCNJ	
NADK2	1	NADK2	
MARVELD1	1	MARVELD1	
SERPINA4	1	SERPINA4	
IGLON5	1	IGLON5	
ASPN	1	ASPN	
GPT	1	GPT	
RUNX3	1	RUNX3	
TUFM	1	TUFM	
TLX1	1	TLX1	
PDK4	1	PDK4	
ERO1B	1	ERO1B	
PM20D2	1	PM20D2	
ZNF557	1	ZNF557	
EHD1	1	EHD1	
ZNF878	1	ZNF878	
PDCD1	1	PDCD1	
CD8B	1	CD8B	
GLYCTK	1	GLYCTK	
ACOXL	1	ACOXL	
SFRP5	1	SFRP5	
KLHL18	1	KLHL18	
ABAT	1	ABAT	
THRA	1	THRA	
PSG11	1	PSG11	
FAM50A	1	FAM50A	
GBGT1	1	GBGT1	
PLS3	1	PLS3	
PCOLCE2	1	PCOLCE2	
OSTC	1	OSTC	
AFG1L	1	AFG1L	
DHRS13	1	DHRS13	
CACFD1	1	CACFD1	
INO80B	1	INO80B	
ZNF444	1	ZNF444	
PPP2R5E	1	PPP2R5E	
RPS6KB2	1	RPS6KB2	
INTS14	1	INTS14	
TRAPPC2	2	TRAPPC2:ZNF547	
EPGN	1	EPGN	
EIF3D	1	EIF3D	
GTF2H4	1	GTF2H4	
ENPP4	1	ENPP4	
SUFU	1	SUFU	
SERTAD4	1	SERTAD4	
GIMAP5	1	GIMAP5	
B4GALT4	1	B4GALT4	
PRICKLE4	1	PRICKLE4	
PRAMEF13	1	PRAMEF13	
PRAMEF1	1	PRAMEF1	
RBM11	1	RBM11	
PAPSS2	1	PAPSS2	
ARSA	1	ARSA	
KCTD16	1	KCTD16	
ZPR1	1	ZPR1	
COQ5	1	COQ5	
DPYSL2	1	DPYSL2	
NPIPB2	1	NPIPB2	
TIMM23	1	TIMM23	
FEZ2	1	FEZ2	
ATXN3	1	ATXN3	
RNF113B	1	RNF113B	
THAP5	1	THAP5	
C18orf54	1	LAS2	
PLBD1	1	PLBD1	
PRRG2	1	PRRG2	
PCYT1B	1	PCYT1B	
TM4SF1	1	TM4SF1	
PSMC5	1	PSMC5	
WDR13	1	WDR13	
NGF	1	NGF	
ASNS	1	ASNS	
ZNF713	1	ZNF713	
NFYA	1	NFYA	
TDG	1	TDG	
LDLRAP1	1	LDLRAP1	
ST3GAL2	1	ST3GAL2	
SUV39H2	1	SUV39H2	
CNIH4	1	CNIH4	
CDK5R1	1	CDK5R1	
CYP2C18	1	CYP2C18	
CD274	1	CD274	
HAPLN1	1	HAPLN1	
HSH2D	1	HSH2D	
GK3P	1	GK3P	
OLFM1	1	OLFM1	
RAD23A	1	RAD23A	
ZNF154	1	ZNF154	
PDGFC	1	PDGFC	
AGBL4	1	AGBL4	
BMI1	1	BMI1	
SPZ1	1	SPZ1	
LRRC47	1	LRRC47	
CCDC160	1	CCDC160	
NPIPB9	1	NPIPB9	
FAM50B	1	FAM50B	
NEGR1	1	NEGR1	
C11orf68	1	C11orf68	
ZNF239	1	ZNF239	
HES4	1	HES4	
UQCRC2	1	UQCRC2	
LCAT	1	LCAT	
ACSS3	1	ACSS3	
GPATCH11	1	GPATCH11	
PRAMEF19	1	PRAMEF19	
PRAF2	1	PRAF2	
GRK5	1	GRK5	
CHMP4B	1	CHMP4B	
TMEM222	1	TMEM222	
GADD45GIP1	1	GADD45GIP1	
OSGIN2	1	OSGIN2	
CCZ1	2	CCZ1B:CCZ1	
TRMT10C	1	TRMT10C	
TRAF4	1	TRAF4	
GCM1	1	GCM1	
FGR	1	FGR	
STAMBP	1	STAMBP	
FNDC8	1	FNDC8	
AGTRAP	1	AGTRAP	
CHST1	1	CHST1	
MS4A5	1	MS4A5	
PPP2R3C	1	PPP2R3C	
CCDC192	1	CCDC192	
CLN5	1	CLN5	
CPA6	1	CPA6	
EMP1	1	EMP1	
TMEM47	1	TMEM47	
TRIM73	1	TRIM73	
IVNS1ABP	1	IVNS1ABP	
IRF4	1	IRF4	
RGS20	1	RGS20	
SLC9A3R1	1	SLC9A3R1	
PFKFB1	1	PFKFB1	
BSPRY	1	BSPRY	
HLA-DRB1	1	HLA-DRB1	
NFS1	1	NFS1	
PSKH2	1	PSKH2	
LIM2	1	LIM2	
TNFSF15	1	TNFSF15	
B3GNT3	1	B3GNT3	
RAX2	1	RAX2	
FUCA2	1	FUCA2	
GP1BB	1	GP1BB	
HLA-DQB2	1	HLA-DQB2	
KCTD17	1	KCTD17	
ACTL7A	1	ACTL7A	
MAPK10	1	MAPK10	
GPN2	1	GPN2	
LSS	1	LSS	
MAL	1	MAL	
STX17	1	STX17	
MAGEB16	1	MAGEB16	
MAL2	1	MAL2	
EXOG	1	EXOG	
UGDH	1	UGDH	
FOXR1	1	FOXR1	
SNAPC1	1	SNAPC1	
BTBD1	1	BTBD1	
CDK8	1	CDK8	
HDHD5	1	HDHD5	
SNX32	1	SNX32	
TMEM218	1	TMEM218	
MLF1	1	MLF1	
APOL4	1	APOL4	
TMEM61	1	TMEM61	
LEMD1	1	LEMD1	
RORB	1	RORB	
CANT1	1	CANT1	
HLA-DQB1	1	HLA-DQB1	
PRAMEF18	1	PRAMEF18	
RNF122	1	RNF122	
CYP2A7	1	CYP2A7	
MRPS31	1	MRPS31	
SYNDIG1	1	SYNDIG1	
KLHL38	1	KLHL38	
JMJD4	1	JMJD4	
STX10	1	STX10	
MRPL2	1	MRPL2	
FTO	1	FTO	
SEC11C	1	SEC11C	
C1orf43	1	C1orf43	
SCCPDH	1	SCCPDH	
MARCHF2	1	MARCHF2	
SUPT3H	1	SUPT3H	
LIPN	1	LIPN	
TRAF1	1	TRAF1	
CIBAR1	1	FAM92A	
M6PR	1	M6PR	
LIMS1	1	LIMS1	
C11orf53	1	C11orf53	
NKX2-8	1	NKX2-8	
DUS1L	1	DUS1L	
ENKUR	1	ENKUR	
BSX	1	BSX	
ZNF2	1	ZNF2	
HSD17B11	1	HSD17B11	
DPH7	1	DPH7	
RBM4	1	RBM4	
CAV1	1	CAV1	
LYN	1	LYN	
PTPN1	1	PTPN1	
GFRA4	1	GFRA4	
HYAL1	1	HYAL1	
MTARC1	1	MTARC1	
NEK3	1	NEK3	
GRPEL2	1	GRPEL2	
COX4I2	1	COX4I2	
ZNF627	1	ZNF627	
CFAP52	1	CFAP52	
DBNDD2	1	DBNDD2	
PHB	1	PHB	
FSCN3	1	FSCN3	
STXBP2	1	STXBP2	
CYP17A1	1	CYP17A1	
DCAF12L1	1	DCAF12L1	
UBTFL1	1	UBTFL1	
EME2	1	EME2	
TADA2B	1	TADA2B	
OSR2	1	OSR2	
FARSA	1	FARSA	
KLRG1	1	KLRG1	
PPIL4	1	PPIL4	
WBP2	1	WBP2	
CASP2	1	CASP2	
RNF223	1	RNF223	
FKBP4	1	FKBP4	
NR2F1	1	NR2F1	
RNF32	1	RNF32	
TKFC	1	TKFC	
TOMM22	1	TOMM22	
F10	1	F10	
API5	1	API5	
PLAAT5	1	PLAAT5	
RNF2	1	RNF2	
MYBPHL	1	MYBPHL	
ALDH5A1	1	ALDH5A1	
ZNF101	1	ZNF101	
SEPTIN11	1	SEPTIN11	
BIVM	1	BIVM	
CNDP1	1	CNDP1	
KRTCAP2	1	KRTCAP2	
WRAP73	1	WRAP73	
TMEM100	1	TMEM100	
TMCO6	1	TMCO6	
TM4SF4	1	TM4SF4	
YY2	1	YY2	
ZNF277	1	ZNF277	
CFLAR	1	CFLAR	
CCNA1	1	CCNA1	
CALU	1	CALU	
ALDH2	1	ALDH2	
SNRPN	1	SNRPN	
NSMCE4A	1	NSMCE4A	
ING1	1	ING1	
DUSP9	1	DUSP9	
KIAA0895	1	KIAA0895	
PHF11	1	PHF11	
SIRT7	1	SIRT7	
ART4	1	ART4	
SLC48A1	1	SLC48A1	
VPS33A	1	VPS33A	
NR2F2	1	NR2F2	
CNOT6	1	CNOT6	
TRAPPC13	1	TRAPPC13	
FAM71C	1	FAM71C	
DUS2	1	DUS2	
SERPINH1	1	SERPINH1	
ASZ1	1	ASZ1	
PRAMEF25	1	PRAMEF25	
DIPK2B	1	DIPK2B	
PYCR1	1	PYCR1	
BCAP29	1	BCAP29	
DCLRE1B	1	DCLRE1B	
MAOB	1	MAOB	
CYP2C8	1	CYP2C8	
CYP20A1	1	CYP20A1	
LIPF	1	LIPF	
EXOSC9	1	EXOSC9	
HOXB6	1	HOXB6	
HAUS7	1	HAUS7	
ENKD1	1	ENKD1	
RARG	1	RARG	
KLHL3	1	KLHL3	
LIPK	1	LIPK	
CENPVL3	1	CENPVL3	
PTCRA	1	PTCRA	
VWA1	1	VWA1	
TMEM208	1	TMEM208	
MSTO1	1	MSTO1	
CPB2	1	CPB2	
GEMIN2	1	GEMIN2	
LRAT	1	LRAT	
RNF39	1	RNF39	
PRMT8	1	PRMT8	
TXNIP	1	TXNIP	
PPP2R1A	1	PPP2R1A	
CDK5RAP1	1	CDK5RAP1	
APOE	1	APOE	
COQ3	1	COQ3	
REEP1	1	REEP1	
TNNI1	1	TNNI1	
TENT5A	1	TENT5A	
MTHFR	1	MTHFR	
POFUT2	1	POFUT2	
FGGY	1	FGGY	
GADL1	1	GADL1	
CLEC1B	1	CLEC1B	
GFI1B	1	GFI1B	
ATXN3L	1	ATXN3L	
CEACAM21	1	CEACAM21	
GSX1	1	GSX1	
ZNF141	1	ZNF141	
PGF	1	PGF	
SERPINA2	1	SERPINA2	
FUT6	1	FUT6	
ALDH4A1	1	ALDH4A1	
COQ6	1	COQ6	
PIP5KL1	1	PIP5KL1	
MTMR9	1	MTMR9	
FCN1	1	FCN1	
CMTM1	1	CMTM1	
TMEM267	1	TMEM267	
GMPS	1	GMPS	
TLX3	1	TLX3	
ALPG	1	ALPG	
FEV	1	FEV	
NPIPB8	1	NPIPB8	
FUT2	1	FUT2	
MRPL16	1	MRPL16	
ARHGAP1	1	ARHGAP1	
EMP2	1	EMP2	
RSPO3	1	RSPO3	
PRAMEF9	1	PRAMEF9	
TRMT9B	1	TRMT9B	
AUH	1	AUH	
KLHL2	1	KLHL2	
MAOA	1	MAOA	
SCN1B	1	SCN1B	
C10orf120	1	C10orf120	
USP14	1	USP14	
CCDC59	1	CCDC59	
ARR3	1	ARR3	
TSPY4	1	TSPY4	
GLT8D1	1	GLT8D1	
GOLT1A	1	GOLT1A	
METTL14	1	METTL14	
SMAD1	1	SMAD1	
SLC31A2	1	SLC31A2	
ST8SIA3	1	ST8SIA3	
SPDEF	1	SPDEF	
RNF115	1	RNF115	
ABHD16B	1	ABHD16B	
BARX2	1	BARX2	
TOR1A	1	TOR1A	
TIMM29	1	TIMM29	
RABAC1	1	RABAC1	
ATF5	1	ATF5	
FBXW11	1	FBXW11	
B3GALT5	1	B3GALT5	
PSMC1	1	PSMC1	
GSK3A	1	GSK3A	
MKNK1	1	MKNK1	
KIAA0513	1	KIAA0513	
PLA2G15	1	PLA2G15	
CD14	1	CD14	
STIP1	1	STIP1	
SYS1	1	SYS1	
PREB	1	PREB	
CTPS1	1	CTPS1	
ABRAXAS1	1	ABRAXAS1	
LRRC1	1	LRRC1	
TBL2	1	TBL2	
B3GNT2	1	B3GNT2	
HLA-DRB3	1	HLA-DRB3	
IP6K1	1	IP6K1	
LRPAP1	1	LRPAP1	
BCO1	1	BCO1	
TAF1A	1	TAF1A	
DNAJC30	1	DNAJC30	
RIMKLA	1	RIMKLA	
TLE7	1	TLE7	
HNRNPH3	1	HNRNPH3	
CHMP4C	1	CHMP4C	
CEP55	1	CEP55	
GK2	1	GK2	
EYA2	1	EYA2	
TSPY1	1	TSPY1	
BRICD5	1	BRICD5	
CFAP73	1	CFAP73	
RRNAD1	1	RRNAD1	
PTTG1IP	1	PTTG1IP	
KBTBD13	1	KBTBD13	
C3orf33	1	C3orf33	
RDH5	1	RDH5	
TSPY3	2	TSPY10:TSPY3	
ANKRD63	1	ANKRD63	
RNGTT	1	RNGTT	
MMP19	1	MMP19	
CELF3	1	CELF3	
HENMT1	1	HENMT1	
DOK4	1	DOK4	
WNT8B	1	WNT8B	
DNALI1	1	DNALI1	
TMEM223	1	TMEM223	
LTC4S	1	LTC4S	
NR1H2	1	NR1H2	
ST6GALNAC3	1	ST6GALNAC3	
WNT7A	1	WNT7A	
OASL	1	OASL	
YY1	1	YY1	
FUT1	1	FUT1	
FRA10AC1	1	FRA10AC1	
GET1	1	GET1	
TOB1	1	TOB1	
OVOL1	1	OVOL1	
SEPSECS	1	SEPSECS	
KLHL42	1	KLHL42	
HSD17B13	1	HSD17B13	
SPON2	1	SPON2	
EEPD1	1	EEPD1	
SAC3D1	1	SAC3D1	
MS4A4E	1	MS4A4E	
LRRC55	1	LRRC55	
STXBP3	1	STXBP3	
AGK	1	AGK	
FASTK	1	FASTK	
TPH2	1	TPH2	
ILRUN	1	ILRUN	
FNDC11	1	FNDC11	
B4GALT3	1	B4GALT3	
SELL	1	SELL	
G6PD	1	G6PD	
ZFP1	1	ZFP1	
IZUMO2	1	IZUMO2	
ENDOU	1	ENDOU	
MMP10	1	MMP10	
UBE2Q1	1	UBE2Q1	
FAM204A	1	FAM204A	
CREG2	1	CREG2	
PPP3CA	1	PPP3CA	
RPS2	1	RPS2	
CEP41	1	CEP41	
CYP27B1	1	CYP27B1	
ANKRD61	1	ANKRD61	
DAZAP1	1	DAZAP1	
ASGR1	1	ASGR1	
CYP2A6	1	CYP2A6	
AGPAT2	1	AGPAT2	
NMT1	1	NMT1	
CCT6A	1	CCT6A	
MMAA	1	MMAA	
PRAMEF5	1	PRAMEF5	
DEPDC7	1	DEPDC7	
TIPIN	1	TIPIN	
PDK3	1	PDK3	
SRMS	1	SRMS	
FAM98C	1	FAM98C	
BTBD16	1	BTBD16	
TSPY2	1	TSPY2	
CHDH	1	CHDH	
IQCF3	1	IQCF3	
KPNA2	1	KPNA2	
MOGAT1	1	MOGAT1	
B3GAT2	1	B3GAT2	
MRPL37	1	MRPL37	
TMEM126A	1	TMEM126A	
NADK	1	NADK	
SMARCB1	1	SMARCB1	
DOC2A	1	DOC2A	
TMEM240	1	TMEM240	
PDIA6	1	PDIA6	
ZNF491	1	ZNF491	
SCN4B	1	SCN4B	
CLTB	1	CLTB	
PENK	1	PENK	
KAZALD1	1	KAZALD1	
SUV39H1	1	SUV39H1	
LEXM	1	LEXM	
CYP2A13	1	CYP2A13	
CHEK1	1	CHEK1	
RRP7A	1	RRP7A	
TINAG	1	TINAG	
DPP7	1	DPP7	
MINDY4B	1	MINDY4B	
SMAD3	1	SMAD3	
NAP1L4	1	NAP1L4	
PLSCR4	1	PLSCR4	
SEPTIN6	1	SEPTIN6	
ZNF784	1	ZNF784	
BLK	1	BLK	
PLS1	1	PLS1	
KLF1	1	KLF1	
ME2	1	ME2	
ZNF586	1	ZNF586	
CCDC3	1	CCDC3	
HIBADH	1	HIBADH	
GCNT3	1	GCNT3	
VRK3	1	VRK3	
TC2N	1	TC2N	
ELF3	1	ELF3	
SPACA3	1	SPACA3	
WNT5B	1	WNT5B	
DNAJC7	1	DNAJC7	
NDUFB8	1	NDUFB8	
PDHA2	1	PDHA2	
SPATC1L	1	SPATC1L	
CBLIF	1	CBLIF	
DDI2	1	DDI2	
HES5	1	HES5	
SGCD	1	SGCD	
DCAF13	1	DCAF13	
DNPEP	1	DNPEP	
SUCLG2	1	SUCLG2	
HPR	1	HPR	
CD3G	1	CD3G	
RSPO1	1	RSPO1	
ING4	1	ING4	
MTRF1L	1	MTRF1L	
TMEM128	1	TMEM128	
THUMPD3	1	THUMPD3	
POMK	1	POMK	
CYYR1	1	CYYR1	
ST3GAL4	1	ST3GAL4	
CD83	1	CD83	
BOLL	1	BOLL	
PPP3CC	1	PPP3CC	
VEGFA	1	VEGFA	
DOC2B	1	DOC2B	
VKORC1	1	VKORC1	
XPNPEP3	1	XPNPEP3	
COX4I1	1	COX4I1	
HOXA1	1	HOXA1	
SESN3	1	SESN3	
ARFGAP1	1	ARFGAP1	
MPIG6B	1	MPIG6B	
ZNF121	1	ZNF121	
IGFBPL1	1	IGFBPL1	
BMT2	1	BMT2	
WFDC1	1	WFDC1	
FGFBP3	1	FGFBP3	
P4HB	1	P4HB	
PRAMEF6	1	PRAMEF6	
FOXRED1	1	FOXRED1	
ST3GAL1	1	ST3GAL1	
CA14	1	CA14	
TMEM219	1	TMEM219	
TMED7	1	TMED7	
ASB5	1	ASB5	
ALDH1A2	1	ALDH1A2	
SNAI1	1	SNAI1	
ANKDD1A	1	ANKDD1A	
ERP44	1	ERP44	
RTF2	1	RTF2	
TMEM196	1	TMEM196	
ACADS	1	ACADS	
ACSM4	1	ACSM4	
PTK6	1	PTK6	
FAM98B	1	FAM98B	
ZNF684	1	ZNF684	
UBE3D	1	UBE3D	
PDIA3	1	PDIA3	
RPL14	1	RPL14	
LDLRAD1	1	LDLRAD1	
TAMM41	1	TAMM41	
HADHB	1	HADHB	
C13orf42	1	C13orf42	
NSDHL	1	NSDHL	
FNDC5	1	FNDC5	
CLVS1	1	CLVS1	
TMED2	1	TMED2	
ZIC4	1	ZIC4	
PGRMC2	1	PGRMC2	
KLRC3	1	KLRC3	
GNPTG	1	GNPTG	
PIP4K2B	1	PIP4K2B	
VNN1	1	VNN1	
BAMBI	1	BAMBI	
C1orf50	1	C1orf50	
NRTN	1	NRTN	
MRPS2	1	MRPS2	
PRAMEF14	1	PRAMEF14	
DENND2D	1	DENND2D	
LPL	1	LPL	
DCAF12L2	1	DCAF12L2	
WNT6	1	WNT6	
CCT5	1	CCT5	
ACSM5	1	ACSM5	
SIT1	1	SIT1	
TFDP1	1	TFDP1	
GK5	1	GK5	
CPVL	1	CPVL	
DYNAP	1	DYNAP	
DNAJC18	1	DNAJC18	
STRADA	1	STRADA	
MOSPD1	1	MOSPD1	
TDRD10	1	TDRD10	
CPNE1	1	CPNE1	
KHDRBS2	1	KHDRBS2	
RNASE10	1	RNASE10	
CYHR1	1	CYHR1	
CCNE2	1	CCNE2	
KBTBD4	1	KBTBD4	
COLEC10	1	COLEC10	
EGLN2	1	EGLN2	
HSPA2	1	HSPA2	
EML2	1	EML2	
DEDD	1	DEDD	
EEF1G	1	EEF1G	
IRF9	1	IRF9	
ASB10	1	ASB10	
EARS2	1	EARS2	
DNAJC28	1	DNAJC28	
CDC37	1	CDC37	
ENPP7	1	ENPP7	
TMPRSS12	1	TMPRSS12	
FAM71D	1	FAM71D	
DCX	1	DCX	
AKT2	1	AKT2	
ATP6AP1L	1	ATP6AP1L	
SYCE1	1	SYCE1	
EIF3H	1	EIF3H	
KPTN	1	KPTN	
IQCF1	1	IQCF1	
HCK	1	HCK	
RPL6	1	RPL6	
MATK	1	MATK	
TIGD2	1	TIGD2	
PGGHG	1	PGGHG	
NAAA	1	NAAA	
SMAD2	1	SMAD2	
RAD51B	1	RAD51B	
TMEM190	1	TMEM190	
AMMECR1	1	AMMECR1	
ALPI	1	ALPI	
TFCP2L1	1	TFCP2L1	
PURG	1	PURG	
PNLIPRP3	1	PNLIPRP3	
IQCF5	1	IQCF5	
RBPJ	1	RBPJ	
CCNY	1	CCNY	
SIRT3	1	SIRT3	
WFDC8	1	WFDC8	
LMCD1	1	LMCD1	
COA8	1	COA8	
MTRF1	1	MTRF1	
CSNK1G2	1	CSNK1G2	
CELF5	1	CELF5	
RPLP0	1	RPLP0	
KLRF2	1	KLRF2	
INTS11	1	INTS11	
TNFSF10	1	TNFSF10	
PSG5	1	PSG5	
DFFA	1	DFFA	
METTL7A	1	METTL7A	
TEX101	1	TEX101	
TOR2A	1	TOR2A	
OGFOD3	1	OGFOD3	
RASGEF1C	1	RASGEF1C	
SPRED2	1	SPRED2	
GAD1	1	GAD1	
DGLUCY	1	DGLUCY	
ACP3	1	ACP3	
TDO2	1	TDO2	
LYPD4	1	LYPD4	
BST1	1	BST1	
MAK16	1	MAK16	
PNKP	1	PNKP	
HLA-DMB	1	HLA-DMB	
PROZ	1	PROZ	
WNT1	1	WNT1	
MLYCD	1	MLYCD	
KLRC1	1	KLRC1	
CCDC127	1	CCDC127	
CCDC159	1	CCDC159	
RIOX2	1	RIOX2	
CLK1	1	CLK1	
FAM71F1	1	FAM71F1	
BLOC1S2	1	BLOC1S2	
USF2	1	USF2	
EFNA3	1	EFNA3	
CDC37L1	1	CDC37L1	
MRM3	1	MRM3	
TARM1	1	TARM1	
FCN2	1	FCN2	
C8orf76	1	C8orf76	
MTARC2	1	MTARC2	
KPNA7	1	KPNA7	
EPYC	1	EPYC	
MED6	1	MED6	
TMED4	1	TMED4	
PRSS21	1	PRSS21	
KCNMB1	1	KCNMB1	
SGCB	1	SGCB	
ANKMY2	1	ANKMY2	
CTBP1	1	CTBP1	
CAT	1	CAT	
CCNO	1	CCNO	
TLNRD1	1	TLNRD1	
PRMT1	1	PRMT1	
FSTL1	1	FSTL1	
HS3ST5	1	HS3ST5	
CPA5	1	CPA5	
CALR3	1	CALR3	
FAM221A	1	FAM221A	
SUOX	1	SUOX	
METTL17	1	METTL17	
HARS1	1	HARS1	
SGK1	1	SGK1	
TMEM11	1	TMEM11	
AURKA	1	AURKA	
FAM166A	1	FAM166A	
HOMER2	1	HOMER2	
AIPL1	1	AIPL1	
FGF6	1	FGF6	
SERPINE3	1	SERPINE3	
CD300C	1	CD300C	
DNAJB12	1	DNAJB12	
KLRB1	1	KLRB1	
ZSCAN16	1	ZSCAN16	
C3orf49	1	C3orf49	
VIPAS39	1	VIPAS39	
C1GALT1C1	1	C1GALT1C1	
DDX47	1	DDX47	
CAP2	1	CAP2	
FOLR1	1	FOLR1	
TPM1	1	TPM1	
PFKFB4	1	PFKFB4	
CPNE6	1	CPNE6	
STXBP1	1	STXBP1	
RANGAP1	1	RANGAP1	
TIMM22	1	TIMM22	
AMT	1	AMT	
CD40LG	1	CD40LG	
PDZK1	1	PDZK1	
NDUFB11	1	NDUFB11	
PIK3R3	1	PIK3R3	
ZNF511	1	ZNF511	
STK11	1	STK11	
CD164L2	1	CD164L2	
MAP2K5	1	MAP2K5	
PDYN	1	PDYN	
IQCF2	1	IQCF2	
MTERF3	1	MTERF3	
NECAB2	1	NECAB2	
EIF5	1	EIF5	
FRZB	1	FRZB	
CCDC194	1	CCDC194	
CCNDBP1	1	CCNDBP1	
PGC	1	PGC	
PDHA1	1	PDHA1	
FST	1	FST	
REN	1	REN	
HOXC6	1	HOXC6	
CPOX	1	CPOX	
GLIPR1	1	GLIPR1	
ZNF25	1	ZNF25	
INPP5K	1	INPP5K	
EGFL7	1	EGFL7	
RFLNA	1	RFLNA	
MRPL12	1	MRPL12	
MS4A13	1	MS4A13	
PAOX	1	PAOX	
GOLT1B	1	GOLT1B	
KLRC4	1	KLRC4	
UBAC1	1	UBAC1	
DDX55	1	DDX55	
ODC1	1	ODC1	
C11orf91	1	C11orf91	
TENT5D	1	TENT5D	
LRRC3B	1	LRRC3B	
TRARG1	1	TRARG1	
PRORP	1	PRORP	
PPM1N	1	PPM1N	
C3orf18	1	C3orf18	
MRPL38	1	MRPL38	
SNAP25	1	SNAP25	
CAP1	1	CAP1	
SHBG	1	SHBG	
ORC5	1	ORC5	
NCR3	1	NCR3	
CCDC153	1	CCDC153	
TREH	1	TREH	
RARS2	1	RARS2	
HPX	1	HPX	
BGN	1	BGN	
CTSD	1	CTSD	
PLAUR	1	PLAUR	
TNFSF14	1	TNFSF14	
MYEOV	1	MYEOV	
C4orf50	1	C4orf50	
RASGEF1B	1	RASGEF1B	
SSR3	1	SSR3	
L2HGDH	1	L2HGDH	
HLA-DRB5	1	HLA-DRB5	
CBLN2	1	CBLN2	
EMP3	1	EMP3	
PITPNC1	1	PITPNC1	
ZNF688	1	ZNF688	
TRIB3	1	TRIB3	
NMT2	1	NMT2	
HSD17B7	1	HSD17B7	
PPAT	1	PPAT	
ORMDL2	1	ORMDL2	
WFDC3	1	WFDC3	
TCP11X1	2	TCP11X1:TCP11X2	
DUSP10	1	DUSP10	
TNFRSF12A	1	TNFRSF12A	
NFKBIB	1	NFKBIB	
ATE1	1	ATE1	
PLGRKT	1	PLGRKT	
CD80	1	CD80	
MAGEB17	1	MAGEB17	
MMP12	1	MMP12	
SDHD	1	SDHD	
RIMS4	1	RIMS4	
SFT2D1	1	SFT2D1	
C8orf49	1	C8orf49	
PRIMA1	1	PRIMA1	
OGFOD1	1	OGFOD1	
KATNBL1	1	KATNBL1	
ALKBH1	1	ALKBH1	
TMEM251	1	TMEM251	
LTB	1	LTB	
MACROD1	1	MACROD1	
EFHD1	1	EFHD1	
UHMK1	1	UHMK1	
PMIS2	1	PMIS2	
ALDH1B1	1	ALDH1B1	
TRMU	1	TRMU	
LRRC14B	1	LRRC14B	
LRRC59	1	LRRC59	
SHOC2	1	SHOC2	
PTF1A	1	PTF1A	
AZIN1	1	AZIN1	
PGD	1	PGD	
CAMK2A	1	CAMK2A	
PARS2	1	PARS2	
STK38	1	STK38	
TRMT5	1	TRMT5	
IFIT3	1	IFIT3	
MFNG	1	MFNG	
WDR41	1	WDR41	
TMEM35B	1	TMEM35B	
AKT1	1	AKT1	
SERPINI1	1	SERPINI1	
KRTAP29-1	1	KRTAP29-1	
CD300H	1	CD300H	
AADACL2	1	AADACL2	
IRAK4	1	IRAK4	
VPS45	1	VPS45	
RPE65	1	RPE65	
TARBP2	1	TARBP2	
ZPBP2	1	ZPBP2	
TRMT11	1	TRMT11	
